Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Red List Assessors
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Monochamus,galloprovincialis,,,,,LC,,LC,,"European regional assessment: listed as Least Concern in view of its wide distribution, presumed large overall population, has a tolerance of a degree of habitat modification, it occurs in a number of protected areas, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category. A common species in at least parts of its range, which benefits from forestry practices (plantation of conifers) in many areas. Population trend is increasing. EU 27 regional assessment: listed as Least Concern in view of its wide distribution, presumed large overall population, has a tolerance of a degree of habitat modification, it occurs in a number of protected areas, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category. A common species in at least parts of its range, which benefits from forestry practices (plantation of conifers) in many areas. Population trend is increasing.",Increasing,"This species is found throughout much of Europe except in the far west (Bense 1995). It is also found in Siberia, Mongolia, possibly in the Caucasus, Minor Asia, North America and northern Africa.It occurs throughout the northern half of the Iberian peninsula (Vives 2001); also in the south of the Iberian Peninsula: Andalucia (Verdugo 2004), Extremadura, Castilla La Mancha, Murcia, Valencia (Gonázales et al. 2007). In Portugal it is widespread throughout the country, most of the records are recent. In France it is largely distributed but more common in the south (B. Dodelin pers. comm. 2009). In Hungary this species is widespread in the country wherever indigenous (western Hungary) or planted (in all other parts of Hungary) pine forests occur. Its range is expanding (O. Merkl pers. comm. 2009). In Germany it is present in nearly all German States. In Romania it is widespread in the Carpathians where occur pine forests. The exact locality of this species in European Turkey is unknown.","A common species in at least parts of its range, which benefits from forestry practices (plantation of conifers) in many areas. Population trend is increasing.  In Hungary the population size and trend have not been quantified, but the species is regarded as rather common on suitable localities; new populations in planted pine forests are continuously becoming known (O. Merkl pers. comm. 2009). In France this species has been expanding at least since 1945, following the pine plantations (Allemand et al. 2009, Villiers 1978). For European Turkey the population size and trend have not been quantified. In Ukraine it is rare.","This is an obligate saproxylic species. Larvae are mostly monophagous on Pinus; they develop under the bark and in the wood of dying and recently dead thin stems, branches and trees. The life cycle is usually one or two years, with pupation in spring in the wood. Adults emerge in VI-IX, found on the wood of the host-plant and on brushwood, where they feed on green bark and on needles. Pupal stage is two or three weeks, in May-June. In Turkey larvae develop in Pinus (Erdem 1968) and in Picea orientalis (Schimitschek 1953) - the adults active in VI and the life cycle is one year (Erdem 1968).  In Hungary it lives in native and planted pine forests (O. Merkl pers. comm. 2009) and in Romania in native pine forests.","This species is expanding in planted pine forests, and not threatened at all.",No specific measures are in place or needed. The species occurs in protected areas (e.g. Hungary).,"Mannerkoski, I., Hyvärinen, E., Campanaro, A., Alexander, K., Büche, B., Dodelin, B., Mason, F., Pettersson, R., Mico, E. & Méndez, M."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Monochamus,sartor,,,Yes,,LC,,LC,,"European regional assessment: classified as Least Concern due to its widespread distribution, stable populations, renewable habitat of conifers and no major threats. EU 27 regional assessment: classified as Least Concern due to its widespread distribution, stable populations, renewable habitat of conifers and no major threats.",Unknown,"This species is widespread across central and eastern Europe reaching some countries in western Europe. In Ukraine it is only found in the Carpathians, at the fringe of its regional distribution. In Hungary it is found only in the westernmost parts of the country, which are the foothills of the Alps (O. Merkl pers. comm. 2009). In Romania it occurs mainly the eastern Carpathians, in native spruce forests (P. Istrate pers. comm. 2009). In Germany it is present in Sachsen, Sachsen-Anhalt, Bayern, Baden-Württemberg.","Although widespread in Europe, this species appears to have a very restricted distribution in many countries. Nevertheless there is no evidence to suggest that the populations are anything other than stable at present. The population size and trend have not been quantified in Hungary, but the species is regarded as rare (O. Merkl pers. comm. 2009). In Ukraine and Romania this species is considered rare.","This is an obligate saproxylic species. Larvae develop under bark and in the wood of recently dead or sick stems of large diameter (mature but not old) conifers (especially in Picea, rarely in Abies or Pinus). The life cycle is normally one year, rarely two years, with pupation in V and VI in the wood. Adults emerge in VI-IX, and are found on host -plants, where they feed on twigs and needles. In Hungary it lives in indigenous spruce forests, which are rare in Hungary (O. Merkl pers. comm. 2009). In Romania the habitat of this species, old spruce forest has largely been lost and continues to decline; many adults have been observed on old trunks of spruces which were recently cut from the forests (P. Istrate pers. comm. 2009). In Germany it lives in montane spruce forests.","The species is not threatened (e.g. Germany, Hungary, Romania). Its population may have declined in the past when large areas of forest in its range were cut following the second World War. The main overall threat is likely to be degradation or loss of habitat quality, involving structural changes in the tree populations arising from changing land use – affecting age structures and tree density. Exploitation from forestry is often a key immediate issue, but equally damaging can be long-term changes towards canopy closure and loss of ancient trees as a result of non- or minimum-intervention management systems which all too often exclude grazing by large herbivores. Fragmentation and increasing isolation of beetle populations are also key factors.",There are no conservation measures needed for this species. It occurs in several protected areas (e.g. Hungary).,"Tykarski, P., Munteanu, N., Istrate, P., , Tezcan, S. & Putchkov, A."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Monochamus,rosenmuelleri,,,,,LC,,LC,,"European regional assessment: classified as Least Concern due to its widespread distribution, stable populations and no major threats.  EU 27 regional assessment: classified as Least Concern due to its widespread distribution, stable populations and no major threats.",Stable,"This species is widely distributed in central and eastern Europe reaching Scandinavia and the Baltic States. In the Czech Republic it is only found in mountain areas and in Ukraine in forest areas. It also occurs in Siberia, northern Mongolia, Russian Far East, North Korea, northern China and Japan.","In Finland 20 years ago the population was declining, nowadays it is stable. There is little information available on the abundance of this species in other countries. However, in Ukraine and Poland the populations are also known to be stable.","This is an obligate saproxylic species. The larvae develop in the deadwood of many species of coniferous trees, at first under bark on dead stems, later within the wood below. Pupation lasts four or five weeks; the full life cycle takes two years. Before copulation, the adult feeds mostly on the bark of conifer trees, but sometimes also Quercus, Betula, and Acer. Each female lays about 20 eggs. The adult is active in V-IX (max. in VII). Sometimes it can be regarded as a serious pest species to forestry, especially in Siberia and north of European Russia. In Finland it lives mostly in old-growth forests of Picea abies. It is often imported into other countries with Russian timber.","In Finland the species was threatened, considered Vulnerable, by forestry and loss of old growth forests but nowadays it occurs mostly in protected areas. In the rest of Europe where the species occurs there are no known major threats to this species.","No information available. The species occurs in several protected areas, especially in Finland.","Tykarski, P., Putchkov, A. & Mannerkoski, I."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Monochamus,impluviatus,,,,,DD,,NE,,"European regional assessment: listed as Data Deficient in view of a lack of knowledge about its abundance, trends, exact distribution, habitat, or any possible threats.  EU 27 regional assessment: listed as Not Evaluated as the species is not present in any EU Member State.",Unknown,It is believed that in Europe this species is only found in the Urals. It is also known from one locality in Ukraine (A. Putchkov pers. comm. 2009). It extends eastwards across Asia into northern China (Sama 2002).,There is little information available on the abundance of this species.,"This is an obligate saproxylic species. The habitat of this species is known to be temperate forests and maybe as well boreal forests, but no information is available on its specific habitat requirements.","The main overall threat is likely to be degradation or loss of habitat quality, involving structural changes in the tree populations arising from changing land use – affecting age structures and tree density. Exploitation from forestry may be a key immediate issue. Fragmentation and increasing isolation of beetle populations are also key factors.",No information available.,"Tykarski, P., Putchkov, A. & Mannerkoski, I."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Procallimus,semicyaneus,,There may be taxonomic issues concerning this species and P. egregius; they have both been regarded as subspecies of P. egregius but are considered here as separate species until the situation is satisfactorily resolved otherwise.,,,DD,,DD,,"European regional assessment: listed as Data Deficient in view of the absence of sufficient information on its extent of occurrence, natural history, population size and trends, threats and conservation status.  EU 27 regional assessment: listed as Data Deficient in view of the absence of sufficient information on its extent of occurrence, natural history, population size and trends, threats and conservation status.",Unknown,This species is only found in Greece.,There is little information available on the abundance of this species.,"This is an obligate saproxylic species, but.there is little information available on the precise habitat requirements of this species.",No information available.,No information available. It is not known if the species is present in any protected areas.,"Nieto, A., Petrakis, P., Schmidl, J. & Pettersson, R."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Procallimus,egregius,,"In some data sources, P. egregius is placed in a different genus, as Callimus egregius. Bense (1995) refers to the view of Aldbauer (1988) that Callimus egregius ssp. semicyaneus (Pic 1905) is the subspecies which occurs in Greece and south-western Turkey. P. egregius and P. semicyaneus are treated as separate species in here.",Yes,,DD,,NE,,"European regional assessment: listed as Data Deficient because there is no information on abundance, trends and threats to this species. The actual distribution is also uncertain as P. egregius is often considered a subspecies of P. semicyaneus. EU 27 regional assessment: listed as Not Evaluated, as this species is not present in the EU Member States.",Unknown,"This species occurs in Crimea but is very poorly known. Records are given for Turkey, Greece and Crimea (BioLib.cz 2009) but the Greek and Turkish population is regarded as a separate species (or subspecies) semicyaneus.",In Ukraine it is very rare and poorly known.,This is an obligate saproxylic species. Development unknown (Bense 1995). In Crimea adults are attracted to flowers for feeding; however the species is not well known. It is only known there from one or two specimens so there is uncertainty as to whether this is the same species.,No information available.,There is no information on any conservation action for this species but it is known that the species occurs in a protected area.,"Nardi, G., Tykarski, P., Munteanu, N., Schlaghamersky, J., Istrate, P. & Putchkov, A."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Prionus,asiaticus,,,,,DD,,NE,,"European regional assessment: listed as Data Deficient in view of a lack of knowledge about its abundance, trends, exact distribution, habitat, or any possible threats.  EU 27 regional assessment: listed as Not Evaluated as the species is not present in any EU Member State.",Unknown,This species is only found in the south of Russia.,There is little information available on the abundance of this species.,"This is an obligate saproxylic species, but no information is available on its habitat requirements.",No information available.,No information available.,"Tykarski, P., Putchkov, A. & Mannerkoski, I."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Prionus,besikanus,,"This species was formerly placed in a different genus, as Mesoprionus besikanus.",,,DD,,DD,,European regional assessment: listed as Data Deficient because there is no information about the population and trends of the species. EU 27 regional assessment: listed as Data Deficient because there is no information about the population and trends of the species.,Unknown,This species is widespread in south-eastern Europe. In Cyprus it is widespread in the lowlands but absent from the higher elevations of Troodos Mountains (C. Makris pers. comm. 2009). It occurs also in Anatolia and it was reported from the European part of Turkey without giving exact locality (Ozdikmen et al. 2009).,There is little information available on the abundance of this species. In Cyprus the species is locally common (C. Makris pers. comm. 2009).,"This is an obligate saproxylic species with little information about its development, but it probably grows in the decaying roots of plane trees Platanus (Bense 1995) and has been found in maquis and dead wood of Ceratonia siliqua.",Clearance of dead and tree stumps from the old forests may be one of the threats (P. Istrate pers. comm. 2009).,It is required in order to conserve this species to preserve the ancient broad-leaved forests from the Balkan Peninsula (P. Istrate pers. comm. 2009). The species occurs in several protected areas.,"Nardi, G., Tykarski, P., Munteanu, N., Schlaghamersky, J., Istrate, P. & Putchkov, A."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Prionus,coriarius,,,,,LC,,LC,,European regional assessment: listed as Least Concern. A widespread and common species; although declines have been reported in some areas (e.g. UK) the species is not thought to be declining at a significant rate in Europe as a whole. EU 27 regional assessment: listed as Least Concern. A widespread and common species; although declines have been reported in some areas (e.g. UK) the species is not thought to be declining at a significant rate in Europe as a whole.,Decreasing,"This species occurs throughout much of Europe, excepting parts of the south-west, and north and west (Bense 1995). In Hungary this species is widespread in the hilly and mountainous areas (O. Merkl pers. comm. 2009). In Romania and France it is also widespread. In Portugal it is widespread in the north, also recorded from one coastal site in the centre (an old record). In European Turkey it was reported from Kirklareli (Ozdikmen and Caglar 2004). In Finland it has a very restricted distribution in the south-western part of the country. In Denmark it is somewhat rare, but distributed in the east of the country (Thomsen 2007). In Germany it is present in all German States. In the UK it is very localized within its range, which occupies much of the southern half of Britain (K.N.A. Alexander pers. comm. 2009).","A widespread and common species in at least parts of its range; although declines have been reported in some areas this species is not thought to be declining at a high rate across Europe as a whole.In the UK it is very localized within its range, and it appears to have declined in abundance in recent decades; it appears Extinct across the west Midlands (K.N.A. Alexander pers. comm. 2009). In Ukraine it is a common species. The population size and trend have not been quantified in Hungary, although the species is regarded as common in its habitat. In central Romania, there are large populations but during the last 30 years a small decline has been observed.(P. Istrate pers. comm. 2009). In European Turkey the population size and trend have not been quantified.","This is an obligate saproxylic species. Larvae develop in dead, rotten wood, especially at the base of dying or dead stems, in stumps and roots. Polyphagous in conifers (Pinus, Picea, Abies) and broad-leaved trees (Quercus, Fagus, Alnus, Castanea, Malus, Salix, Fraxinus, Betula, Ulmus, Corylus). The life cycle is at least three years (sometimes four). Mature larvae leave the wood and pupate in early summer in the soil in a cocoon constructed from soil and wood particles. Adults emerge in VII – VIII; they are crepuscular and nocturnal (attracted by light), and remain hidden in the daytime. In the UK it favours mature and old oaks Quercus, open-grown, in permanently damp soils, and so tends to be found through the floodplains as well as in historic parklands and wood pastures (K.N.A. Alexander pers. comm. 2009). In Hungary it occurs in broad-leaved forests, mainly in oak Quercus and hornbeam Carpinus. In Romania it occurs in both deciduous and coniferous forests; large populations occur in oak and hornbeam in Transylvania; males have been found on the tree trunks, and females on the soil, during the beginning of July. In the Carpathians, the beetles are active during August (P. Istrate pers. comm. 2009). In Turkey larvae develop in conifers and broad-leaved trees (Schimitschek 1953); the life cycle is also three years (Canakcioglu 1993). In Germany it lives on ground level-deadwood in broad-leaved forests, especially in roots and lower trunk parts. In Denmark it develops almost exclusively on roots of beech Fagus.","There are no major threats to this species. In the UK loss of old oaks through the floodplains, as a result of agricultural intensification and especially destruction of hedgerows are a threat to this species; clearance of dead and dying trees, for reasons of tidiness and spurious forest hygiene practices are also a  main factor having a negative impact on this species (K.N.A. Alexander pers. comm. 2009).In Hungary habitat loss and fragmentation are occurring in some parts of the range as a result of urban encroachment and forest management; however this is not considered to be a major threat to the species at present (O. Merkl pers. comm. 2009). In Romania the clearance of dead and tree-stump from old forests may be one of the threats.","No specific conservation measures are in place or needed. The species occurs in protected areas (e.g. UK, Hungary, France).","Mannerkoski, I., Hyvärinen, E., Campanaro, A., Alexander, K., Büche, B., Dodelin, B., Mason, F., Pettersson, R., Mico, E. & Méndez, M."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Penichroa,fasciata,,,,,LC,,LC,,"European regional assessment: classified as Least Concern due to its widespread distribution, stable populations and no major threats. EU 27 regional assessment: classified as Least Concern due to its widespread distribution, stable populations and no major threats.",Stable,"This species occurs throughout much of Europe, from southern Europe and Circum-Mediterranean, extending northwards into central and western Europe. It is widespread in Spain (Verdugo 2004, Gonzáles et al. 2007), Cyprus and Italy, but in Portugal it is only present in the south, in particular there are only three localities known (Serrano 1981, Zuzarte 1983). In Ukraine it is only found in Crimea. It has been reported from the European part of Turkey without exact locality documented (Althoff and Danilevsky 1997). It is also found in all Caucasus, Minor Asia, Iran and northern Africa.","There is little information available on the abundance of this species. It seems to be common in Cyprus and Italy while in Ukraine it is relatively rare. In Portugal there are only three localities known (Serrano 1981, Zuzarte 1983).","This is an obligate saproxylic species. Larvae develop in dead wood of a wide variety of tree and shrub species, including Quercus, Cytisus, Pistacea, Ceratonia, rarely some Pinus; in Cyprus it has been reared from dead branches of Ceratonia siliqua, Prunus dulcis and Quercus infectoria ssp veneris. . The adults are active in V-VIII (and in VII as the latest). It lives in temperate forests and shrub-lands, and is common in pre-littoral areas. There is no detailed information on the habitats and ecology of this species for European Turkey. In Cyprus it is found in  orchards, maquis, garigue and forests. It is very common in old plantations with Ceratonia siliqua.",There are no known major threats to this species.,No conservation measures are needed.,"Campanaro, A., Horák, J., Tezcan, S. & Mico, E."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Gracilia,minuta,,,,,LC,,LC,,"European regional assessment: listed as Least Concern in view of its abundance within its restricted distribution, its presumed large population, and because its habitat is unlikely to be declining fast enough to qualify for listing in a more threatened category.  EU 27 regional assessment: listed as Least Concern in view of its abundance within its restricted distribution, its presumed large population, and because its habitat is unlikely to be declining fast enough to qualify for listing in a more threatened category.",Stable,"It is believed that wild native sites of this species are found in southern, western and eastern Europe, with northern records of imported specimens only (Bense 1995). The species is also found in northern Africa, all Caucasus. It has been introduced to Japan and North America.It is widespread in Spain but there are few actual records (Vives 2001) and in Portugal it is widespread in the northern half and with a single record from the southern extreme. In Hungary this species was formerly widespread in the country, but very few new records are known. In Germany it is present in all German States. In Ukraine mostly in Crimea. It has been reported from European Turkey without exact locality (Althoff and Danilevsky 1997).","A widespread and common species in most of its European range, but rare and increasingly scarce in many states.Formerly widespread in England and extending into eastern Wales, but has declined very dramatically over the last century; it is now best known in the lower river basins of the Thames and Severn, with a few outlying populations elsewhere (Twinn and Harding 1999). It almost meets the British Red Data Book criteria.In Hungary the population size and trend have not been quantified, although the species is rare in its localities. In the Czech Republic it is rare. In Ukraine this species is relatively rare. The population size and trend have not been quantified for European Turkey.","This is an obligate saproxylic species. Larvae develop under bark and in the wood of thin dry dead branches of various broad-leaved trees and bushes, often in branches of Salix spp; also live in wickerwork products, which is their means of import into northern European countries (Ehnstrom 2007). Sama (2002) also says that it may develop in conifers; the life cycle is one year; adults are crepuscular or nocturnal, by day hidden on the bark; active in VI-IX. Bense (1995) says that the life cycle is one or two years. Alexander (2002) says two years in Britain. In Ukraine the life cycle is usually two years (rarely one or three); known from Salix, Betula, Quercus, chestnut Castanea, beech Fagus, nut-tree Corylus, Plumus, bramble Rubus, dog-rose Rosa, some other trees and bushes. Imago active in VI-IX.Best known in Britain from habitat mosaics along riversides and floodplains generally, breeding in willow scrub, old fruit trees, and bramble canes. Was once a serious pest of wicker baskets, etc, but this industry is in serious decline (K.N.A. Alexander pers. comm. 2009). The known localities in Hungary are mainly in riverine willow galleries. There is no detailed information on the habitats and ecology of this species for European Turkey.","It appears to be not threatened at the European level although is clearly declining at the local level in some states.Clearance of scrub along riversides and in old orchards can be a threat to this species; also abandonment of grazing leading to scrub thickening and canopy closure along riverside strips and the loss of old orchards. Tidiness, clearance of bramble around field margins, etc. are also additional threats.","River 'conservation' in Britain is a great threat as there is too much emphasis on fencing riverbanks out of grazing, which will ultimately lead to dense thickets rather than the open mosaics favoured by this species (K.N.A. Alexander pers. comm. 2009). Protection of riverine galleries is necessary for the conservation of this species.It is present in several protected areas.","Nieto, A., Dodelin, B., Campanaro, A., Mannerkoski, I., Tezcan, S. & Méndez, M."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Lampropterus,femoratus,,,,,LC,,LC,,European regional assessment: listed as Least Concern because it is a widespread although not common species with not very specific habitat requirements (polyphagous deciduous). It appears to be not threatened. EU 27 regional assessment: listed as Least Concern because it is a widespread although not common species with not very specific habitat requirements (polyphagous deciduous). It appears to be not threatened.,Stable,"This species is widely distributed in south-eastern Europe and in one instance in north-western Europe (Belgium). It is reported from Edirne (Adlbauer 1988) and Klrklareli (Malmusi and Saltini 2005) in the European part of Turkey. In Cyprus it was found on the southern and western slopes of Troodos Mountains (0-1,300 m) (C. Makris pers. comm. 2009).","There is little information available on the abundance of this species throughout the majority of its range, although it is thought to be relatively uncommon. Its exact habitat needs are unknown but it appears not to have specific needs (polyphagous in deciduous trees) so the population is suspected to be stable as this type of habitat is relatively stable across south-eastern Europe. In Cyprus it is uncommon and restricted to a few localities (C. Makris pers. comm. 2009). The population size and trend have not been quantified in the European part of Turkey.",This is an obligate saproxylic species that is polyphagous in the deadwood of broad-leaved trees. Its specific habitat requirements are unknown and it seems to occupy typical south-eastern European habitats. In Cyprus it was found mainly in maquis and garigue feeding at various flowers especially on white Umbelliferae (C. Makris pers. comm. 2009).,No information available.,No information available.,"Nardi, G., Tykarski, P., Munteanu, N., Schlaghamersky, J., Istrate, P. & Putchkov, A."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Anoplistes,halodendri,,,,,DD,,DD,,"European regional assessment: listed as Data Deficient in view of the absence of recent information on its status and ecological requirements. EU 27 regional assessment: listed as Data Deficient in view of the absence of recent information on the population size, threats and ecological requirements.",Unknown,"This species is found in Crete, in the far eastern part of Ukraine and southern Russia. It is also present in Bulgaria, Romania and Kazakhstan (Özdikmen 2008).",This species is very rare in Ukraine and there is no information about its trends. Only two specimens were collected from Ukraine (A. Putchkov pers. comm. 2009).,This is an obligate saproxylic species that lives in temperate shrubland or widely spaced forest. Very little is known about its biology.,There is no information on the threats to this species.,It is not known if the species occurs in any protected area and there is no information on the conservation measures.,"Siu Ting, K., Putchkov, A., Schlaghamersky, J., Nardi, G., Tykarski, P., Munteanu, N. & Istrate, P."
ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Aromia,moschata,,,,,LC,,LC,,"European regional assessment: listed as Least Concern in view of its wide distribution, presumed large overall population, it occurs in a number of protected areas, has a tolerance of a degree of habitat modification, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category. EU 27 regional assessment:   listed as Least Concern in view of its wide distribution, presumed large overall population, it occurs in a number of protected areas, has a tolerance of a degree of habitat modification, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",Stable,"This species is widely distributed in the Palaearctic region and occurs throughout much of Europe (Bense 1995). In Hungary it is widespread in river valleys and hilly and lower mountain areas. In Romania it is spread along the river valleys from the plains up into the hills and mountains. In Portugal it is widespread, with few records. In European Turkey it has been reported from Istanbul (Acatay 1943, Oymen 1987,  Canakcioglu 1993) and Edirne and KIrklareli (Ozay 1997).In Denmark it is distributed almost throughout the country (Thomsen 2007) and it is widespread in Finland. It is widespread in Britain, but very patchy.","A widespread species and common throughout much of its range. Population trend considered to be stable overall, although a significant decline has occurred in some areas, e.g. Britain.In Ireland it has a widespread but very fragmented distribution; best known in the south-west but with isolated populations in the north.It is widespread across much of Britain, but very localized and becoming increasingly scarce - there are more old records than current ones; the main stronghold is the low-lying area of the former Great Fen of eastern England (Twinn and Harding 1999).In Ukraine it is a common species. In Hungary the population size and trend have not been quantified, although the species is rather common on its localities (O. Merkl pers. comm. 2009). In Romania this species tends to be more frequent near riverside valley from low mountains, defiles, etc. In Germany it is widespread and not rare, occurring in all States. In Finland it is not uncommon while in Italy and Spain it is common. In the European part of Turkey the population size and trend have not been quantified.","The status of this species as a saproxylic is unclear as development begins in living woody tissues. It develops in broad-leaved trees (especially Salix, occasionally Populus, Alnus, Acer). The larvae first develop in the thick but living wood of trunks and branches, later tunnelling between living & dead tissues; it prefers young healthy growths rather than established trees (Kaufmann 1990). The life cycle is at least three years, with pupation in spring within wood. Adults overwinter in the pupal cell and emerge in VI-IX, they fly during periods of warm sunshine although rest of time spent motionless on twigs and branches in the canopy; they are attracted to flowers for nectar and are also attracted to anything sweet, including discarded wrappers of ice lollies (K.N.A. Alexander pers comm 2009). In Romania it has been observed on old Salix, also on Populus and Acer; the adult has been found resting on leaves of Typha and at white flowers of Umbelliferae. In European Turkey larvae develop in old trunks and branches of Salix; the adults are active in VI-VIII (Canakcioglu 1993). In Finland the species lives on Salix caprea. In Germany it lives mostly in Salix; it uses small diameter branches and trunks (less than five cm).Primarily a riverine and floodplain species; the larva is tolerant of submergence for many weeks. It lives in wet woodlands and waterside trees in the UK (K.N.A. Alexander pers. comm. 2009). In Hungary it lives mainly in riverine and swamp willow forests, but occurs also in deciduous forests where goat willows occurs (O. Merkl pers. comm. 2009). All records from Portugal are from riverine areas.","Clearance of waterside trees and wet woodland, as well as habitat loss due to logging of old willows, are threats to this species.","It is known from many protected sites (e.g. UK, Hungary, Romania). It is listed as Near Threatened in Germany (2009). The species is legally protected in Hungary.","Nieto, A., Dodelin, B., Campanaro, A., Mannerkoski, I. & Méndez, M."
