Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Red List Assessors
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Aeshna,mixta,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Aeshna mixta is a widespread and common species in Europe and is expanding its range northwards. It is classed as Least Concern.,Increasing,"Aeshna mixta has a wide range occurring from Europe to the north of Asia eastwards to Japan although it is absent from most of Siberia. The species is also found in the northern parts of the Maghreb. The species is common across a large part of Europe but is in Fennoscandia limited to the south of Sweden and the utmost south of Norway and Finland. It reaches its highest abundance in central Europe. In the last two decades it has been steadily expanding its range towards the north, increasing in Britain, reaching Ireland in 2000 (Nelson and Thompson 2003) and Finland in 2003 (Karjalainen 2007). In Sweden, it has been expanding 300 km towards the north in the last ten years. In Ukraine, the species is widespread and common in all the country; in the south huge migrations occur at the end of the summer.",Aeshna mixta is common and widespread in most of its range. In Central Europe it is the most common larger dragonfly in the autumn.,"The species reproduces mainly in standing, largely unshaded waters but is also found at slowly flowing waterbodies. It occurs in a wide range of waters, although seldom in acidic waters and can occur in brackish habitats. It is mainly found at larger waters with abundant riparian vegetation and large populations are found both in natural and artificial habitats.",The species is among the most common European dragonflies and is currently not threatened.,Specific conservation measures for this species are not needed.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Aeshna,subarctica,elisabethae,The nominate subspecies occurs in Northern America. In Europe and Asia A. subarctica elisabethae is found. Two types of A. subarctica elisabethae occur in Europe which mainly differ in the amount of yellow pattern in the thorax. It seems that in cooler climates the darker type prevails while in the lowland of central Europe the paler type is more common. These types can be found together and are at least partly determined by climatological circumstances and are therefore not considered to be subspecies.,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). There are no indications of a strong decline in Northeast and the north of Central Europe. There are some indications that it is declining in parts of its central European range and it is not unlikely that a rapid decline will be seen in this part of its range over the next ten years. Its Central European distribution is very small compared to its distribution in the north of Europe and a decline in this part of Europe will not impact strongly on its conservation status in Europe. The species is therefore assessed as Least Concern.,Decreasing,"Aeshna subarctica elisabethae occurs in the northern parts of Europe, Asia and North America. In Europe, the species is largely confined to the northeast. It is probably common in large parts of the north of European Russia from where its range continues to Finland, Sweden and Norway. The species is also moderately represented in the Baltic states, northern Poland and probably in northern Belarus although only a handful of records are available. Its lowland area continues from there to northern Germany, Denmark and the Netherlands. More to the south it is known from more isolated occurrences at higher altitudes in Belgium, France, southern Germany, Switzerland, Austria, Czech Republic, Slovakia, southern Poland. An isolated record is known from Bulgaria. The occurrence of this species in the Balkans was never confirmed and this record is considered to be doubtful.",Its specific habitat requirements make the species uncommon and sparse in large parts of its range. Densities at suitable sites can however be high.,"The species is confined to moors and bogs with vegetation of Sphagnum. These are most often natural waters in large moors but can also be habitats created by peat extraction. Its specific habitat requirements make that it is confined to higher altitudes in central Europe. The majority of the populations are found in bogs with floating peatmoss, which serves as larval habitat. Less often the species is found in habitats where the peatmoss is part of the bankside vegetation or is lying on the bottom.",Most populations are found in areas with relatively little human activity or in nature reserves and this species is therefore safe from large-scale habitat destruction. In areas where only small pieces of moors and peatbog still exist the ceasing of peat extractions is an increasing problem. In these places the aquatic habitats might fall dry as a result of natural succession of the vegetation. The same effect could be caused by climate change in southcentral Europe.,"In its central European lowland range, large-scale restoration of peat moors will help the long-term survival of this species in the region. In areas with isolated populations the species might be threatened by natural succession of the vegetation. The creation of pits in peat bogs may offer in these cases new reproductive habitats. In the future this species might be strongly impacted by climate change especially in central Europe. Monitoring of populations, especially those ones that are isolated is therefore advisable.","Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Aeshna,juncea,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Aeshna juncea is widespread and common in a large part of Europe and no strong decline is expected to occur. For these reasons the species is assessed as Least Concern.Isolated occurrences in central Europe and especially in the Iberian Peninsula and the Balkan are likely to be affected by Climate Change. Aeshna juncea deserves attention in these areas.,Stable,"Aeshna juncea has the largest range of all Aeshna species occurring in the northern parts of Europe, Asia and North America. In Europe it is widespread and common in the north. Towards the south it becomes scarcer and in southern central Europe it is largely confined to higher altitudes. In Ukraine it is not numerous, distributed mostly in the northwest and north. It is fairly common and widespread in the Alps and the Pyrenees but is scarce and known only from scattered localities in the mountains of the Balkans and of the Iberian Peninsula.","The species is fairly common in most of its range and often abundant when found, especially in mountain areas (alpine areas). It is rare in Iberia, but locally common in the Pyrenees.","Aeshna juncea is confined to standing, largely unshaded habitats. Throughout its range bogs seem to be the preferred habitat. The species favours cooler climates and can be found in a wider range of habitats in Scandinavia and at high altitudes (>1,000 m) in central Europe including slow flowing waters. At lower altitudes in Central Europe the vast majority of the populations is found in bogs with Sphagnum and sedges or rushes. More rarely and in lower numbers it is found in other habitats such as quarries, garden ponds, dune pools, fens or low peat areas with fields of Water Soldier. In the southwest of its range it is largely confined to nature reserves and it is found mostly in natural or semi-natural habitats.","In the past, the populations in Central and Southern Europe have decreased due to habitat destruction such as deforestation and agricultural expansion. Most southwestern populations are found in nature reserves. Nutrification had a negative impact on the species but it seems less susceptible to this than many other species occurring in bogs. The most important future threat is likely to be climate change resulting in the alteration of peat bogs. This will certainly impact the more isolated populations in South and southcentral Europe such as the populations on the Iberian Peninsula and the Balkans.","The species is safe in much of its northern and central European range. Isolated occurrences in central Europe and in the Iberian Peninsula and the Balkans require attention. Fieldwork is needed in Iberia and the Balkans in order to identify the main populations. Based on that, areas can be selected for which management plans are required. Monitoring of isolated populations is needed in order to have an early warning of the impact of climate change.","Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Aeshna,cyanea,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Aeshna cyanea is common in a large part of Europe and is found in a wide variety of habitats which are not under pressure. The species is therefore considered as being of Least Concern.,Stable,"Aeshna cyanea has a western Palaearctic distribution and almost its whole range lies within Europe. It is most abundant in central Europe. It does not occur in Ireland and is rare in Scotland. In Fennoscandia it is found in the southern thirds of Finland and Sweden and in the southern fringe of Norway. The species is expanding its range towards the north. To the east it occurs to the Ural but it is absent from most of the Siberian lowland. The species becomes scarcer to the south of Europe being absent from many of the Mediterranean islands. It is highly localised in northern Africa with only a few sites. The species is mainly confined to mountain areas in the Balkan Peninsula. In the Ukraine, it is distributed mostly in the northwest, north and centre of the country. The species is found in the mountains of north Turkey, Armenia, Georgia, Azerbaijan and the Caucasus and reaches east to the mountains of north Iran.","The species is abundant throughout most of its range and it exists frequently in large populations. Despite those large populations, adults are seen in small numbers at the waterbodies because they have a territorial behaviour.The populations are stable overall and even increasing in Fennoscandia.","Aeshna cyanea is mostly found in standing and running waters with a slow current. It has a clear preference for small and at least partly shaded waters. When it occurs at larger water bodies it shows a clear preference for those parts which are visually demarked from the main part of the water, for instance by some higher vegetation. The species needs waters where at least parts of the bottom are free of emerging vegetation. These situations can be found in pools which are still in the early stages of succession or more often in pools where leaves from nearby trees and bushes cover a part of the bottom. It is often the only dragonfly to be present in small, largely shaded forest pools often with no substrate other than leaf litter and in this situation larvae can occur in very high densities. In Central Europe it is also one of the most common dragonflies at garden ponds. The species is able to resist weeks of desiccation.Adult males are highly territorial and often only a small fraction of the actual adult population is found at the waterside. For this reason many adults are found in nearby forest were they often hunt low by the ground in the shade of trees or bushes.",The species is common in most of its range and occurs in habitats that are not threatened in any way.,No specific measures are needed.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Brachytron,pratense,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). After a decline in the 1980s and 1990s B. pratense is showing an increase within its western European range since the 1990s. The species is fairly common and widespread in some areas with no known major threats. It is therefore assessed as Least Concern.,Stable,"Brachytron pratense is largely confined to Europe. It is absent from North Africa and occurs east to the Ural but does not reach Siberia. The only occurrences outside Europe are found in Turkey, Iran, Azerbaijan, and Georgia where the species occurs over a wide area but is generally rare. The main range of the species is found in Central Europe. In the north it occurs to the south of Scandinavia and Finland. In Southern Europe it becomes rare being largely absent from the Iberian Peninsula and the hottest and dryest parts of Italy and the Balkan Peninsula. It is present in most of Ukraine.","The species is common and abundant throughout most of its range. In south Europe many populations are small and isolated. It can occur in low numbers but it can be fairly abundant at its breeding localities.The species declined in large parts of western Europe in the 1970s and 1980s. Since the 1990s the species seems to be recovering there and it has, at least regionally, shown a strong increase. A decline is expected to take place in the south of Europe, were the species is much more rare and often occurs in isolated population.","Most populations are found at standing or slow-flowing waters and it is in these habitats that it reaches its highest numbers. The species is also found close to the shore of the Baltic Sea. The species needs abundant vegetation and is most often found at sites with reed (Phragmites), bulrush (Typha), bur-reed (Sparganium), club-rush (Schoenoplectus) and in some parts of its range in vegetations of Water Soldier (Stratiotes aloides). Suitable vegetation can be found in lakes, pools, oxbows, canals, marshes, (fish)ponds and less often in bogs, dune ponds and ponds in parks.",In the 1970s and 1980s the species declined in large parts of western Europe due to poor water management and nitrification. The impact of these threats is declining. Another threat to the species is the introduction of grass carps which often leads to the destruction of the aquatic and bankside vegetation. In South Europe the species is likely to be threatened by climate change and locally by poor water management.,"The species is safe in most of its Central European range. The species is much more rare in the south of its range and here isolated populations deserve attention. For populations on the Iberian Peninsula, in Italy and the countries of the Balkans fieldwork is needed to retrieve information on the distribution and the conservation status of populations. Monitoring is needed in order to gather information on the impact of climate change.","Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Caliaeschna,microstigma,,,,,NT,,NT,,"European regional assessment: Near threatened (NT). EU 27 regional assessment: Near threatened (NT). C. microstigma is still fairly common in the southern parts of the Balkan Peninsula but is rare further north. The species inhabits fast-flowing and shaded waters, a habitat type threatened by water captures, droughts, development of tourism, human settlements and climate change. As a result of this it is likely that the species is showing a continuing decline in its European range. This decline will however probably be less than 30% in a period of ten years. For these reasons the species is assessed as Near Threatened.",Decreasing,"Caliaeschna microstigma is a largely Southwest Asian species which occurs as far east as Afghanistan. The species occurs in the Caucasus but from there it does not reach into Europe. Its European range is limited to Cyprus, Greece and its islands and the Balkan Peninsula (Boudot et al. 2009). It is widespread in Bulgaria but does not reach Romania. Along the Adriatic it is found as far north as Croatia. In addition to this there are some old records from the Neretva river in Bosnia and Herzegovina.",The species is often fairly abundant when found.,Caliaeschna microstigma occurs in stony brooks and small rivers which are at least partly shaded. The habitats are fast running with sections of stiller water where the larvae are present (Breuer and Douma-Petridou 2000). The species is mostly found in hilly or mountainous regions but most European populations are found below 500 m.,Habitat destruction due to building activities or more intensive agricultural use of areas are important threats. Removal of trees or forest on the banks of brooks and rivers will lead to local extinction of the species. In the future the increased demand for water and the increase of prolonged dry periods due to climate change will be the main threat.,The countries in Southeast Europe should map the distribution of the species and assess the percentage of populations found in protected areas. Based on this it must be judged if additional protected areas are needed. Legislation for the use of water from brooks needs to be made or further implemented in many of those countries. Monitoring is needed to better understand the ecology of this species and the impact of conservation management.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Lestes,barbarus,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Lestes barbarus is a widespread and fairly common species throughout its European range. The species tends to expand to the north. It is considered Least Concern on the European scale.,Stable,"Lestes barbarus ranges from the Maghreb to the northwest of India, Mongolia and the south of Siberia. To the north it extends over southern, western and central Europe. It is a strong wanderer that shows more isolated and sometimes short-lived populations up to southeast England (since 2002) and north to Lithuania. In the northern half of Europe, it may be absent for many years and then it is capable of suddenly establishing large colonies that may persist for some years. It shows a northern expansion since the mid 1990s.",Lestes barbarus is widespread and fairly common in the main part of its range.,"Lestes barbarus inhabits sunny standing waters. The species favours temporary water conditions, which are typical of sites that dry out early in summer, such as dune and meadow pools, shallow depressions and delta brackish hydrosystems. The eggs are inserted in the vegetation from spring to autumn but usually hatch after winter, when the temporary pools are filled. Then the larval period is very short (1-2 months) so that the reproductive cycle completes before habitat desiccation. This is a perfect adaptation to the Mediterranean and related climates, where the rain season is restricted from autumn to early spring.",This species does not face major threats at present at European level. Destruction of habitat by agriculture and tourism infrastructure is a general threat all along the Mediterranean coast.,"The species is naturally fluctuating in relation to the prevailing weather conditions and this is not the sign of a true decline. Therefore, no conservation measures are needed.","Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Lestes,sponsa,,,,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Lestes sponsa is widespread and common in Europe and no significant decline has been recorded on the European scale. However, a decrease is presently observed in several parts of western Europe, so that a careful monitoring of this species should be recommended in the future in this part of its range. The species is assessed as Least Concern.",Stable,"Lestes sponsa ranges from western Europe to Japan and is very common across almost the whole of Europe. The southern border of its range extends from northern Spain to the central Balkans. In the British Isles, it was found to have expanded its range upon about 140 km to the north since 1970, that was attributed to global warming. Its northern limit goes presently from northern Scotland to the north of the Bothnian Bay and north Russia.","This species is widespread, represented by large populations, and is one of the most common damselflies. A decline has been observed in some western areas (e.g. northwestern Germany, Luxembourg, Belgium).","This species inhabits a wide range of standing waters with emergent vegetation. It may also be numerous at newly created shallow localities, but it is not specifically a pioneer species. The eggs are inserted in the vegetation from spring to end summer but hatch usually after winter.",The species is not threatened on the European scale.,No conservation measures are needed.,"Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Lestes,macrostigma,,,,,VU,"B2ab(ii)c(ii,iii,iv)",EN,"B2ab(ii)c(ii,iii,iv)","European regional assessment: Vulnerable (VU). EU 27 regional assessment: Endangered (EN). Lestes macrostigma exhibits a fragmented distribution in Europe and shows strong variations in population density between successive years. It is generally rare and unstable, although it has several flourishing localities in the Ukraine and Great Hungarian Plain and the related East Austrian lowlands. Climate change and change in management practices may impact the species. In Europe its area of occupancy (AOO) is less than 2,000 km², although in EU27 its current AOO is certainly less than 500 km². The species meets the Vulnerable category in Europe (and Endangered in EU27) because of its small AOO, extreme annual fluctuations and a continuous decline in the quality of its habitat.",Decreasing,"Lestes macrostigma ranges from West Europe to Mongolia. It has a scattered distribution and shows strong fluctuations in numbers from year to year. It occurs mostly in coastal areas and in the Central European Pannonian Basin (Hungary and eastern Austria, Neusiedlersee area).","Lestes macrostigma shows strong fluctuations from year to year. Flourishing and fairly stable popluations are known from the south of France, east Austria and Hungary. Although the Neusiedlersee area is rather well protected, only 23 Hungarian 10X10 km UTM squares out of a total of 44 have been recorded from 1960 onwards (Devai 1994), so that it is probable that the species experienced a decrease in this country during the 20th century.","Lestes macrostigma is mostly confined to shallow brackish waters with rushes, sedges and Salicornia spp. in coastal wetlands. It is also known from inland basins with low rainfall and strong evaporation favouring continental brackish waters (Central and Eastern Europe with a continental climate). Some populations from Corsica were claimed to reproduce in fresh waters, but this should be confirmed through chemical analysis.","The species has a very scattered range and shows isolated populations. The main threat is the conversion of natural brackish ponds into commercial salt exploitations. Besides, the natural instability of this species is an intrinsic threat.","In some localities, water regime is managed for salt production, that may eliminate the species, therefore these activities should be regulated. Prevention of development in coastal areas for tourism and industry and protected areas should be established.","Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Lestes,virens,,"Two subspecies are currently recognized, namely Lestes v. virens (Charpentier, 1825) in the west Mediterranean area, and L. virens vestalis Rambur, 1842 in the rest of Europe. The distinction of these two spp. is sometimes not possible in parts of France. The precise identity of the Anatolian member of L. virens is still unclear. This species is assessed without any subspecies distinction.",,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Lestes virens is widespread throughout Europe, with no evidence of decline. Although some decrease may be expected in the south of its range in the future due to climate change, the populations are expanding in the north. The species is assessed as Least Concern.",Stable,Lestes virens ranges from west France and Iberia to Asia. Its northern limit includes the south of Sweden and the Baltic States.,"This species is generally widespread and locally abundant, although locally it is rare in some European provinces. It has been expanding its range to the north in the last decade.","Lestes virens is found in a variety of standing waters, either seasonal or permanent e.g. lakes, ponds, marshes and acid peat bogs. The eggs are inserted in the vegetation from late spring to autumn but hatch usually after winter, when all water bodies are filled. Then the larval period is short (2-3 months), so that the reproductive cycle completes before habitat desiccation. This allows the species to successfully colonize temporary pools.","The species is not threatened on the European scale but locally it may be eradicated from fish ponds if they are maintained too intensively. As any other Lestes, it is very sensitive to fish predation, so that it maintains high populations only in water bodies with microhabitats preserved from fish access. On a local scale, the species can be sensitive to agricultural land and water pollution.Climate change is causing the decline of some west Mediterranean populations (strong rainfall deficit in autumn and winter will give dry pools in spring, so that larvae will not develop) but leads to more favourable habitat situations in northern Europe at the same time.",The species does not need specific conservation measures on the European scale.,"Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Lestes,parvidens,,"Until recently Lestes parvidens was considered a subspecies of Lestes viridis. Both L. viridis and L. parvidens should be placed in a separate genus, Chalcolestes Kennedy, 1920, on the background of genetical analysis (Dumont, pers. comm.).",,,LC,,DD,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Data Deficient (DD). The species is common and widespread in large parts of Southeast Europe and is assessed Least Concern at European level. Its range in Italy and the Balkans is not precisely known and more research is needed. The species is considered DD for EU27.,Unknown,"The exact range of Lestes parvidens is not precisely known because of its similarity with L. viridis and its former inclusion in the latter as a subspecies. All older literature data from the Balkans referred to L. viridis, but Olias et al. (2007) showed that a large part of these records pertain to L. parvidens. Lestes parvidens ranges from Corsica, Italy to southern Ukraine, the Balkans, Asia Minor, and the Levant. Lestes parvidens and L. viridis overlap in large parts of Italy and the Balkans and their precise distribution in this area is not yet clear.","Due to the long-lasting confusion between Lestes parvidens and L. viridis, the respective distribution of these two taxa is not precisely known in the Balkans and the characteristics of their populations can not be assessed. In the Ukraine, it is quite common in large river deltas. The size and trend of the Italian populations is unknown.",Lestes parvidens shows the same biology and ecology as L. viridis and reproduces both in standing and slow-flowing waters surrounded by trees and bushes with soft bark and wood. The eggs are inserted in these bushes and trees from spring to autumn but hatch usually after winter.,Drying up of rivers and standing waters due to over-irrigation and increased drought periods as a result of climate change is the main threat to this species.,Water extraction for agriculture and urban use must be controlled.,"Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Lestes,dryas,,,,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Lestes dryas is widespread throughout most of Europe and there is no sign of decline, so it is assessed as Least Concern on the European scale.",Stable,Lestes dryas is an holarctic species which inhabits mostly the northern part of Eurasia and America. It is widespread in Europe although it became more scattered in the Mediterranean area. The species also occurs in North Africa as a last glacial relict.,"In the west of its range, Lestes dryas is common mostly in the mountainous areas. It is more regularly found at any altitude in the centre and the east of Europe.","Lestes dryas is a specialist of temporary water conditions, including waterbodies that typically dry out in the course of summer or have shallow borders providing warm micro-habitats for the larvae. These conditions can also occur at the margins of permanent waterbodies. Sites usually have dense growth of rushes and sedges. The eggs are inserted in the vegetation from spring or summer to autumn but hatch usually after winter, a period where the temporary pools are filled. Then the larval period is very short (6-10 weeks) so that the reproductive cycle completes before habitat desiccation.",This species is not threatened on the European scale.,"No special measures are required, as the species is widespread.","Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Lestes,viridis,,"Until ten years ago L. parvidens was considered a subspecies of L. viridis, but there is now a wide consensus that both taxa should be considered separate species. Both L. viridis and L. parvidens should be placed in a separate genus, Chalcolestes Kennedy, 1920, on the background of genetical analysis (Dumont, pers. comm.).",,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Lestes viridis is widespread and common in Europe. It is assessed as Least Concern.,Stable,"Lestes viridis ranges from western and Central Europe to the Maghreb. A slight range expansion towards Denmark and northeastern Poland has been observed. The species is common in its European range, although its status in the Balkans and eastern Europe is still unclear due to confusion between this taxon and L. parvidens.","Lestes viridis is widespread and fairly common over a wide range of habitats, occurring in large populations.","Lestes viridis reproduces in any kind of standing and slow-flowing water with bordering trees or bushes with soft bark and wood. The species has a strong dependence on this kind of vegetation as it is needed for egg laying and its reproductive ecology. Unlike other Lestes, it does not occur in ephemeral conditions (for example, shallows, drying-out pans), although its biology would allow it to reproduce in temporary habitat.",The species is presently not threatened on the European scale.,No conservation measures are presently required.,"Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Sympecma,fusca,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Sympecma fusca is a wide-ranging and abundant species showing no indications of decline. The species is assessed as Least Concern.,Stable,Sympecma fusca is largely confined to the Western Palaearctic and more than half of its area of distribution lies in Europe. The species is widespread and regionally common in southern and central Europe. S. fusca is expanding its range northwards in the Netherlands and Sweden since the 1990s. The species is almost absent from European Russia. Its distribution in Belarus is poorly known.,The species is generally common in its range and is often abundant. In some countries such as Hungary it is one of the most common damselflies.,"Sympecma fusca occurs at standing or slow-flowing waters with abundant vegetation and the presence of dead, floating plants in spring. The latter must have a soft tissue as they are used for oviposition. A wide variety of habitats are used, such as bogs, marshes, large lakes and gravel pits. The species mates and lays eggs in early spring, emerges in summer and hibernates as adult. This has consequences for the preferred habitat. The habitat needs to have a warm local climate allowing the adult to be active already in the period from February to April. Larvae need to develop fast in a period of only several weeks to three months and thus need relatively warm water with a high abundance of prey allowing a fast growth. After emergence the adults need place to feed after which they disperse to their wintering site. The wintering site is often at several kilometres distance from the reproduction site. Wintering often takes place in dead herbs or grasses of half a meter to a meter high near or in open forest.","For unclear reasons the species showed a decline in at least the northwestern part of its range in the 1960s and 1970s. In the 1980s the species had become rare in large parts of Central and western Europe and was deemed threatened on several national Red Lists such as those of Germany, The Netherlands and Belgium. Since then, the species has shown a strong increase and presently it is not believed to be under threat in any of the European states. At the moment there are no threats which are specifically impacting on this species.",Currently no specific actions are needed.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Sympecma,paedisca,,"This species is known under different names, which were, until recently, frequently used. Jödicke (1997) showed that the name S. paedisca has priority over the names annulata, braueri and striata. The latter three names are still sometimes used for subspecies occurring in the southeast of its range. These subspecies are largely based on the reduced dark pattern on the thorax. This character is however merely correlated with the hot climate of Central Asia where specimens become gradually paler over a large area. Due to this it is not possible to distinguish clearly definable subspecies and the subspecies should be considered invalid.",,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Sympecma paedisca is not common in a large part of East Europe and there are no indications for a decline. In the Netherlands and northern Germany, the species has declined severely in the 20th century, this decline has however largely ceased and locally the species is increasing again. In the Alps, the species has declined and is probably still declining. Without measurements taken in this region it is likely the species will be lost from some parts of this area. The species is assessed as Least Concern but conservation measures are needed in the west of its range to prevent local extinction.",Decreasing,"Sympecma paedisca has a huge range occurring from western Europe to Japan. Most of its range lies in the temperate zone and the species is largely lacking from the boreal region. In Europe the species is rather common and widespread in the northeast only. This area includes northern and eastern Poland, the Baltic States, Belarus, northern Ukraine and Russia. In western Europe, it is limited to a small band running from the Netherlands across northern Germany. The species has a relict distribution in the Alps (in Italy in Piedmont region) and the mountains in the west of the Czech Republic. Sympecma paedisca went through a severe decline in both western Europe and the Alps. Recently it is increasing in the Netherlands, Germany and expanding its range in Finland and probably Sweden.","Sympecma paedisca is widespread and often common in parts of eastern Europe. In the west of its range, it is scarce and localised. The localities where it occurs are, however, often formed by large systems such as lakes or large fenlands. Due to this fact, most populations are relatively large and not seldom the species is found in high numbers.","Sympecma paedisca is found in a remarkably wide variety of habitats. In Europe, it occurs in mesotrophic to moderately eutrophic standing, or seldom slowly flowing, waters. These range from large lakes, fenlands, peat bogs to gravel pits. The habitat always has an abundant bank side and aquatic vegetation. As in S. fusca, the adults hibernate during winter and mate and lay eggs in early spring. Emergence of the larva takes place in the second half of the summer after which most adults leave the vicinity of the reproduction site to hibernate at localities often at several kilometres distance of their larval habitat. Different habitat types can be suitable for wintering as long as there is a vegetation of knee-high herbs or grasses on several sides bordered by higher bushes or trees. The low vegetation is used in autumn for foraging and as hideout in winter whereas the surrounding higher vegetation provides shelter from the wind. In the Netherlands it was noted that the adults prefer relatively dry conditions during winter probably as moisture increases the chances on fungus diseases.","There are no threats known in eastern Europe. As for many dragonflies, habitat destruction played a major role in its decline in West Europe during most of the 20th century. The degradation of habitat quality seems to have become the key factor in its decline in the last decades. Eutrophication resulting in a decrease of the quality and quantity of aquatic and floating vegetation played a role in large parts of West Europe. In the Netherlands and in northern Germany, the abandonment of traditional management might have been a key factor. The ceasing of the extraction of peat and the decrease in land area where reed is mowed, resulted in a dramatic drop of the amount of aquatic and floating vegetation and the increase of woodland in traditionally more open fenland (Ketelaar et al. 2007). At least in the Netherlands the extraction of peat in order to restore the amount of aquatic and floating vegetation resulted in a subsequent increase of S. paedisca.","This species is included on the EU Habitats Directive Annex IV and for this reason it is likely that for many reproduction sites management plans will be made in the near future. Especially for isolated occurrences as found in West Europe and the Alps management plans are needed. In Italy, the distribution of the species is poorly known making it presently impossible for this country to give this species the protection required according the EU legislation. The habitats used by S. paedisca in West Europe for reproduction are almost always of high biodiversity value and often these habitats have a very rich dragonfly fauna. The species is therefore a strong indicator of habitat quality.","Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,PLATYCNEMIDIDAE,Platycnemis,latipes,,,Yes,Yes,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Platycnemis latipes is assessed as Least Concern on the European scale due to its abundance.,Stable,"Platycnemis latipes is an Atlanto West Mediterranean endemic which is known from Iberia and France only, where it is generally common.",The species is common and occurs often in large populations.,Platycnemis latipes occurs mainly in low to moderately fast running waters in lowlands and hilly areas. It is rarely met in standing waters.,The species is common and is not threatened in spite of its restricted range.,No specific measures are needed for this species.,"Boudot, J.-P."
