Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Otala,lactea,"Otala lactea and O. punctata are the two Otala species living in European western Mediterranean. They have similar shells and reproductive systems, and are not always easy to differentiate. According to Schmidt (1855) (in Puente, 1994) the peristome and aperture of O. lactea #have a more intense and extended black colouration than in O. punctata; this is the only shell feature useful to #distinguish #them. #Prieto (1986) added another character that can help to identify both species, but probably no always (i.e. O. lactea has a smaller size, a more reflected peristome and a more developed columelar edge tooth). At the level of the reproductive system, O. lactea shows a longer comparative #length #of flagellum in comparison with penis-epiphallus complex and also a longer free oviduct than O. punctata, which could help differentiating them (Prieto 1986, Arrébola 1995). There are two subspecies of Otala lactea living in the Iberian Peninsula: #O. l. lactea #(Müller, 1774) and O. l. murcica (Rossmässler, 1854) that can be identified through the more developed and reflected peristome of O. l. murcica and their different #ranges (Gasull 1975; Ruiz, Cárcaba, Porras and Arrébola 2006).",,,LC,,LC,,"Otala lactea is an abundant and widely distributed species that is well adapted to the pressures related to human activities. It is listed as Least Concern (LC) at the European, EU 27 and Mediterranean level. However, the long-term uncontrolled over-harvesting appears to be impacting the populations and reducing its presence in the wild. Due to the increasing demand of the food markets for this animal, # it is important to establish sustainable management plans that include monitoring of populations and their habitats to ensure that # this species remains Least Concern # in the future, as well as an important economic and natural resource for the citizens.",Unknown,"This species occurs in the western part of the Mediterranean: in the southern half of the Iberian Peninsula, Morocco, Algeria, Balearic and Canary Islands, Malta and Corsica. Its is introduced in the Azores, Madeira and the south-east of the USA (Puente 1994). Due to its popularity as a food source it has been introduced to many areas.","There are no population data available for this species. However, based on general observations, the species appears to be found in great numbers and high densities.","This species can be found in a great variety of habitats, usually in sunny and dry places (rocky areas, gardens, walls, ruins, wasteland, orchards, mountains, Mediterranean crops, shrubs, bushes...) (Puente 1994). It is well adapted to live in biotopes under human influence. Life history and population studies have been conducted in two places in Andalusia during the last years, as part of the #""Conservation and Sustainable Use of Andalusian Snails Program"" promoted by the Andalusian Regional Ministry of Environment (Junta de Andalucía) (Arrébola et al. unpublished reports).","The main threat against #O. lactea is the unregulated over-harvesting as a long-standing tradition, causing important impact on the population. Other threats are the increase in agriculture, habitat degradation, due to pollution and general human activities, and fires.","O. lactea represents a true traditional, natural and economic resource to rural populations, and its demand is growing year after year. #Unfortunately, the impact caused by uncontrolled and excessive harvesting, accumulated over a long period, as well as other pressures related to human activities, have led to a reduction of the snail’s population, according to the people that used to harvest them. In our opinion, it is urgent to manage this species like the natural and economic resource that it represents, by establishing appropriate periods and catch sizes, investigating the aspects of the species and its population that are still unknown and promoting the heliciculture. Knowing the personal motivations, politic and social context and the local interest in relation with the species would be useful in order to raise awareness and to involve citizens and public authorities in the management of this resource (Reynolds, Mace, Redford and Robinson 2001)","Otala lactea is the second most consumed terrestrial snail of Andalusia after T. #pisana. #Unlike the #latter, whose consumption is limited to the spring and summer, it is consumed throughout the year as ""tapas"" or ""raciones"" prepared with different sauces that generally contain tomatoes as the main component. #There is a long tradition in both the harvesting and consumption of O. #lactea # in Andalusia. #However, in the last decades, the growing demand has led to the import of this species, mainly from Morocco, or even of other similar species, such as Iberus marmoratus (Arrébola and Alvarez 2001).","Arrébola, J."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Theba,pisana,"T. pisana was previously known as Helix pasana but was renamed by Muller (Deisler and Stange 2001). It has many different common names, however, the White Garden Snail is primarily used in the literature. There is a subspecies, Theba pisana arietina (Rossmässler, 1846), which is restricted to parts of Spain and Portugal.",,,LC,,LC,,"T. pisana is widely distributed and does not face any major threats in Europe. It is invasive in several parts of the world and it has in the past been subjected to threats of biological control and eradication, therefore, fluctuations in population may have occurred (but there are no figures in the literature to illustrate this). This species is listed as Least Concern (LC) at the European level and at the level of the 27 member States of the European Union, due to wide distribution and abundance, however, it is also necessary to research population trends.",Stable,"T. pisana is native in southwestern England and Wales, Ireland (Gittenberger and Ripken 1987), western France, Switzerland, Morocco and the Mediterranean countries of Europe and Africa. Its habitat in Europe is near the coasts. # In Ireland, it is known since the nineteenth century from a small number of sites on the   coasts of Louth, Meath and Dublin between Clogher Head and Rush.  More  recently, three colonies have been found in West Cork, at   Garrettstown/White Strand, Ownahinchy Strand and Inchydoney Island.  It  has also spread from its north Dublin  sites to the North Bull sands in  the city of Dublin (Byrne et al. 2009).It has been introduced into the Atlantic islands, South Africa, Somaliland, and western Australia. This snail was first noticed in North America in La Jolla, San Diego County, California, in 1914. It soon spread to several locations in Orange and Los Angeles Counties, but apparently was eradicated there by 1940. It was reported by Mead in 1971 that a second infestation in Los Angeles County occurred in 1966 which was declared eradicated in 1972. The snails were found and identified in August 1985 in San Diego, California, at several localities in about a 10 square mile area. In 1966, Hanna stated that T. pisana has been introduced into several eastern localities in the United States. There are no published records for North American populations outside of California. Theba pisana is also present in Bermuda but has never been recorded from Florida (Deisler and Stange 2001).Currently, T. pisana is widely distributed in the semi-arid coastal fynbos region of the South Western Cape, and has been recorded as far east as Port Elizabeth, although it has not been successful in establishing viable populations in the Eastern Cape beyond East London (Odendaal et al. 2008).","T. pisana is known to be in great density of the populations in California (reports of up to 3000 snails per tree, Deisler and Stange 2001). There are no published records outside of California, but the population is thought to be stable. The largest colony on the British Isles occurs in Tenby, Wales.","Theba pisana is a terrestrial gastropod, known for its polymorphism in shell banding and its ability to aestivate in the open, mainly during the dry season (Hazel and Johnson 1990). Estimates of variance of dispersal over 100 days suggest that T. pisana is generally sedentary when compared with the few other snail species for which comparable information is available. #In Southern Austrailia, T. pisana feeds on a variety of agricultural plants and uses the stalks of cereals as aestivating sites. It is abundant in introduced colonies occurring along the coastal sand dunes in Southern Western Australia (Hazel and Johnson 1990). In Israel and South Africa, the species is observed to feed and cause damage to ornamental flowers, vegetables, citrus, almond, olive and grapevines (Baker 1988). In Spain, it is found to swarm in the gardens, feeding mostly on the Aloe (Agave americana) and the Prickly Pear (Opuntia dillenii) near the sea level, and is never found more than 100 feet above it (Gittenberger and Ripken 1987).In Ireland, Theba pisana is confined to coastal dunes in relatively frost-free localities It has a predilection for climbing dead vegetation or walls during dry  periods and remaining cemented in position for long periods by a copious  chalky secretion used to block the shell opening and reduce water loss (Byrne et al. 2009).","Past threats to this species include the combined use of poison sprays, poison baits, burning, and hand-picking in California due to the high levels of species infestation and the invasive nature of the species on others. Campaigns to lower numbers of # T. pisana were invariably long and costly due, in part, to the way in which this snail hides itself for long periods by climbing up, on, and into bushes, trees, and man-made objects. Any control program would require the use of metaldehyde baits or bran-calcium in conjunction with detailed surveys of the ground, plantings, and structures within the infected areas (Deisler and Stange 2001). However, in Europe, there are no major threats to this species.",There are no conservation measures for this species.,T. pisana is generally consumed in southern Spain and Portugal .,"Seddon, M. Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Theba,geminata,"This is most probably a species complex, which urgently needs scientific research (Greve et al. 2010). The complex is known from almost all islands within the Canary Island group.",Yes,Yes,DD,,DD,,"This is most probably a species complex, which urgently needs scientific research (Greve et al. 2010). For this reasons it is impossible to assess any conservation status, the complex is thus listed as Data Deficient (DD).",Stable,"T. geminata is a common species-complex on the Canary Islands. On Lanzarote, at least two species exist under that taxon name, one of them is yet undescribed and also occurs on Furteventura and on Tenerife (Greve et al. 2010: Theba sp. 1) and further research will lead most probably to further species within that complex. At least three additional undescribed species are known to La Gomera and to Lanzarote and another three new species to Fuerteventura (Greve at al. 2010). # Distribution maps for the complex are given in Alonso et al. (1990), and Ibanez and Alonso (2001). Individuals have been taken from the following specific locations on the Canary Islands, these were recorded in 1987 (Gittenberger and Ripken 1987):Lanzarote: # Isla Graciosa, Orzola, Jameos dei Agua, Haría, los Valles, Bajamar (Tías), Playa de Famara, El Mojón, Montana de las Nuevas, Castillo de Guanapay, Tinajo, Tiagua, Teguise, Mozaga, Mozaga, Yaiza, Playa de Janubio, Playa Blanca, Playa Blanca, Punta dei Papagayo, Isla de Lobos. Fuerteventura: Corallejo, La Oliva, Montaria Muda, Playa dei Matorral, Los Molinos, Betancuria, Vega dei Rio de Palmas, Barranco Morra Fénduca, Toto, Cortijo de Chilegua, Playa de Ugán, Gran Tarajal, Istmo de la Pared, Morro Jable, Cofete, Punta de Gandia. #Tenerife: Bajamar Buenavista, Los Silos, La Palma, Gomera, Hierro: Sabinosa (to be confirmed).",The size and trend within the subpopulations are supposed to be stable.,This species lives in the dry temperate shrub vegetation (Piso basal).,"Theba geminata has been seen to be predated on by feral cats (Medina et al. 2008) but whether this has a significant effect on the population will have to be researched further due to no data.Once the species complex is unravelled taxonomically it may turn out that single species have very small distribution areas. These might then be affected by urbanization, agriculture – especially goats – tourist industry, road construction, etc.",There are no conservation actions. More research is needed on the taxonomy of this species-complex and on the exact distribution and population.,This species is not used.,"Groh, K. Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Pseudotachea,litturata,,,,NT,,NT,,"Pseudotachea litturata is considered a Near Threatened species, as it has a relatively small extent of occurrence (EOO = 3907 km2) and area of occupancy # (AOO = 1500 km2), but it is known from more than 10 locations, its population appears to be stable, the species is relatively adapted to human-influenced habitats and part of its distribution is in natural protected areas. Nevertheless, it is a species with the  basic features required by Andalusian land snails consumers and indeed  small harvest level have been reported. So, more studies will be needed to ensure that the species can sustain the level of harvest and to monitor its population trends and its habitat.",Stable,"Pseudotachea litturata occurs in the south of Spain: it is distributed throughout much of Cádiz and the western part of Málaga, being both Andalusian provinces. It is also known in the north of Morocco (from Tanger to Rif and Marrackech) (Puente 1994, Arrébola 1995).","There are no population data available for this species. However, based on general observations, the species appears to be found in great numbers and high densities.","This species colonizes bushes and brushes preferably in natural sites or areas not heavily influenced by human activities, both in generally calcareous soils. However, it can also be found in more human-modified places and there is not clear relationship between the land uses and its presence (Arrébola 1995).","The major threats to this species is the destruction of its habitat by urban development and/or agricultural activities. However, it seems to be able to cope with a certain level of human influence.","It would be recommended to conduct first biological studies and population estimates, as well as species and habitat monitoring. #Much of its range is part of natural protected sites (Los Alcornocales Natural Park). #This species is included in the ""Conservation and Sustainable Use of Andalusian Snails Program""  #promoted by the Andalusian Regional Ministry of Environment (Junta de Andalucía).","This species is only occasionally harvested for food purposes, as it is sometimes confused with other more valued species","Arrébola, J."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Pseudotachea,splendida,,Yes,,LC,,LC,,This species is relatively widespread and is common where it occurs.  There are no major  threats. It is therefore listed as Least Concern  (LC).This species has also been assessed at the regional level:European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC) at the level of the 27 member States of the European Union,Stable,"This widespread species is present on the eastern coast of Spain, including Mallorca, Andorra and the Mediterranean coast of France, including Corsica.",This species is common and the population trend is thought to be stable,"This species occurs in a wide range of habitats, mainly in Mediterranean shrubland.",There are no major threats.,There are no conservation measures.,This species is not used.,"Gargominy, O."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Assyriella,bellardii,,Yes,Yes,DD,,DD,,"This species is endemic to Cyprus. Recent studies on the population status of the species, as well as its habitat and ecology, are lacking. #This species is listed as Data Deficient. #More research is needed on the population and on the threats.",Unknown,"The species is endemic to Cyprus, reported from Kyrenia mountain range in the north part of the island (Schütt and Subai 1996).",There is no available information regarding the population trend of the species. #,"This species is found in limestone areas, in rock crevices.",The available #information #from the occupied part of Cyprus is quite limited and the major threat to this species are unknown.,There is no current conservation action regarding the species. More research is needed on the population and on the threats. #,This species is not used or traded.,"Triantis, K. Vardinoyannis, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Assyriella,rechingeri,,Yes,Yes,CR,B1ab(iii)+2ab(iii),CR,B1ab(iii)+2ab(iii),"The species is known from subfossilised shells from #mountain Kali Limni in #Karpathos #Island #and it is likely to be still alive (Vardinoyannis 1994). If alive, its population will certainly be small and thus, any modification of its #environment #can rapidly lead to the extinction of the species in the wild. #Grazing and fire are the most important threats in the species' area of of distribution, leading to soil erosion. Moreover there is an increase of tourism in the area. #The extent of occurrence (EOO) and the area of occupancy (AOO) are of the species small, the number of locations restricted and it seems that there is a #Continuing decline in  #(i) the extent of occurrence; (ii) area of occupancy; (iii) the quality of habitat; (iv) number of locations and (v) the number of mature individuals. Thus, the species is assigned  #to the Critically #Endangered (CR) B1ab(iii)+2ab(iii) category.",Unknown,The species is known from subfossilised shells from mountain Kali Limni in Karpathos Island and it is likely to be still alive (Vardinoyannis 1994). #,"The species is known only from subfossilised shells from #mountain Kali Limni in #Karpathos #Island #and it is likely to be still alive (Vardinoyannis 1994). Hence, the population of the species must be #considered #significantly small.","The species is known from the #mountain Kali Limni in #Karpathos #Island, in rock crevices #(Vardinoyannis 1994). This is a large species (15.5 - 21 x 31 - 38 mm).","The species known only from sub-fossilised shells, has certainly a small population, if any. Hence, any modification of its #environment #can rapidly lead to the extinction of the species in the wild. Grazing and fire are the most important threats in the species' area of of distribution, leading to soil erosion. Moreover there is an increase  of tourism in the area.","This species is listed in the Greek Red Data Book as Vulnerable (Legakis and Maraghou 2009). #Also, the area where it is distributed belongs to the Natura 2000 Site (GR4210002). More research is needed on the population of this species, in order to find living specimen.",This species is not used or traded.,"Vardinoyannis, K. Triantis, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,dormitoris,,Yes,,LC,,NE,,"This species lives within a relatively wide range and there are more than 15 known subpopulations. There is no reason to suppose that the area of occupancy (AOO), extent of occurrence (EOO), number of locations, number of subpopulations or the number of mature individuals are declining or extremely fluctuating and it is likely that further subpopulations will be found in the future. Therefore, it  is assessed as Least Concern (LC).This species has also been assessed at the regional level as:European regional assessment: # Least Concern (LC).",Stable,"This species is distributed in Bosnia-Hercegovina, Serbia, Kosovo, Montenegro, Albania and Macedonia. Some distribution records are given by Urbanski (1970) indicating that this species is relatively frequent within its range. According to Dhora and Welter-Schultes (1996) it is doubtful if the range extends to South Albania (Tomor Mountains) as well.    The species is far from being well studied and new locations might be discovered in the future. There is no reason to suppose that the area of occupancy (AOO), extent of occurrence (EOO), or the number of locations are declining or extremely fluctuating.","Within its relatively large range, this species does not seem to be rare, therefore there is no reason to suppose that the number of subpopulations or the number of mature individuals are declining or extremely fluctuating.","This species occurs in different habitat types, such as in rocky habitats (rocky grasslands, rocky shrublands and forests) as well as in streamside vegetation (tallgrass or gallery forests).","This species does not seem to be very sensitive to ongoing ecosystem modification or other  realistic threats, such as residential and commercial development. Local subpopulations might be threatened by the  complete or severe destruction of the vegetation (deforestation followed  by erosion, fire, etc.). Considering the large area of extent of occurrence (EOO) and the fact that  various habitat types are preferred by this species, local activities  do not affect the whole population.",This species is protected in Montenegro. At least a part of the known subpopulations occur within protected areas (e.g. Durmitor National Park in Montenegro).Due to the large and stable population there are no further conservation actions currently required for this species.,"There is no information if this species is utilized as food in significant quantities, like other larger bodied Helix species.","Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,pomacella,"The species resembles Helix figulina, according to www.animalbase.org it is more globulous than Helix figulina, the aperture is more circular, and the margin more reflected.",Yes,,LC,,LC,,"This species is found in Bulgaria, Greece and Turkey. This species lives within a relatively wide range and there are several  known sub-populations. There are no major threats. This species is listed as Least Concern.This species is listed as Least Concern at the European level.",Stable,This species is found in the Greek mainland. However there is no literature which reports this. According to www.animalbase.org the species lives in east Bulgaria and in northwest Turkey. Damjanov and Likharev (1975) present several locality data from Bulgaria and Schütt (2001) reports it also from northwest Turkey.,Within its relatively large range this species does not appear to be rare. #The population trend is thought to be stable.,"This species lives in open habitats with low vegetational cover. In the summer the snails in sandy coastal habitats are buried deep inside the sandy soil, with a well developed epiphragm.","This species is not very sensitive to ecosystem modification or other realistic threats. Local sub-populations might be threatened by the complete or severe destruction of the rocky habitat (quarrying, earthquake, mining, etc.). Considering that this species inhabits inaccessible locations, drastic and wide-scale ecosystem modification is only a ""hypothetical"" threat.","The species is not protected where it lives, however it may be found in some protected areas.",There is no information on the consumption of the species.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,anatolica,"According to Eike Neubert (in preparation), this taxon is closely related to Helix cincta, or even identical with H. cincta.  #No anatomical or shell morphological differences could be traced so far. Until this issue is clarified, H. anatolica should be treated as a full species.",Yes,,DD,,DD,,"The species is distributed in #Greece (east Aegean Islands), western Turkey, Cyprus, western Syria and Lebanon. #Due to the current unresolved taxonomic position of the taxon #an assessment of its risk of extinction is difficult. Research on the taxonomy, threats and the habitat and ecology of this species is needed. This species is listed as Data Deficient.This species has been assessed as Data Deficient  #at the European and at the 27 member States of the European Union level.",Unknown,"The species is distributed in #Greece (east Aegean Islands), western Turkey, Cyprus, western Syria and Lebanon (E. Neubert in prep. 2011).",There is no available information on the population trend of this species. #,"The habitat and the ecology of the species should be considered as unknown, due to the unresolved taxonomic position of the taxon.","The expansion of the cultivated areas, grazing and fire can potentially restrict the populations of the species.",There is no conservation action regarding the species. Research on the taxonomy is recommended. Research on the threats and the habitat and ecology of this species is also needed. #,"As for most of the large snails of the Mediterranean, especially Helix spp., it is highly possible that this species is eaten as part of the local diet. However, there is no specific data on this.","Triantis, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,cincta,,Yes,,LC,,LC,,This species lives within a relatively wide range and there are several known sub-populations. There are no major threats. This species is listed as Least Concern.This species has been assessed as Least Concern at the European and at the 27 member States of the European Union level.,Stable,",According to Schütt (1996) this species is distributed in northern Italy, the Balkans, the Aegian Islands, western and southern Anatolia as far as to Lebanon. Fauna Europea describes this species only from Italy, Croatia, Slovenia, Montenegro, Serbia and Albania. #The Albanian occurrence needs confirmation (Dhora and Welter-Schultes 1996, Fehér and Erőss 2009). Serbian and Macedonian distribution records (Hilendar, Dojran) are provided by Tomic (1959) but need serious re-examination. In spite of this, according to Stankovic et al. (2006) this species does not live in FYROM (former Yugoslav Republic of Macedonia). In Croatia it lives only in the coastal zone (Soós 1943).",This species is relatively abundant within its range. #The population trend is thought to be stable.,"This species occurs in different habitat types, such as in rocky habitats (rocky grasslands, rocky shrublands and forests) as well as in streamside vegetations (tallgrass or gallery forests). According to Schütt (1996) this species lives in humid and lowland areas influenced by marine climates.","This species does not seem to be very sensitive to ongoing ecosystem modification or other realistic threats, such as through residential and commercial development. Local subpopulations might be threatened by the complete or severe destruction of the vegetation (deforestation followed by erosion, fire, etc.). However, considering the large extent of occurrence and the fact that various habitat types are preferred by this species, local activities do not affect the whole population.","This species is protected in Slovenia. In Croatia the subspecies, H. cincta elegans and H. cincta melanotica are protected. It is probable that several subpopulations live within protected areas. Due to the large and stable population there are no conservation actions currently required for this species.","As for most of the large snails of the Mediterranean, especially Helix spp., it is highly possible that this species is eaten as part of the local diet. However, there is no specific data on this.","Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,secernenda,"This species is usually considered to contain two subspecies: Helix secernenda secernenda Rossmässler 1847 and Helix secernenda schlaeflii Mousson 1858, the latter being recorded from the southern part of its range. The separation on subspecific level ist still under debate, so the assessment considers the species as a whole.",Yes,,LC,,LC,,"This species lives within a relatively wide range and there are several known subpopulations. There is no reason to suppose that the area of occupancy (AOO), extent of occurrence (EOO), number of locations, number of subpopulations or the number of mature individuals are declining or extremely fluctuating. Therefore, it   is assessed as Least Concern (LC).This species has also been assessed at the regional level as:EU27 regional assessment: Least Concern (LC) at the level of the 27 member states of the European Union.European regional assessment: # Least Concern (LC).",Stable,"This species is distributed from the Istrian Peninsula, along the Dalmatian coastal area (Croatia and Montenegro), Albania and western Macedonia to Epirus, Korfu Island and the Ossa Mountains (Greece). Grossu (1983) provides a distribution record in Dobrogea (Romania) which, due to its distance from the main range, was not considered when the extent of occurrence (EOO) was calculated. Besides several published distribution records (e.g. Stamol and Velkovrh 1995, Stamol 1986, Soós 1943, Dhora and Welter-Schultes 1996, Urbanski 1970), in the Mollusc Collection of HNHM there are around 150 unpublished records from Dalmatia, Montenegro, Macedonia, Epirus and Albania, indicating that this species is frequent within its range, therefore   there is no reason to suppose that the area of occupancy (AOO), extent of occurrence (EOO), or the number of locations are declining or extremely fluctuating.","Within its relatively large range, this species does not seem to be rare. Therefore there is no reason to suppose that the number of subpopulations or the number of mature individuals are declining or extremely fluctuating.","This species occurs in different habitat types such as in rocky habitats (rocky grasslands, rocky shrublands and forests) as well as in streamside vegetation (tallgrass or gallery forests) or ruderal sites.","This species does not seem to be very sensitive to ecosystem modification or other   realistic threats. Local subpopulations might be threatened by the   complete or severe destruction of the vegetation (deforestation followed   by erosion, fire, etc.). Considering the large extent of occurrence (EOO) and the fact that   various habitat types are preferred by this species, local activities   do not affect the whole population.",The species is protected in Croatia and some of the subpopulations are known to live within protected areas. Due to the large and stable population there are no further conservation actions currently required for this species.,"There is no information if this species is utilized as food in significant quantities, like other larger bodied Helix species.","Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,lucorum,,,,LC,,LC,,This species is relatively widespread and there is no threat known to this species. It is therefore considered to be Least Concern (LC) at the European level and at the level of the 27 member States of the European Union.,Stable,"This species lives in central and eastern Europe. It is recorded from Albania, Bosnia and Herzegovina, France, Bulgaria, Croatia, Greece, Hungary, Italy, Macedonia, the former Yugoslav Republic of, Romania, Serbia, and Montenegro. The populations in France and Italy have probably been # introduced during and after the Roman period.However, the main distribution range of this species is in Turkey and northern Iran, and some Caucasian countries.",The size and trend within the subpopulations are supposed to be stable.,"This species lives in open temperate forests, in warm shrub lands, vineyards and hedges.","There are no major threats to this species known. In general, logging  may be a threat to local subpopulations, but the species in its European  distribution is not threatened. There are no data available on the effect of collections from the wild to the populations on the Balkans.",There is no conservation action in place for this species.,"This species is target to heavy trade for consumption. Meanwhile, the market is flooded by farm raised specimens, but collection in the wild is still going on, particularly on the Balkans. There are no data available on the effect the populations.","Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Helix,nucula,"According to Eike Neubert (in preparation), the taxonomy of this species is very complex. This species has been confused by authors with Helix figulina (= the so-called „eastern figulina“). [Eike to complete this section] #",,,NT,,NT,,"The European sub-population is at the margin of the species general distribution. It occur on several islands, where it face some threats related to human activities (over-grazing and tourism development). It is therefore considered as Near Threatened at the European Level.",Unknown,"The exact distribution of the species is still under discussion in relation to some taxonomical issues related with the species. This species occurs in Greece (Chios, Rhodes, Nimos, Astypalaia) and Turkey (southern and western parts).","There is no available information regarding the population trend of the species. # In Europe, this species is rare, whereas in Turkey, it is abundant .",The species is usually met in sandy habitats near the coast and also in open habitats with limestone.,"Intensive grazing, the #expansion of the cultivated areas and fire can play, and possibly has played in the past, a role in the #restriction #of the species' populations and their local extirpation. An additional threat for the species is the alteration/destruction #of coastal areas mainly for touristic activities.",There is no conservation action regarding the species.,"As for most of the large snails of the Mediterranean, especially Helix, it is highly possible that it has been part of the local communities diet.","Neubert, E. Triantis, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Iberus,marmoratus,"Iberus #is an #Iberian Peninsula endemic genus, that comprised 20 morphospecies of uncertain validity #(traditional classifications conflicted with each other mostly in the number of species), some of them occupying a very restricted geographical area. They were characterized mostly on the basis of the shell morphology because the reproductive system shows no diagnostic features at the specific level (Puente 1994, Arrébola 1995). Recently, Elejalde, Madeira, Arrébola, Muñoz and Gomez-Moliner (2008) have studied #partial DNA sequences of two mitochondrial genes (COI and 16S rRNA) from different specimens of #Iberus, #to test the validity of the described morphospecies of the genus. The analysis have revealed 11 main phylogroups, being genetically unique lineages that are allopatrically distributed and considered to have full species status. One of them is #I. marmoratus belonging to the medium-sized snails of the genus. Other Iberus species close to I. marmoratus are #I. cobosi, I. loxanus #s. str. and #I. rositai #s. l. We follow these authors #suggestion to consider here I. marmoratus s. str.: #""as far as we know, I. cobosi, I. loxanus s. str. and #I. rositai s. l. represent monophyletic groups, but their #taxonomic status (species or subspecies of I. marmoratus) #remains to be stated. For the time being, we suggest to #maintain their specific nomenclature"".",Yes,Yes,LC,,LC,,"Even though I. marmoratus is  endemic to Andalusia (Spain) and some (limited) harvest activity has  been registered, it shows a comparatively extended range and is found in  relatively high density. Harvest is not currently impacting significantly the population of this species. It is therefore considered as a Least Concern  (LC) species that should be managed and monitored like a natural and  economic resources.",Unknown,"I. marmoratus is endemic to the south of Spain and is distributed in the eastern end of Cádiz, south of Córdoba, #Málaga #and Granada (Arrébola 1995, Elejalde et al. 2008).","There are no population data about this species. According to our observations in the nature, a high density can be inferred.","This species lives in limestone mountains, mainly in crevices, but also under stones or at the base/inside of plants and shrubs. #There are many examples of hybridization between I. marmoratus and other geographically close #Iberus #(i.e. #I. cobosi).","This is not a target species for Andalusia snails consumers, and it is  therefore only harvested occasionally and very locally. At the moment  this threat is negligible. This species occurs in remote limestones mountain areas, which would act as reservoirs ensuring the survival of the species, even if the harvest trends were increasing in the future.","More research is needed on the taxonomy, ecology and population of this species. Furthermore, monitoring and management of the harvest trends are # important actions for the conservation of I. marmoratus. #It is included in the ""Conservation and Sustainable Use of Andalusian Snails Program"" promoted by the Andalusian Regional Ministry of Environment (Junta de Andalucía). Due to its recent recognition as valid species, it has not been included in the Atlas of the Spainish Threatened Invertebrates (Verdú and Galante, 2009) or in the Red book of Andalusian Invertebrates (Barea-Azcón, Ballesteros-Duperón and Moreno 2008).","This is not a target species for Andalusia snails consumers, and it is therefore only harvested occasionally and very locally. At the moment this threat is negligible. It is commonly named ""cabrilla de sierra"", as it looks like O. lactea (""cabrilla"") which is frequent and abundantly #consumed #in West Andalusia.","Arrébola, J."
