Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,isolata,"This species is one of many small Hydrobids that can be most easily be  identified using anatomical characters of the reproductive system,  however these species are in urgent need of a review incorporating  conchological characters, anatomical characters and molecular characters  in order to understand the relationships with other taxa (Haase et al. 2007). The species was recently described based on shell characters and some reproductive anatomy, but requires molecular systematics to confirm relationships with other allied taxa.#",Yes,Yes,VU,D2,VU,D2,"This recently described species is provisionally assessed based on current data, as there is a possible risk to the species due to the restricted range and threats from habitat decline due to water pollution  (nitrates from agriculture) and abstraction of water (for domestic or  agricultural purposes). Further research is needed to establish whether it is present at other sites in the adjacent springs in this montane area.",Unknown,"This species was recently described from Germany, where it is believed to be endemic. Boeters (2006) described this species from Baumgrenze, springs at 1465 m ASL, western Chiemgauer Alpen, Oberbayern, Germany.",The population status of this species is unknown.,This species inhabits freshwater springs.,The threats to this species come from# habitat decline due to water pollution (nitrates from agriculture) and abstraction of water (for domestic or agricultural purposes).,"The population and distribution status requires review, and the taxonomy would benefit from molecular approaches to confirm the species status. The threat status requires review once more survey work in the surrounding areas is undertaken, as it maybe present at other sites.",This species is not utilized.,"Seddon, M."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,jourdei,"This is a recently described species (Bernasconi 2000), withiun a genus that is currently the topic of various reviews, where cryptic species have been found (Haase et al. 2007) and where other species have been synonymised (Bichain et al. 2007, Benke et al. 2009).# The species has been assessed based on the available, on a precautionary basis in order to conserve the site until such time as the taxonomy has been reviewed.",Yes,Yes,VU,"B1ab(iii,iv)+2ab(iii,iv);D2",VU,"B1ab(iii,iv)+2ab(iii,iv);D2","Bythinella jourdei is endemic to France. It has a restricted range (its extent of occurrence is estimated to be 90 km2 and its area of occupancy 12 km2) and it is only known from three localities in Vienne (France), and as such technically it meets the thresholds for Endangered on restricted range, however, the rate of decline in habitat is not well known, so this species is assessed as Vulnerable D2.#This species is given a conservation status, on a precautionary basis,  based on the current literature, but is in urgent need of review. Currently the genus is undergoing a series of taxonomic reviews following the results of recent molecular analyses (Bichain et al. 2007 ; Benke et al. 2009), which has meant that many of the described species based on conchological characters are considered doubtful.#",Unknown,"This species is endemic to France,where it is found at#3 localities in the Department of Vienne.",There are no population data available for this species.,This species lives in freshwater springs.,"The main threats remain common to many of the spring-snails in the region, overexploitation of the water source for domestic and agricultural purposes, as well as pollution of the groundwater feeding the springs. Due to the need for water, numerous springs in this region are captured and become unsuitable for Bythinella species.","There are no conservation actions for this species. Research on taxonomy, population size and trends, and threats would be of benefit.",There is no known trade in this species.,"Prie, V."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,charpentieri,,Yes,Yes,LC,,LC,,"The species is widespread in Greece, although it is locally threatened at some sites through the abstraction of water and pollution of the groundwater, therefore it is considered as Least Concern (LC).",Unknown,This species has been recorded in all of Greece except the islands of central and east Aegean Sea and Crete.,"The population status of this species is unknown. Only a few specimens were found in the spring at Monastery of Kessariani, Attica, during surveys in April 2008 and 2009.","This species inhabits springs and streams with cold and clean freshwater, crawling on moss, small stones and leaves fallen from the surrounded trees and shrubs.","The main threat for this species is the disturbance of springs and streams caused by human activities such as pollution of groundwater, over abstraction of water for drinking and irrigation, and tourist pressure.","This species is not protected in Greece but some of the areas where it has been found are included in the protected sites of Natura 2000 network: GR3000006 'Ymittos-Aesthitiko Dasos Kessaianis-Limni Vouliagmenis'GR2420001 'Oros Ochi - Kampos Karystou - Potami - Akrotirio Kafirefs'GR2450005# 'Notioanatolikos Parnassos-Ethnikos drymos Parnassou' GR2550006 'Oros Taygetos'.No other conservation measures are known.Further research is required on population status and possibly taxonomic work, as the genus is known to be complex with many cryptic species (Radea, pers. comm., 2010).",The species is not known to be traded.,"Radea, K."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,bouleti,"According to V. Prie, Bythinella galera and  Bythinella bouleti were both described together from the same locality and these species are probably synonyms (Bichain pers. comm. 2010 and Prié pers. obs. 2010)# An assessment was made for B. galarae, on a precautionary basis, and this species is listed as Data Deficient (DD), as it maybe conspecific.",Yes,Yes,DD,,DD,,"According to V. Prie,# Bythinella  galera and  Bythinella bouleti were both described together from  the same locality, a single cave system in  Lozére, France. These species are probably  synonyms (Bichain# pers. comm. 2010 and Prié pers. obs. 2010) An assessment was  made for B.galarae, on a precautionary basis, and this species is  listed as Data Deficient (DD). The species is only known from dead shells, and hence the taxonomic  status has #not been confirmed by molecular techniques, so the review is awaiting suitable material and given the doubt about the species limits and the possibility of taxonomic problems, it is assessed as Data Deficient (DD).",Unknown,"Bythinella bouleti is restricted to the region of Méjean, mainly around Grotte de Castelbouc near Sainte Enimie, Lozère, France. It was first described in 2002, so there maybe additional sites locally, but no living animals were found during the expedition. Prie and Bichain (pers. comm. 2009) failed to find specimens of this species.",There is no information on the current population trend of this species.,This species is found in caves.,"The cave where this species occurs is believed to be secure, with no current threats from any specific ongoing activities and the aquifer is extensive. The site is currently a tourist venue, and so benefits from these activities in maintaining the habitat.","No conservation actions are know for this species, however the species is present in a managed habitat, and the cave where this species occurs is believed to be secure, with no current threats from any specific ongoing activities. The site is currently a tourist venue, and so benefits from these activities in maintaining the habitat.More data is required on the taxonomy of the species to identify species limits.",There is no use or trade information for this species.,"Prie, V."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,padana,,Yes,,DD,,NE,,"This species is endemic to Switzerland, but was not recognised by Turner et al. in the Atlas of Switzerland. The species' taxonomic status is in need of review, and if considered valid, then research will be required on  distribution, habitat preferences, populations and threats as currently there is no information available in these areas. Consequently the species is listed for now as Data Deficient (DD).",Unknown,"This species is endemic to Switzerland, but was not recognised by Turner et al. (1998) in the Atlas of Switzerland.",There is no data on population trends.,There is no data on habitat preference.,Any threats to this species are unknown.,"There are no known conservation actions for this species, so a review of the taxonomic status, and if considered valid, then research will be required on distribution, habitat preferences, populations and threats.",This species is not known to be utilized.,"Seddon, M."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,serborientalis,,Yes,,DD,,NE,,"This species was listed from 'Yugoslavia' by Radoman (1983). It was  recorded from the Vrelo spring, 33km north of Pirot town, and is  believed to be found in Serbia. There is no data on threats to this species and the location requires confirmation, hence the species is assessed as Data Deficient (DD). Data is needed  on populations, distribution and threats to enable a conservation  assessment for this species.",Unknown,"This species was listed from 'Yugoslavia' by Radoman (1983). It was recorded from the Vrelo spring, 33 km north of Pirot town, and is believed to be found in Serbia.",There is no data on population trends of this species.,This species inhabits freshwater springs.,There is no data on threats to this species.,"There is no known conservation actions for this species.# Data is needed on populations, distribution and threats to enable a conservation assessment for this species.",There is no known trade in this species.,"Seddon, M."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,servainiana,"Germain (1931, Faune de France) placed this species in synonym with B. rubiginosa. Falkner et al. (2002) considered this species to be very similar in shell form to B. reyniesii and B. eurystoma.# Bernasconi (2000) considered there to be very little difference between Bythinella servainiana and B. eurystoma. Boeters and Falkner (2009) give additional information on the species. These species are all requiring taxonomic review, and should considered as potentially taxonomically doubtful citing Bichain et al. (2007) and Benke et al. (2009).",Yes,Yes,DD,,DD,,"This species has been considered as a possible synonym of other species in several publications over the last 80 years. Considering the taxonomic complexity of the genus Bythinella (see for example Bernasconi 2000; Falkner et al. 2002) and the results of recent molecular analyses (Bichain et al. 2007 ; Benke et al. 2009), many of the described species are doubtful and in need of taxonomic revision.# The species is a possible candidate for Vulnerable D2, based on the number of locations and the threats to the springs, however it is currently listed as Data deficient given the problems in assessing the range.",Unknown,"The species is considered to be endemic to France, and not found in Spain (Falkner et al, 2002), however range of this species is currently under some doubt, as most of the original records come from Pyrenees-Atlantique, but the French National Inventory of Natural Patrimony (INPN) shows a record from the Department of Herault, on the Mediterranean coast, without any intervening records. Falkner et al. (2002) suggest that the range is limited to springs in the vicinity of St Jean de Luz and the Valley of the Nive at Arneguy.",Population status is unknown.,This species is believed to be a freshwater spring species.,"The distribution and taxonomic status is unknown in detail.# However springs in the region of St Jean de Luz are largely captured for use either for animal drinking troughs and for domestic supplies, so the habitats in the region have been impacted.",The taxonomic status of this species require confirmation.There are no conservation measures.,,"Prie, V."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,gloeeri,,Yes,Yes,CR,B1ab(iii)+2ab(iii),CR,B1ab(iii)+2ab(iii),"Bythinella gloeeri#is endemic to Bulgaria, and is considered Critically Endangered (CR) B2ab(iii). It only occurs in one part of the cave, a#stream flowing for 273 m along the lowest level, with no evidence that it can be found at nearby locations.# The quality of its habitat is decreasing as the water from the local town comes from this groundwater system and the cave is being developed for tourism purposes.",Unknown,"Bythinella gloeeri is endemic to Bulgaria, and at present, it is known only from a river in the Lepenitsa Cave (273 metres in length), south of the town of Velingrad (Batashki Ridge, Western Rhodopes).",No information on the population status or trend of this species is available.,"This species lives under stones in the underground river of Lepenitsa karstic cave, where water temperatures are around 8.4° C. These waters provide drinking water to the nearby town of Velingrad. The total length of the cave is 1525 m with a displacement of >10 m. The cave comprises 3 levels with a stream flowing for 273 m along the lowest. The population of B. gloeeri currently exists only in cave conditions and, although it is unclear if this range extended outside of the cave prior to human influence, no evidence supporting this has been found at nearby locations.","Despite its protected status, the Lepenitsa cave is highly polluted and disturbed as a result of unregulated public visiting. In addition, there is an ongoing construction project, aimed at increasing tourism to the site. If B. gloeeri is to persist at this site, then the use of chemical agents, excessive walking in the stream and constant strong lighting must be avoided.","The Lepenitsa Cave is a nationally protected site, but habitat monitoring is recommended to determine future changes to conservation status of this species.",,"Georgiev, D."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,drimica,"According to Fauna Europaea, this species comprises two subspecies: Bythinella drimica drimica and Bythinella drimica alba Radoman 1976 (Bank et al. 2006). #",Yes,,LC,,NE,,"The species has at least six known locations. It has recently been discovered in Albania, and these Albanian locations significantly extend the known range of this species, with a projected extent of occurrence of 9,000 km2. Moreover, we can reasonably suppose that there are several undiscovered populations in Albania, Macedonia and Kosovo. Therefore, this species is assessed as Least Concern (LC).This species has also been assessed at the regional level as:European regional assessment: Least Concern (LC).",Stable,"Bythinella drimica drimica subspecies has been described from Macedonia within the Black Drin basin, whereas B. drimica alba has been described from Kosovo within the White Drin basin. A few years ago, it was discovered in from flotsam in the Albanian part of the Drin River, downstream from the confluence of the White Drin and Black Drin Rivers. In South Albania extant populations were found within the drainages of the Shkumbin and the Vjosë Rivers too (Fehér and Erőss 2009). Therefore, there are at least six known sub-populations resulting in an area of occupancy of 24 km2.",There is no data on current population trends in Kosovo and Macedonia. Recently discovered Albanian populations were found in small springs but seemed to be stable. Given that at present there are no known significant threats it can be presumed that the overall population is stable.,The species is known from freshwater springs.,The threats to this species are uncertain.,"There are no known conservation actions for this species. Recommended actions include surveys for distributional data and threats, as well as habitat monitoring at known sites to determine future trends as, occurring in springs, the species could be sensitive to any potential threats.",The species is not utilized.,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,walkeri,,Yes,Yes,DD,,DD,,"This species is known from only one location, potentially warranting a threatened status. However, as surveys have not been completed to determine the species' presence at other similar locations nearby, the category Data Deficient (DD) has been given as it might be expected in numerous non-isolated springs similar to the type locality in Rila and other neighbouring mountains.",Unknown,"This species in believed to be a Bulgarian endemic as it has been found at only one type locality. This location is a 5 metre stretch of stream near to the Bistritza river, south of Dolna Banya in the Rila Mountains. However, it is unknown whether this is the full extent of the species' distribution and its occurrence at other locations is possible.Even though, the location of this site is only few kms outside the  dividing range (border) of the Mediterranean biogeographical region, we  considered this species as being Mediterranean. This decision has been taken based on climatic and  geological similarities of the region with the Mediterranean.",The population status and trend for this species is unknown.,This species occurs in a shallow (around 1-3 cm in depth) stream with a granite substrate. This stream is surrounded by Fagus sylvatica woodland and is filled with decaying organic matter from these trees.,Habitat disturbance due to deforestation is thought to be the main threat to this species.,"Although no current conservation actions are in place for this species, it is recommended that surveys to determine the status of the known population, as well as the presence of possible new populations, are conducted.",,"Georgiev, D."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,padiraci,"This is a valid species, confirmed by molecular analysis (Bichain et al. 2007).",Yes,Yes,VU,D2,VU,D2,"This species was originally listed on the 1996 Red List (Bouchet 1996) with a category of Vulnerable D2 (version 2.3), on the basis of a restricted range and potential for habitat disturbance. Although this species is close to the threshold for Critically Endangered, the threats at present are longer-term threats for future changes, and as such the species is maintained as Vulnerable D2 (version 3.1) based on the restricted range (1 location) and the potential for habitat change.",Stable,"This species is endemic to France, and is restricted to the Padirac River catchment, in Department Lot, in the region of Midi-Pyrenees. As such, it is found in one location with an area of occupancy of# 92km2.","No detailed information on population status, but considered stable (Prie pers. comm 2009).",This is a freshwater mollusc restricted to the groundwaters of a river catchment.,"The threats to this species, lie in the vulnerability of the single location, to pollution events.# The species requires clean, unpolluted waters, and as such any degradation of the water (road run-off, pesticides and herbicides from agricultural sources and domestic sewage) could impact the species in the future.",There are no conservation measures.,,"Prie, V."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Bythinella,cretensis,,Yes,Yes,DD,,DD,,"The species is poorly known as there is little recent distributional data, so surveys are required to establish the range and threats to sites. It could be widespread in the region, however, until this has been established the species is listed as Data Deficient (DD).",Unknown,"This species is endemic to Greece, where it is restricted to the island of Crete. Radea (pers. comm. 2011) noted that in recent surveys shells of this species were found in a spring on Lesvos. More data is required on detailed distribution, as much of the information is over 30 years old.","The species was recently sampled by Radea (2011 pers. comm.), however there is insufficient data to establish population trends.",This species is known to inhabit freshwater springs.,"There is no information on threats to the species. However, freshwater springs are sensitive to increased frequencies of droughts, and spring dwelling species have been recorded to suffer from over-abstraction of water for human activities, such as agriculture, stock farming and tourism.","There is little recent distributional data, so surveys are required to establish the range and threats to sites. The species are likely to be sensitive to alterations of their habitat, but until more up-to-date information is available it will not be known if conservation actions such as water management plans that minimise change in the natural flow regime of the habitat are required.",This species is not utilized.,"Radea, K."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Iglica,absoloni,,Yes,,LC,,NE,,"Iglica absoloni was not included in the list of species assessed for the Croatian Red List of the Cave Fauna.#The major threats to this species are groundwater pollution, from different sources, within the cave systems. #However, given the wider distribution of the species, it is questionable whether this species is likely to be threatened with extinction in the next 10 years, hence it is listed as Least Concern.",Unknown,"Iglica absoloni is listed for southern Dalmacija (Croatia), southeastern Hercegovina (BiH) and Montenegro by Bole and Velkovrh (1986). Schütt (2000) listed the species from the Baba cave near Trebinje in Herzegovina (Type locality), as well as from material washed out from the Ombla cave system, where it was not frequent, but consistently represented. The distribution includes the extended area around the Popovo Polje as well as Trsteno, N. Dubrovnik (Schütt 1975).","No population trend data on Iglica absoloni, but the species is never found in large numbers (Schutt, 2000).",Iglica absoloni is found within groundwaters in Caves.,"The major threats to this species are groundwater pollution, from different sources, within the cave systems.",Iglica absoloni was not included in the list of species assessed for the Croatian Red List of the Cave Fauna.,This species is not traded.,"Seddon, M."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Iglica,gracilis,,Yes,Yes,VU,B1ab(iii); D2,VU,B1ab(iii); D2,"Iglica gracilis is only known from a restricted area where there is a potential threat from water pollution, and as such the species is considered to be vulnerable to future changes in the habitat. #If the species is shown to be present at more sites (more than 10) within the region, then the threat status will need to be reviewed. # In the future abstraction of groundwater water and groundwater pollution may pose a threat as this could cause the declining quality of the species' habitats and possible loss if the frequency of seasonal droughts increases.#Further research is needed to confirm its presence and range and habitat monitoring is recommended to establish the threats to the species. As it has been previously listed as Vulnerable at a national level, it is assessed as Vulnerable (VU) B1ab(iii); D2 on a precautionary basis, rather than listing as Data Deficient.",Unknown,"Iglica gracilis is endemic to Slovenia where it is found in the caves and springs in basin of river Krka. Di Mattia (2007) reported finding this species at                 the karstic springs Poltarica near Krška Vas, Grospulje but shows a wider range in his distribution map of the slovenian species of Iglica covering much of the catchment of the river Krka to the junction with the Sava river.#",There is no data on population trends for this species.,This small freshwater species inhabits caves and freshwater springs (de Mattia 2007;# Sket pers. comm. 2010),"Direct threats to this species are not known, but its habitat is vulnerable to water pollution.# In  the future abstraction of groundwater water and groundwater pollution  may pose a threat as this could cause the declining quality of the  species' habitats and possible loss if the frequency of seasonal  droughts increases.","This species is considered to be Vulnerable in the Slovenian List of Threatened Species#(Sket and Velkovrh 2002).                 Conservation actions recommended include taxonomic review of the allied species including molecular characters, as well as habitat monitoring for changes and raising awareness of the importance of these springs and caves for freshwater biodiversity.",,"Seddon, M."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Iglica,gratulabunda,Haase (1995) considered this species to be a 'problematic taxa' known from few specimens all taken from a 'poorly defined locality'.,Yes,Yes,CR,B2ab(iii),CR,B2ab(iii),"Iglica gratulabunda is endemic to Austria. It was originally considered to be possibly Extinct (Wells  Chatfield 1992, IUCN 1994). Haase (1995) pointed out that further taxonomic research should also be  undertaken, as the species is currently based on few specimens, and he  recommended listing as Data Deficient in the 1996 Red  List. However in a precautionary approach, the 2008 Austrian Red List has maintained this species as Critically Endangered. Given that the species is difficult to sample, as it is probably restricted to groundwaters, an assessment of Critically Endangered (Possibly Extinct) B2ab(iii) would be appropriate for the species until more survey efforts can demonstrate extinction and a taxonomic review confirms the species' status.",Unknown,"This species is endemic to Austria and it was first described from the flotsam of the Mürz River in Steiermark (Boeters, 1988) and in Salzerbad (Glöer 2002). These two localities are probably in separate groundwater systems, but Reischutz  Reischutz (2009) show that it is currently only known from one location and with a second pre 1950 location (Murz River). However, as the shells were retrieved from floodline debris# it is difficult to establish population trends or range (Haase, 1995).",There is no population information available for this species.,"Iglica gratulabunda is recorded from floodline debris within freshwater rivers and is most probably present in subterranean waters, like other representatives of this genus.",It is unknown whether this species is being impacted upon by threat processes.,"                  Further research is needed to confirm its presence and range, given the nature of the record, as it is currently only known from one location and with a second pre-1950 location. However, as the shells were retrieved from floodline debris, flushed from karst fissures it is difficult to establish population trends or range. The abstraction of groundwater water may pose a threat as this could cause the loss of the species' habitats.#Further research is needed to confirm its presence and range, given the nature of the records. As it has been previously listed, it is maintained at the national assessment on a precautionary basis, rather than listing as Data deficient. There are no species-specific conservation measures in place for this species. In the past, this species has been classified as Possibly Extinct (IUCN 1994). Further research is recommended to ascertain whether this species still exists, and if it does then to clarify the extent of its distribution and identify any threat processes impacting upon it.",This species is not traded.,"Reischutz, P. Haase, M."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Iglica,pezzolii,,Yes,Yes,NT,,NT,,"Iglica pezzolii#is restricted to groundwaters around Monte Fenero and as such the species could be affected by anthropogenic groundwater abstraction and/or pollution (Manganelli et al., 2000). #Threats identified in the region also include increased frequency of forest fires (erosion and increased sediment in the water leaching into the groundwater system) and possible disturbance of the caves for recreational activities and illegal excavations.#This species has a restricted range, with 3 locations and 7 known sites. It currently qualifies as Vulnerable B2a, but as the likelihood of the threat is unknown, the species is listed as Near Threatened based on the probability that the species is vulnerable to future changes.#Manganelli#et al. (2000)#is listed the species as Least Concern in Italy.",Unknown,"This species is endemic to Italy, specifically found within the alpine region of Monte Fenera, Piedmont. This species is known from 3 Locations (7 sites) within a small region, and so currently viewed as rare.# #The locations are Grinasco, Valduggia and Borgosesia (UTM MR46 and MR45).",This species is restricted to a small area so the population numbers are presumably relatively low.,"The species is restricted to groundwaters and outflows (caves, resurgences and springs).","The species is restricted to groundwaters and as such the species could be affected by anthropogenic groundwater abstraction and/or pollution (Manganelli et al., 2000). #Threats identified in the region also include increased frequency of forest fires (erosion and increased sediment in the water leaching into the groundwater system) and possible disturbance of the caves for recreational activities and illegal excavations.","Monte Fenera is highlighted in the Provinca di Vercelli Conservation Strategy, with Iglica pezzolii mentioned as a species of conservation interest.",There is no known trade in this species.,"Cianfanelli, S., Bodon, M., Giusti, F. Manganelli, G."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Iglica,bosnica,,Yes,,DD,,NE,,"In Bosnia, the range and current status of Iglica bosnica is uncertain, but it is possibly only present at a small area near Sarajavo, and as such, as the threats and status are uncertain, it is listed as Data Deficient (DD).",Unknown,This species is endemic to central Bosna (near Sarajevo) in Bosnia and Herzegovina.,There are no recent data on population trends.,This snail inhabits freshwater spring.,"The latest CBD report from Bosnia suggests that there are considerable threats to freshwater species, but no specific information is available for this species.","No conservation actions are known for this species.This species requires more research on distribution, population trends and threats",,"Seddon, M."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Iglica,kleinzellensis,"This species was originally viewed as a subspecies of Iglica gratulabunda (Gloer 2002).# The shell form is variable, as shown by Gloer (2002, p. 142)",Yes,Yes,VU,D2,VU,D2,"Iglica kleinzellensis is known from a small area, where has only been found as dead-shells in the outflow springs from the Karst groundwaters. The species is believed to need clean water, and there is the possibility of pollution of the groundwaters from agricultural sources. These outflow springs are known to dry-up due to abstraction of the water sources (P. Reischutz pers.comm 2009), but it is not known to which extent these potential threats are impacting the species. Therefore the species is considered as Vulnerable D2. However, should the impact of these threats increase, the species would qualify for Endangered, B2 ab(iii).",Unknown,"Iglica kleinzellensis is known from a small area and has only been found as dead-shells in the outflow of springs from karst groundwaters.  This sites are springs north of Ortstrand, near Kleinzell im Halbachtal, Niederosterreich.# Gloer (2002) notes that in addition to the type locality, it is known from two other springs in the immediate vicinity near Kleinzell (Kalter Brunnen 500m s. of town) and a temporary karst spring at Gutenbach near to the Hisrchkogel. Sites lie in the valleys of Turnitz and Traisen (Haase pers, comm 1996).","It has never been collected as living specimens, it is only known from dead shells (P. Reischutz pers. comm. 2009)","This species is known as dead shells from freshwater springs, and is presumed to live in the groundwater feeding the springs.","The main threats are changes to the groundwater system, either through over abstraction of water (leading to drying of the outflow springs) or pollution of groundwater from agricultural sources.","Iglica kleinzellensis is listed as Critically Endangered on the Austrian National Red List, as well as the Lower Austria List as A1.# Further research is required to know if the species is still extant in the groundwaters of the region, although sampling these sites is very difficult, and possibly only habitat monitoring will reveal changes to that would impact the species.",No trade in this species.,"Haase, M. Reischutz, P."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Iglica,giustii,,Yes,Yes,NT,,NT,,"This species is currently thought to be restricted to Italy, but occurs close to the border, and so could occur in Slovenia. This species is listed as Near Threatened on the Italian Red List (CK Map 5.3.8) as it is known from 3 locations, and is viewed as rare. It currently qualifies as Vulnerable D2 for the IUCN Red List, but as the severity of the threat is unknown, the species is downlisted to Near Threatened.",Unknown,"This species is endemic to Italy, specifically found in the alpine section of the River Isonzo, Friuli-Venezia Giulia and occurs close to the border, and so could occur in Slovenia. It is known from 3 locations, and so currently viewed as rare.",This species is restricted to a small area so population numbers are presumably relatively low.,This species is found in groundwaters in alluvial sediments.,"The species is threatened by its restricted range (Ruffo and Stoch 2006). Since it inhabits groundwaters, the species could be affected by anthropogenic groundwater abstraction and/or pollution (Manganelli et al. 2000).",No specific conservation measures are known. It is not known whether the species occurs in any protected areas.,There is no known trade in this species.,"Cianfanelli, S., Bodon, M., Giusti, F. Manganelli, G."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Iglica,luxurians,,Yes,Yes,NT,,NT,,"Although this species is found in at least three locations in the Ljubuliana River Catchment, these protected areas reduce the level of the threats to the species, and as such, the species is currently listed as Near Threatened, however, any change to the rate of threats would ensure that the species should be considered as Endangered (based on area of occupancy, number of sites and declining quality of habitat).",Unknown,"Iglica luxurians is endemic to Slovenia, where it is first described from a spring near Podgora (near Vrhnika ). #It is listed in the Notranjski Regional Park, on the Ljubljanica river and in a Natura 2000 site with unique underground and surface stream;#Cerknisko Jezero and#Ljubljansko Barje (EUNIS 2010).",There is no population trend data for this species.,This small freshwater snail is found in groundwater in karst.,"It is unknown whether this species is being impacted on by any major threat processes, however subterranean habitats are vulnerable to water pollution from domestic (sewage and run-off) or agricultural (nutrient loads, herbicide and pesticides) sources. Decline in habitat following falls in the water table levels maybe another threat if the aquifers are overexploited",This species is considered to be Rare in the Slovenian List of Threatened Species. It is found in 3 protected areas in Slovenia.,There is no known trade in this species.,"Slapnik, R."
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Iglica,maasseni,,Yes,Yes,DD,,DD,,"This species is known from one location but has little data on distribution, population trends or threats and therefore is assessed as Data Deficient (DD) until further data is available. General threats to freshwater habitats in Greece would make it likely that the species should be considered as threatened, especially given the pressure on water resources on#Rhode island, so it is of importance that this information is obtained as soon as possible.",Unknown,"Iglica maasseni is endemic to Greece, where it was described by Schütt (1980) from the Islands. It is only known from the type locality at Kalavarda, Rhodes.",The population trend is unknown.,"The species was found in freshwater springs however, the species is probably present in the groundwater feeding the spring.","There is no data on threats to the species, however there is tourism in this#village which could be considered as a potential threat. The species is probably present in the groundwater feeding the spring.",Research should concentrate on expanding the known range and monitoring the known habitat to determine any threats that may be impacting. If no further sites are found the known location should be protected by sensitive management.,This species is not utilized.,"Seddon, M."
