Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Red List Assessors
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Tomares,ballus,,,,,LC,,LC,,"This species is listed as Least Concern, as it has been evaluated against all the IUCN criteria and does not meet, nor is it close to meeting (e.g. populations have not been declining by more than 25% in the past 10 years), the thresholds for any category of threat.",Decreasing,"This species occurs scattered in south and central Portugal and Spain as far north as Castilia and northeast as far as the Pyrenees. In France, it is only present along the Mediterranean coast from the Rhône estuary to the Maritime Alps. 0-1,300 m. It is also found in North Africa. The largest part of the global distribution area of the species is situated in Europe, but the species also occurs in other continents.",This species is widespread in part of Europe. Decline in distribution or population size of 6-30% have been reported from Spain (data provided by the national partners of Butterfly Conservation Europe).,"The Provence Hairstreak can be found on abandoned agricultural land, especially on calcareous soils, in abandoned vineyards and bushy areas. Various leguminous plants are used as larval foodplant, mainly of the genera Anthyllis, Dorycnium, Trifolium, Astragalus, Medicago, Ornithopus and Lotus. The female deposits its eggs singly on the unopened leaves. The caterpillars are sometimes attended by ants, e.g. Plagiolepis pygmaea. This butterfly species has one generation a year and passes the winter as a pupa in the soil. Habitats: dry calcareous grasslands and steppes (33%), dry siliceous grasslands (33%), sclerophyllous scrub (16%), fallow land, waste places (16%).","Although this species shows a decline in a part of its European range, it is not believed to face major threats at the European scale.","This species occurs in a number of protected areas across its range. No specific conservation actions are needed at the European level, but in countries where the species is declining, important habitats should be protected and managed. The effects of conservation actions should be monitored by a Butterfly Monitoring Scheme.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Tomares,callimachus,,,,,LC,,NE,,"This species is listed as Least Concern, as it has been evaluated against all the IUCN criteria and does not meet, nor is it close to meeting (e.g. populations have not been declining by more than 25% in the past 10 years), the thresholds for any category of threat. This species is absent from the EU27 member states.",Decreasing,"This species occurs from South Europe and Kazakhstan to Asia Minor, west of Tian Shan, Crimea, Turkey, Iran, Kazakhstan. Up to 1,400 m (Tuzov 2,000, Gordunov 2001). The global distribution area of the species is situated both within and outside Europe.","This is a local species, restricted to (semi-) natural areas. Decline in distribution or population size of 6-30% have been reported from Ukraine (data provided by the national partners of Butterfly Conservation Europe).","Being very conspicuous with its orange spots on the wings, this butterfly will be easily spotted on dry rocky places and on hills with a steppe-like vegetation or in deserts. The female deposits the eggs on Astragalus vulpinus or A. leptostachys. The tiny caterpillars first feed on the flowers, in the later instars they change to feeding on seeds. This beautiful butterfly has one generation a year (Tuzov 2,000, Gordunov 2001). Habitats: dry calcareous grasslands and steppes (20%), screes (20%), mixed woodland (20%), dry siliceous grasslands (20%), broad-leaved deciduous forests (20%).","Although this species shows a decline in a part of its European range, it is not believed to face major threats at the European scale.","No specific conservation actions are needed at the European level, but in countries where the species is declining, important habitats should be protected and managed. The effects of conservation actions should be monitored by a Butterfly Monitoring Scheme.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Tomares,nogelii,,,,,VU,A2c,RE,,"This species has disappeared from Romania and Moldova before 1999. It now only occurs in the Ukraine, where it is declining. The extent of occurrence (EOO) is less than 20,000 km². A decline of more than 30% falls within the uncertainty limits for this species' population decline. Therefore, it is listed as Vulnerable. It is extinct in the EU27 countries.",Decreasing,"This species occurs in Romania, Moldova, the Ukraine and the Asian part of Turkey. The global distribution area of the species is situated both within and outside Europe.","This is a local species, restricted to (semi-) natural areas. The species occurs in small isolated colonies in Southeast Europe. The last records from Romania are dating from the 1980's, although there are rumours that it has been found again. Decline in distribution or population size of 6-30% have been reported from Ukraine. Situation in Moldova unclear (data provided by the national partners of Butterfly Conservation Europe).","The Nogel’s Hairstreak inhabits very open, dry woodland, dry grasslands in woodland areas and steep slopes. Its main larval foodplant is the milk-vetch Astragalus ponticus. It has one generation a year and hibernates as a pupa. Habitats: dry calcareous grasslands and steppes (60%), phrygana (20%), broad-leaved deciduous forests (20%).","Tomares nogelii is a habitat specialist, extremely monophagous and has a highly fragmented distribution, of which little is known. Tourist activities and agricultural improvement have diminished many populations. The remaining populations are mainly threatened by changes in agricultural practices.",More research is needed on the distribution and ecology of the species. Suitable habitats should be protected and appropriately managed. The effects of conservation actions should be monitored by a Butterfly Monitoring Scheme. The species occured only in protected areas in Romania. Protecting the remaing sites from further destruction should be a priority.,"van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Iolana,iolas,,,,,NT,A2c,NT,A2c,"Both at the European and EU27 member states level, a population decline of almost 30% falls within the uncertainty limits for this species' population decline. Therefore, this species is considered as Near Threatened.",Decreasing,"This is a southeastern European species: in Spain in the Sierra Nevada, Montes Universales and Catalonia, France from the eastern Pyrenees to Provence and Savoie, Switzerland (Rhone Valley), north and central Italy, Austria and further eastwards and southwards. 100-1,800 m. It is also found in North Africa, Turkey and Iran. The largest part of the global distribution area of the species is situated in Europe, but the species also occurs in other continents.","This is a local species, restricted to (semi-) natural areas. It is reported extinct in Austria and Slovakia. Strong decline in distribution or population size of more than 30% have been reported from Bosnia and Herzegovina and Romania. Decline in distribution or population size of 6-30% have been reported from Hungary and Serbia (data provided by the national partners of Butterfly Conservation Europe).","The Iolas Blue is Europe’s largest blue. It occurs locally on calcareous soil, with shrubs of Bladder Senna (Colutea arborescens). In Greece, C. cilicica is also used. This plant is practically the most important source of nectar for the butterflies. At times, the males can be seen some distance away from their habitat, but the females stay near the foodplants. They lay their eggs, usually several at a time, on the inside of the calyx and inside the bladder-like fruits. The caterpillars feed on the seeds and are visited frequently by ants, for example workers of Tapinoma erraticum and Camponotus cruentatus. Usually, the caterpillar can easily be seen by holding a pod up to the light. When fully-grown, the caterpillars pupate at the base of the foodplant, passing the winter as a pupa. Although it occasionally has a partial second generation, the Iolas Blue usually has only one generation a year. Habitats: sclerophyllous scrub (19%), dry calcareous grasslands and steppes (19%), humid grasslands and tall herb communities (14%), mesophile grasslands (14%), phrygana (9%), dry siliceous grasslands (9%).","This species is mainly threatened by intensification of agriculture. Where it occurs in vineyards, removal of Colotis-shrubs as well as the use of herbicides and insecticides, forms a serious threat as well.","This species occurs in a number of protected areas across its range. In countries where the species is declining, important habitats should be protected and managed. The effects of conservation actions should be monitored by a Butterfly Monitoring Scheme.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Scolitantides,orion,,,,,LC,,NT,,"At the European level, this species is listed as Least Concern, as it has been evaluated against all the IUCN criteria and does not meet, nor is it close to meeting (e.g. populations have not been declining by more than 25% in the past 10 years), the thresholds for any category of threat. In the EU27 countries, a population decline of almost 30% falls within the uncertainty limits for this species' population decline. Therefore, it is classified as Near Threatened within the EU27.",Decreasing,"This species occurs locally in the northeastern part of Spain, south of France, Italy, Southeast Europe and the south of Norway, of Sweden and of Finland. 0-2,000 m. It is also found through Turkey and central Asia to Japan. The global distribution area of the species is situated both within and outside Europe.","This is a local species, restricted to (semi-) natural areas. This species has a large, but discontinuous distribution over Europe. It is declining in North and Central Europe, more or less stable in South Europe. Decrease in Central Europe might be over-estimated, since the species can survive for a long time on small and isolated patches. It is reported extinct in Turkey (European part). Strong decline in distribution or population size of more than 30% have been reported from Germany, Norway, Poland and Ukraine. Decline in distribution or population size of 6-30% have been reported from Austria, Romania, Russia, Slovakia and Sweden (data provided by the national partners of Butterfly Conservation Europe).","The Chequered Blue, a small but conspicuous butterfly, can be seen on warm and rocky slopes and narrow ledges, where there is little vegetation, apart from its foodplants White Stonecrop (Sedum album) and Orpine (Sedum telephium). The females lay their eggs on the leaves of the foodplant near the stem. The caterpillars are often found with ants. The pupa overwinters and is often hidden under stones or in small hollows in the ground near the foodplant. The Chequered Blue produces one or two generations a year, depending on its geographical position. Habitats: dry calcareous grasslands and steppes (23%), inland cliffs and exposed rocks (15%), dry siliceous grasslands (13%), alpine and subalpine grasslands (7%), broad-leaved deciduous forests (7%), screes (7%), sclerophyllous scrub (5%), phrygana (5%).","This species is not believed to face major threats at the European level. However, in part of the EU27 range, the species is threatened by abandonment of grasslands and shrub invasion on dry, rocky slopes.","This species occurs in a number of protected areas across its range. No specific conservation actions are needed at the European level, but in countries where the species is declining, important habitats should be protected and managed. The effects of conservation actions should be monitored by a Butterfly Monitoring Scheme.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Favonius,quercus,,,,,LC,,LC,,"This species is listed as Least Concern, as it has been evaluated against all the IUCN criteria and does not meet, nor is it close to meeting (e.g. populations have not been declining by more than 25% in the past 10 years), the thresholds for any category of threat.",Decreasing,"This species is common and widespread in almost all Europe. It is only in the south of Scandinavia and is absent from northern Scotland and northern Ireland. 0-2,000 m. It is also found in the Middle East, the south of Urals and Kazakhstan. The global distribution area of the species is situated both within and outside Europe.","This is a common and widespread species in its European range. Strong decline in distribution or population size of more than 30% have been reported from Bosnia and Herzegovina and Romania. Decline in distribution or population size of 6-30% have been reported from Austria, Belgium, Latvia, Luxembourg, Serbia, Ukraine and United Kingdom (data provided by the national partners of Butterfly Conservation Europe).","The Purple Hairstreak is only found in deciduous woodlands whit oaks, its only foodplant. It occurs in oakwoods or oak scrub and also on large, solitary oak trees. The butterflies do not visit flowers. Instead, they remain near the tree, looking for leaves with a layer of honeydew left behind by aphids. This sugary secretion is the butterflies. most important source of energy. The eggs are laid at the base of the buds. The small caterpillar has developed by the time winter comes, but it remains in the egg, emerging in spring to feed on the buds and also on the flowers of the oak. It does not eat the leaves. Sometimes it is attended by Lasius ants. When mature, the caterpillars leave the foodplant and pupate in the moss layer. The Purple Hairstreak has one generation a year. Habitats: broad-leaved deciduous forests (54%), mixed woodland (13%), urban parks and large gardens (7%), broad-leaved evergreen woodland (7%), tree lines, hedges, small woods, bocage, parkland dehesa (7%).",This species is not believed to face major threats at the European level.,This species occurs in a number of protected areas across its range. Research is needed to understand the causes of its decline in several countries.,"van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Archon,apollinus,,,,,NT,"B1b(i,v)",LC,,"The European extent of occurrence (EOO) is less than 20,000 km². Furthermore the species is declining in part of its European range (European part of Turkey). Therefore, it is classified as Near Threatened in Europe. As the Greek population is reported stable and this is the only country in the EU27 where it occurs, the species is considered as Least Concern in the EU27 member states.",Stable,"This species occurs in the north of Greece near Thessaloniki and on some Greek islands. 0-1,100 m. Its range extends through Turkey to Jordan and the north of Iraq and Iran. The global distribution area of the species is situated both within and outside Europe.","This is a local species, restricted to (semi-) natural areas.","The False Apollo can be found in the early spring in sheltered places in olive groves, vineyards, on rocky slopes with bushes and in open woodland. They are also seen in damp places, such as stream margins. They use various birthworts (Aristolochia spp.) as larval foodplants, such as Birthwort (A. clematitis) and on Samos and Lesbos, A. bodamae. Unlike other Papilionidae, the caterpillars cannot be seen on the foodplants, as they live hidden in a spun leaf. The False Apollo has one generation a year and passes the winter in the pupal stage in the ground. Habitats: heath and scrub (50%), sclerophyllous scrub (50%).",This species is threatened by agricultural activities and land claims. The intensification of agriculture caused the disappearance of the foodplants over large areas. Abandonment leads to shrub invasion and finally to the loss of suitable habitat. Furthermore fires can destroy habitat patches.,Research is needed urgently on the distribution and ecology of the species. Protected areas should be established and management plans executed. The effects of conservation measures should be monitored by a Butterfly Monitoring Scheme.,"van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parnassius,apollo,,,,,NT,A2c,NT,A2c,"Both at the European and EU27 member states level, a population decline of almost 30% falls within the uncertainty limits for this species' population decline. Therefore, this species is considered as Near Threatened. It should however be noted that both the distribution and population size of this species, in many lowland sites, have declined severely during the 20th century (so before the last ten years).",Decreasing,"This species occurs in most of the large mountainous areas in Europe: Spain, south of France, Switzerland, Austria, south of Germany as far as the Mosel, Italy, the Balkans and Greece, south of Norway, Sweden and Finland. 1,000-2,400 m, sometimes at lower altitudes. Its range extends to the Tian-Shan and Siberia and Mongolia; also from the Northern Urals to Transcaucasia, Turkey and the Middle East. The global distribution area of the species is situated both within and outside Europe.","This is a local species, restricted to (semi-) natural areas. It is reported extinct in Belarus, Latvia and Romania. Strong decline in distribution or population size of more than 30% have been reported from Austria, Bosnia and Herzegovina, Germany, Poland, Slovakia, Slovenia and Ukraine. Decline in distribution or population size of 6-30% have been reported from Bulgaria, France, Norway, Spain and Sweden (data provided by the national partners of Butterfly Conservation Europe).","The Apollo occurs in mountainous areas on steep, sunny slopes with sparse vegetation. In Europe, there are many different sub-species, forms and aberrations, because of the very divided nature of the distribution area and as a consequence, large isolation of populations. Separated by mountains, the populations develop independently of one another, so that quite marked differences arise. However, their ecology is similar. The butterflies are fond of visiting thistles and other flowering plants. The female lays its eggs singly or in small groups on or near the foodplant stonecrop (Sedum spp.). The eggs develop but the tiny caterpillar hibernates inside the eggshell or as newly hatched larva in its close vicinity. In spring it starts feeding on the buds of the foodplant. The caterpillars of later instars also eat the leaves. When it is time to pupate, the caterpillars look for a safe place between the stones, where they then spin a flimsy cocoon in which to change into a pupa. The Apollo has one generation a year. Habitats: alpine and subalpine grasslands (23%), dry calcareous grasslands and steppes (19%), inland cliffs and exposed rocks (11%), screes (9%), coniferous woodland (7%), broad-leaved deciduous forests (7%).","This species is declining in areas of low altitude. These lowland populations suffer from fragmentation and isolation. Large and strong populations are still found in the high parts of the Alps and other high mountain ranges. The species is attractive to collectors, especially the subspecies of small lowland populations, but there is no evidence to determine whether this is contributing to its decline.","The species is listed on the Habitats Directive Annex 4, Bern Convention Annex 2 and CITES Appendix II. In Poland, the species only occurs in protected areas. The species is legally protected in many countries. In spite of this legal protection, there is often no special attention to the habitat management. As a consequence, many small lowland populations are declining. The production and implementation of species action plans are urgently needed.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parnassius,mnemosyne,,,,,NT,A2c,LC,,"At the European level, a decline of more than 25% falls within the uncertainty limits for this species' population decline. Therefore, this species is considered as Near Threatened. In the EU27 countries, this species is listed as Least Concern, as it has been evaluated against all the IUCN criteria and does not meet, nor is it close to meeting (e.g. populations have not been declining by more than 25% in the past 10 years), the thresholds for any category of threat.",Decreasing,"Scattered, local populations in the Pyrenees, Central Massif, the Alps, mountainous areas in Italy, Sicily, the Balkans and Greece, Germany (also in Harz Mts. and Rhön), Norway, Sweden, Finland and Baltic States. 0-2,300 m. Its range extends across the Caucasus to the Middle East and eastwards across Iran, Afghanistan and Middle Asia to West Siberia. The global distribution area of the species is situated both within and outside Europe.","This is a local species, restricted to (semi-) natural areas. Strong decline in distribution or population size of more than 30% have been reported from Bosnia and Herzegovina, Germany, Latvia and Ukraine. Decline in distribution or population size of 6-30% have been reported from Albania, Austria, Belarus, Czech Republic, France, Hungary, Romania and Switzerland (data provided by the national partners of Butterfly Conservation Europe).","The Clouded Apollo occurs in mountainous regions on damp to moderately dry grassland, usually with woodland or scrub in the neighbourhood. The butterflies can often be seen visiting red or purple flowers for the nectar they need. The foodplant is Corydalis, that at the time of egg laying is not yet above ground. The eggs are laid on its dried stems, on grass blades, or on other plants not too far from the foodplants. The egg hibernates. In spring, as soon as it has hatched, the small caterpillar starts its search for a suitable foodplant. When fully-grown, it pupates in a closely spun cocoon of fine threads, situated above the ground in the leaves of the foodplant. The Clouded Apollo has one generation a year. Habitats: broad-leaved deciduous forests (22%), alpine and subalpine grasslands (19%), mesophile grasslands (14%), humid grasslands and tall herb communities (10%), mixed woodland (8%), dry calcareous grasslands and steppes (8%).",This species is especially threatened by changes in the management of semi-natural grasslands and woodland. Both intensification of use and abandonment will have a negative impact on this butterfly.,"The species is listed on the Habitats Directive Annex 4 and Bern Convention Annex 2. In countries where the species is declining, important habitats should be protected and managed. The effects of conservation actions should be monitored by a Butterfly Monitoring Scheme.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parnassius,phoebus,,,,,NT,A2c,NT,A2c,"Both at the European and EU27 member states level, a population decline of almost 30% falls within the uncertainty limits for this species' population decline. Therefore, this species is considered as Near Threatened.",Decreasing,"In Europe, it only occurs in the Alps and Northern Urals: in France, Italy, Switzerland and Austria (as far as in Steirmark). It is very rare in Liechtenstein and in the south of Germany. 1,200-2,800 m, most populations 1,800-2,200 m. It is also found in the Caucasus, the Altai and Siberia to the Far East and North America. The global distribution area of the species is situated both within and outside Europe.",This species is widespread in the mountainous areas of Europe. Strong decline in distribution or population size of more than 30% have been reported from Germany. Decline in distribution or population size of 6-30% have been reported from Austria and France (data provided by the national partners of Butterfly Conservation Europe).,"The Small Apollo occurs in the mountains, especially in damp places, such as beside streams and where it gets flooded from time to time. Such spots are the habitat of Yellow Mountain Saxifrage (Saxifraga aizoides). However, the Small Apollo living in the Mercantour in the south-west of the Alps, use Roseroot (Rhodiola roseum) as foodplant. The eggs are either laid on or in the vicinity of the foodplant. The very small caterpillar sometimes passes the winter in the egg, sometimes outside it. The fully-grown caterpillars are black with a row of orange-red or yellow spots along each side. At the beginning of the summer, they spin a flimsy cocoon in which to pupate, either low down on the larval plant, or on the ground. The Small Apollo has one generation a year. Habitats: alpine and subalpine grasslands (37%), inland cliffs and exposed rocks (12%), humid grasslands and tall herb communities (12%), mesophile grasslands (12%), water-fringe vegetation (12%), fens, transition mires and springs (12%).",The species is threatened by changes in the management of (sub)-alpine meadows. It might get threatened in future by climate change.,"This species occurs in a number of protected areas across its range. In countries where the species is declining, important habitats should be protected and managed. The effects of conservation actions should be monitored by Butterfly Monitoring Schemes.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,hospiton,,,Yes,Yes,LC,,LC,,"In previous assessments (Collins and Morris 1985), Papilio hospiton was listed as Endangered, based on a population decline caused by habitat destruction, commercial collecting and destruction of its foodplants. Aubert et al. (1996) found that the species was in fact not declining, although elimination of the foodplants could lead to a potential decline of the butterfly. As long as traditional land use characterized by overgrazing and controlled burning continues, the foodplants are however not in danger. Following the present Red List criteria, this species is listed as Least Concern, since it has not declined by more than 25% in the last ten years, its European extent of Occurrence (EOO) is larger than 20,000 km² and its population size is probably larger than 10,000 adult individuals.",Increasing,"Only occurs on Corsica and Sardinia. Its elevational range is between 400-1,500 m. This is a European endemic species.","A local species, restricted to (semi-) natural areas.","The Corsican Swallowtail is a butterfly of open, grassy slopes, often with some scattered rocks and bushes and of slopes with low-growing scrub. Just as the Swallowtail, P. machaon, these butterflies show hill-topping behaviour, the males assembling on hilltops or other prominent features in the landscape, waiting for the females to arrive. In Corsica, they are found on three different foodplants, Giant Fennel (Ferula communis), Ruta corsica and Peucedanum paniculatum, different populations being strictly bound to one type of foodplant. However, in Sardinia, the caterpillars are only found on Giant Fennel (Ferula communis). The Corsican Swallowtail has one generation a year and hibernates in the pupal stage. On Corsica reported to do well after forest fires. Habitats: heath and scrub (16%), sclerophyllous scrub (16%), phrygana (16%), dry calcareous grasslands and steppes (16%), dry siliceous grasslands (16%), alpine and subalpine grasslands (16%).",This species is not believed to face major threats at the European level.,"The species is listed on the Habitats Directive Annexes 2 and 4, Bern Convention Annex 2 and CITES Appendix I. This species occurs in a number of protected areas across its range. No specific conservation actions are needed at a European level. In France and Italy, not all populations are in Natura 2,000 areas.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,machaon,,,,,LC,,LC,,"This species is listed as Least Concern, as it has been evaluated against all the IUCN criteria and does not meet, nor is it close to meeting (e.g. populations have not been declining by more than 25% in the past 10 years), the thresholds for any category of threat.",Stable,"This species is widespread throughout Europe, except in Ireland and Denmark. In England, it is only present in Norfolk. In the Netherlands, it occurs mostly in South-Limburg, it is rarer northwards. 0-3,000 m. It is also found in rest of the Palearctic and North America. The global distribution area of the species is situated both within and outside Europe.","This is a common and widespread species in its European range. It is reported extinct in Denmark. Strong decline in distribution or population size of more than 30% have been reported from Bosnia and Herzegovina. Decline in distribution or population size of 6-30% have been reported from Latvia, Luxembourg, Romania, Serbia, Spain and Ukraine (data provided by the national partners of Butterfly Conservation Europe).","The Swallowtail is a species of flower-rich meadows and small-scale farmland. The males and females meet at hilltops or above high trees, showing a type of behaviour known as “hill-topping”, with the butterflies dancing up and down in the air. The Swallowtail needs a lot of nectar. In the south of the range, they also occur in parks and gardens. Eggs are laid on various umbellifers, including Wild Carrot (Daucus carota) and Rutaceae. The British population in the Norfolk Broads only uses Milk-Parsley (Peucedanum palustre) as a foodplant. The fully-grown larvae are very conspicuous, bright green with black stripes and orange spots. When disturbed they can suddenly show a Y-shaped, orange scent-gland or osmeterium, just behind its head, producing a strong, unpleasant smell. The caterpillars from autumn generations leave the foodplant to pupate on the ground and hibernation takes place as a pupa. The caterpillars of the summer generations pupate low down on the larval foodplant. Depending on the altitude of the breeding ground and its position in the distribution range, the Swallowtail produces one to three generations a year. Habitats: mesophile grasslands (9%), dry calcareous grasslands and steppes (8%), humid grasslands and tall herb communities (8%), fallow land, waste places (8%), urban parks and large gardens (7%), orchards, groves and tree plantations (6%).",This species is not believed to face major threats at the European level.,"In the United Kingdom, the species only occurs in protected areas. No specific conservation actions are needed at the European level, but in countries where the species is declining, important habitats should be protected and managed. The effects should be monitored by Butterfly Monitoring Schemes.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,alexanor,,,,,LC,,LC,,"This species is listed as Least Concern, as it has been evaluated against all the IUCN criteria and does not meet, nor is it close to meeting (e.g. populations have not been declining by more than 25% in the past 10 years), the thresholds for any category of threat.",Decreasing,"This species occurs in the southeast of France and just in the adjacent Alps of Northwestern Italy, extreme south of Italy (Aspromonte) and east of Sicily, the Balkans, Croatia (coastal area), Albania and large parts of Greece including several Greek islands. Mostly between 300-1,500 m. Its range extends to Turkey and the Middle East, Middle Asia to Iran and Afghanistan. The global distribution area of the species is situated both within and outside Europe.","This is a local species, restricted to (semi-) natural areas. Strong decline in distribution or population size of more than 30% have been reported from FYR of Macedonia. Decline in distribution or population size of 6-30% have been reported from Croatia and France (data provided by the national partners of Butterfly Conservation Europe).","The Southern Swallowtail is mostly found on warm, dry calcareous slopes with a flower-rich vegetation and low-growing bushes. They prefer slopes that are steep and rocky. They are especially active during the hottests hours of the day. Different foodplants are known, all of them umbellifers. Ptychotis saxifraga is the most important one in the western part of its range, but eggs are also laid on Opopanax chironium, Seseli montanum and Trinia glauca. In the Eastern part, the caterpillars feed mostly on various fennels (Ferula spp.) and also on Opopanax hispidus, Burnet saxifrage (Pimpinella saxifraga), Scaligeria cretica and Wild Parsnip (Pastinaca sativa). The caterpillars eat the flowers and ripening seeds. They seem to prefer plants growing in very sparse vegetation near bare patches. The Southern Swallowtail has one generation a year and passes the winter in the pupal stage. Habitats: phrygana (40%), sclerophyllous scrub (20%), heath and scrub (20%), dry calcareous grasslands and steppes (10%), dry siliceous grasslands (10%).","Although this species shows a decline in a part of its European range, it is not believed to face major threats at the European scale.","The species is listed on the Habitats Directive Annex 4 and Bern Convention Annex 2. This species occurs in a number of protected areas across its range. In Bosnia and Herzegovina, the species only occurs in protected areas. No specific action is needed at a European level, but in countries where the species is declining, important habitats should be protected and managed. The effects should be monitored by Butterfly Monitoring Schemes.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Zerynthia,caucasica,,,,,NA,,NA,,"This species is considered Not Applicable, as Europe is at the margin of its global distribution range.",Unknown,"This species is present on the southern and eastern coasts of the Black Sea, northwest of the Caucasus. Up to 1,800 m (Tshikolovets 2003, Baytas 2007). Europe is at the margin of the global distribution area of the species.","This is a local species, restricted to (semi-) natural areas. It is not clear if there are populations in the part of Southern Russia considered to be European.","The Caucasian Festoon occurs in moist bushy clearing and other open places in deciduous and mixed forests and on wet meadows on hills. female lays its eggsThe female lays its eggs mostly on a birthwort species (Aristolochia iberica). The species has one generation a year and passes the winter in the pupal stage (Tshikolovets 2003, Baytas 2007). Detailed habitat descriptions are not available.",There are no main threats known in Europe.,No specific conservation actions are needed at the European level.,"van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Zerynthia,cretica,,,Yes,Yes,LC,,LC,,"This species is listed as Least Concern, since it has not been declining by more than 25% in the last ten years and its population size is probably larger than 10,000 adult individuals.",Stable,"Occurs only locally on Crete. Its elevational range is 0-1,500 m. This is a European endemic species.","A local species, restricted to (semi-) natural areas.","This Festoon is often seen in dry, open scrub, but also on agricultural land, in olive groves and vineyards and sometimes in damp places. The Birthwort Aristolochia cretica, which only grows on Crete and perhaps also A. sempervirens, are used as host plants. It has one generation a year and hibernates as a pupa. Habitats: heath and scrub (50%), sclerophyllous scrub (50%).","Although this is a European endemic with a restricted range, this species is not believed to face major threats at the European level.","No specific conservation actions are needed at a European level, but since it has a restricted global range, its distribution and trend should be monitored closely, for example by a Butterfly Monitoring Scheme.","van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., López Munguira, M., Maes, D., Sasic, M., Verstrael, T., Warren, M. & Settele, J."
