Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Red List Assessors
ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Pleurodeles,waltl,,,,,NT,,NT,,"Listed as Near Threatened because this species is probably in significant decline (but probably at a rate of less than 30% over ten years) because of widespread habitat loss through much of its range, and the effects of invasive species, thus making the species close to qualifying for Vulnerable.",Decreasing,"This species is distributed in central and southern Iberia, and in the coastal plain of northern Morocco. It is essentially a lowland species becoming rare above 900m asl, although it might be found at 1,565m asl in the Sierra de Loja, Granada, Spain.","It is not abundant over most of its distribution, with populations being more scattered and fragmented in the east and north of the Iberian Peninsula. Some population declines in this species have been observed, especially in eastern Spain. It appears to be in decline in Morocco (although it is common in the north), and the southernmost populations in Morocco might be extinct (T. Slimani and El Hassan El Mouden pers. comm.).","This is a highly aquatic species of Mediterranean-type habitats including scrub, open woodland and cultivated land. It is generally found in ponds, dayas, wadis, lakes, ditches and slow-moving streams (often temporary in nature) with plenty of vegetation cover. The adults are mostly found under stones or in mud in their aquatic habitats, or sheltering under cover on land if the wetland dries up. It may be present in slightly modified aquatic and terrestrial habitats. The female deposits around 800-1,500 eggs on plants and stones in ponds.","This species is generally threatened through loss of aquatic habitats through drainage, agrochemical pollution, the impacts of livestock (in North African dayas), eutrophication, domestic and industrial contamination, and infrastructure development. It has largely disappeared from coastal areas in Iberia and Morocco close to concentrations of tourism and highly populated areas (such as Madrid). Introduced fish and crayfish ( Procambarus clarkii ) are known to prey on the eggs and larvae of this species, and are implicated in its decline. Mortality on roads has been reported to be a serious threat to some populations.","It occurs in a number of protected areas in Iberia, but there is a need to monitor vulnerable populations in northern and eastern Spain and Portugal. It is listed on Appendix III of the Berne Convention and is protected by national legislation in Spain, where captive breeding of the species and habitat restoration projects are in place in some regions.","Pedro Beja, Jaime Bosch, Miguel Tejedo, Paul Edgar, David Donaire-Barroso, Miguel Lizana, Iñigo Martínez-Solano, Alfredo Salvador, Mario García-París, Ernesto Recuero Gil, Tahar Slimani , El Hassan El Mouden, Philippe Geniez, Tahar Slimani"
ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Euproctus,montanus,,,Yes,Yes,LC,,LC,,"Listed as Least Concern since, although its Extent of Occurrence might be less than 20,000 km2, it is common with a presumed large population, and it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",Stable,"This species is endemic to the island of Corsica, France. It ranges from the tip of Capo Corso in the north to Montagne de Cagna in the south, and from San Guillano in the east to Golfe de Girolata in the west. It occurs from near sea level to 2,260m asl.","It is very common in suitable habitat, mostly between 600 and 1,500m asl.","The aquatic habitats of this species are exclusively unpolluted small rivers, mountain rivers and lakes; it is most often found in calm sections where there is a high-water level. The terrestrial habitats of the species are generally open riverine macchia or woodland. It breeds in water, with approximately 70 eggs laid in groups under rocks. It is not considered to be very adaptable to changes in habitat.","Threats to this species include habitat fragmentation, the introduction of predatory fishes (e.g.. trout) to streams, water pollution and the over extraction of water for both agriculture and tourism. However, it is not believed to be significantly threatened at present.","The species is listed on Appendix II of the Bern Convention, on Annex IV of the EU Habitats Directive and is also protected by national legislation. It occurs in a number of protected areas (Natura 2000 sites).","Claude Miaud, Roberta Lecis, Paul Edgar, Marc Cheylan, Antonio Romano, Roberto Sindaco"
ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax,lessonae,,,Yes,,LC,,LC,,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",Decreasing,"This species is distributed over much of Europe, ranging as far east as the southern Ural Mountains of Russia. It is absent from the Iberian Peninsula (except for introductions to Spain in Cáceres [Villasbuenas de Gata] and unspecified localities in Galicia, Cataluña and Comunidad Valenciana), much of Scandinavia, central and southern Italy (exact distribution not known but thought to be replaced by P. bergeri ) and it is absent from the Balkans. There are two isolated relict populations - one near Oslo (Norway) and Uppland (Sweden) north of Stockholm. It is native (formerly extirpated) to the British Isles and has been recently reintroduced from Sweden. It might occur up to 1,550m asl in southern parts of its range.","Although this species is reported to be declining over much of its European range (Gasc et al. , 1997), it remains widespread and common in Poland, the Baltic Republics, Moldova, Russia and the Ukraine.","It is present in deciduous and mixed forests, forest steppe, steppe, bush lands (e.g. riparian alder groves), meadows, fields and fens. It may often be found in shallow stagnant waterbodies (usually without fish) such as lakes, ponds, swamps, large puddles, clay and gravel pits, and ditches, often covered with dense herbaceous vegetation. It breeds in these wetlands, but may be found hibernating away from waterbodies. It is not very adaptable, but can occur in slightly modified habitats.","It is threatened by habitat loss through agricultural intensification and urbanization, channelization of waterbodies, drainage and pollution of wetlands, and the introduction of predatory fishes to breeding sites. It is additionally threatened by afforestation (in northern parts of the range) and competition with the larger sympatric R. ridibunda. The frog-leg trade (which is increasing) and high levels of pollution are leading to significant declines in populations within Yugoslavia (Dzukic, 1996; Ljubisavljevic et al. 2003).","It is listed on Appendix III of the Berne Convention and on Annex IV of the EU Natural Habitats Directive. It is protected by national legislation in many countries and is recorded on a number of national and sub-national Red Data books and lists. It is present in many protected areas. In parts of the species' range, mitigation measures to reduce road kill have been established.","Sergius Kuzmin, Trevor Beebee, Franco Andreone, Per Nyström, Brandon Anthony, Benedikt Schmidt, Agnieszka Ogrodowczyk, Maria Ogielska, Dan Cogalniceanu, Tibor Kovács, István Kiss, Miklós Puky, Judit Vörös"
ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BOMBINATORIDAE,Bombina,pachypus,,A number of authors consider Bombina pachypus to be a subspecies of Bombina variegata (Bologna et al. 2000; Ohler 1997; Hofman et al . 2007). The taxon was elevated to species level by Lanza and Vanni (1991) mainly through the use of preliminary electrophoretic data published in the form of a congress summary (Nascetti et al. 1982) and also on the basis of old morphological evidence (Vaccaneo 1931).,Yes,Yes,EN,A2ce,EN,A2ce,"Listed as Endangered because of a population decline, estimated to be more than 50% (but presumably lower than 80%) inferred from a decline in the Area Of Occupancy, and significant reduction in mature individuals, in the past 10 years, possibly because of susceptibility of this species to the chytridiomycosis pathogen.",Decreasing,"This species is endemic to Italy, where it occurs south of the Po Valley, through the Appenine region, south to the southern tip of the Italian mainland. It ranges from 20m up to almost 1,700m asl (in Latium).","It was formerly common in suitable habitat. However, the species has declined in almost all of its range (with the exception of Calabria, where populations remain stable) over the last 10 years. A survey of representative sites across the species' range showed that the species disappeared from >50% of surveyed sites between 1996 and 2004 (55 occupied sites in 1996 versus 23 occupied sites in 2004: Barbieri et al . 2004). Significant recent declines in the populations of this species have been recorded from the Province of Siena (Piazzini et al . 2005); Abruzzo (Ferri et al. 2007); Ancona (Fiacchini 2003); Lazio (Bologna et al . 2000; Bologna et al . 2007) and Emilia-Romagna (Stagni et al . 2005).","The species occurs in shallow, unshaded pools in forests and open areas. Spawning and larval development takes place in these pools. It also occurs in modified habitats, such as low-intensity farmland, pastureland, ditches, irrigations areas, drinking troughs, and ponds.","Threats to this species are presumed to largely include loss and fragmentation of wetland habitat to drainage for intensive agricultural purposes. However many populations appear to have declined in areas of presumably intact habitat. In some places it may have very small populations (10-12 individuals [Mattoccia et al . 2005]); these small populations are highly subject to stochastic extinctions. This species might also be threatened with chytridiomycosis, which has been associated with the deaths of several captive animals (Stagni et al. , 2002; Stagni et al. 2005), and further research into the possible impacts of this disease on populations of this species is needed. The cause of recent serious population declines remains incompletely known, but it has been speculated that chytridiomycosis is responsible.","This species is listed on Appendix II of the Bern Convention, and on Annexes II and IV of the EU Habitats Directive, in both cases under Bombina variegata . It is known to occur in many protected areas including several National Parks. The cause of recent severe declines in this species requires urgent investigation and action.","Franco Andreone, Claudia Corti, Roberto Sindaco, Antonio Romano, Filippo Giachi, Stefano Vanni, Giovanni Delfino"
ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Alytes,cisternasii,,,Yes,Yes,NT,,NT,,"Listed as Near Threatened because this species is probably in significant decline (but probably at a rate of less than 30% over ten years), thus making the species close to qualifying for Vulnerable.",Decreasing,"This species is restricted to southern and eastern Portugal and western and central Spain, from 100-1,300m asl.","It can be locally common in suitable habitat, and is more abundant in the western part of its range. Population declines have been observed in Spain, potentially because of introduced predators.","This species is closely associated with meadows and open oak ( Quercus ) forests, most often in sandy areas. Reproduction and larval development generally takes place in temporary waterbodies (most often stream habitats), occasionally in permanent waterbodies; larval development is relatively long in this species and may last more than one season. The species is not very adaptable.","The main threats are the loss of suitable Mediterranean forest habitat, the introduction of predatory fishes and Louisiana Crayfish ( Procambarus clarkii ), and the loss of suitable aquatic habitats through pollution, canal construction, dams, and urbanization. A potential future threat is chytridiomycosis, which has already affected the related Alytes obstetricans in Spain.","It is known to occur in Cabañeros and Doñana National Parks, Spain, and is listed on Appendix II of the Bern Convention, and on Annex IV of the EU Habitats Directive. It is protected by national legislation in Spain, and is recorded in a number of national and sub-national Red Data Books. Given the potential future threat of chytridiomycosis this species should be monitored closely.","Pedro Beja, Jaime Bosch, Miguel Tejedo, Miguel Lizana, Iñigo Martínez-Solano, Alfredo Salvador, Mario García-París, Ernesto Recuero Gil, Jan Willem Arntzen, Rafael Marquez, Carmen Diaz Paniagua"
ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Discoglossus,sardus,,,Yes,Yes,LC,,LC,,"Listed as Least Concern in view of its wide distribution, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",Decreasing,"The species is mainly restricted to the islands of Sardinia, Italy and Corsica, France (where it is absent from the high mountains in the centre of the island), with other populations occurring on a number of smaller Mediterranean islands in the Tyrrhenian Sea, and on the Monte Argentario peninsula of the Italian mainland (Tuscany), and also the islands of Port-Cros and Le Levant in the south of France. It has been recorded at elevations from sea level to 1,770m asl (Sardinia).","This species is still relatively common in suitable habitat in both Sardinia and Corsica. Little is known about mainland populations of Tuscany, although it is possible that they are threatened due to their probable small size. Populations on Port-Cros Island (France) have increased following the eradication of introduced fish: Gambusia and Scardinus erythrophalmus .","The species inhabits a wide range of aquatic and terrestrial habitats including still and slow-running waters in open or wooded (coniferous and broadleaf) areas and maccia; it may even occur in slightly brackish pools. The eggs are deposited between aquatic vegetation in streams, and the larvae develop in these streams. The species can tolerate some habitat disturbance.","It is threatened by general loss of suitable woodland and aquatic habitats. Aquatic habitats used by this species on Corsica (and presumably on Sardinia) are being lost through damming of streams and increased water abstraction for tourism. However, overall this species does not appear to be significantly threatened. There were some die-offs of this species in Sardinia in 2004 and 2006, but the cause is unknown (Bovero et a l. 2008).",The species is listed on Appendix II of the Bern Convention and is also listed on Annex IV of the EU Habitats Directive. It is protected by national legislation in Italy. It has been recorded from Parco Regionale Sette Fratelli and Parco Nazionale Gennargentu-Golfo di Orosei in Sardinia. Further investigations into the genetic diversity of this species are needed. It occurs in the Parc National Port-Cros in France.,"Franco Andreone, Roberta Lecis, Claude Miaud, Claudia Corti, Roberto Sindaco, Antonio Romano"
ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lyciasalamandra,luschani,,"Formerly included in the genus Salamandra , this taxon was assigned to the genus Lyciasalamandra by Veith and Steinfartz (2004).",,,NA,,NE,(does not occur in EU),"Global: VUTurkish: VUEurope: NA (marginal occurrence - less than 1% of the species' distribution is within the region)EU27: NE (does not occur)This species is listed as Vulnerable because its Extent of Occurrence is less than 5,000 km2, all individuals are in fewer than ten locations, and there is continuing decline in the extent and quality of its habitat.",Stable,"This species ranges from Fethiye to Finike, in south-western Anatolia, Turkey, where it apparently has a fragmented distribution. An endemic subspecies ( Lyciasalamandra luschani basoglui ) is found on the nearby Greek island of Kastellorizo (= Megisti). It may have a more continuous range than shown (Avci and Oz, pers. comm. 2008).",It is common to fairly abundant.,"It is associated with rocky limestone outcrops, and is often found in marquis scrub or pine woodlands (and not in modified habitats). The species is viviparous, producing one or two fully metamorphosed young; the gestation period is about one year.","Within its naturally restricted range, the species is potentially threatened by habitat loss caused by forest fires, and overcollection for scientific purposes. Currently, there is only limited habitat loss taking place, since the human population in its range is generally low, and there is little tourism in the area where it is found, but with ongoing development in the region habitat loss could become more severe.","This species is present within a protected area in Greece, and is found in three protected areas in Turkey. More research is needed on the distribution of this species.","Petros Lymberakis, Yakup Kaska, Yusuf Kumlutaş, Aziz Avci, Nazan Üzüm, Can Yeniyurt, Ferdi Akarsu, Varol Tok, Ismail H. Ugurtas, Murat Sevinç, Pierre-André Crochet, Theodore Papenfuss, Max Sparreboom, Sergius Kuzmin, Steven Anderson, Mathieu Denoël"
ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Triturus,marmoratus,,,Yes,Yes,LC,,LC,,"Listed as Least Concern in view of its wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",Decreasing,"This species can be found in much of northern Iberia, and central, southern and western France. This species was introduced to the area of Turin, Italy but is now presumed to be extinct here (J.W. Arntzen pers. comm.). Present from sea level to elevations approaching 2,100m asl.","It is locally abundant in suitable habitat. It is locally endangered in central France, less threatened in southern France, and not particularly threatened in Spain and Portugal.","Aquatic habitats include well-vegetated ponds, pools, ditches and streams generally within dry woodlands, heath land, fields and rough grassland. Breeding and larval development take place in many different types of permanent and temporary water sources, usually with aquatic vegetation for reproduction. It can occur in slightly modified habitats such as traditional farmland.","Major threats are agricultural intensification, drainage, pollution, and eutrophication of aquatic habitats through intensive agricultural. Mass mortality of the species through disease (iridovirus) has been recorded in Carris Lake, Peneda-Gerês National Park, Portugal. The disease might be non-native and have been transferred to the lake by an introduced predatory fish ( Lepomis gibbosus ). Predation by L. gibbosus and other introduced predatory fish and crayfish ( Procambarus clarkii ) species is also a threat to T. marmoratus in parts of its range. There is some illegal collection of the species for the pet trade.","Protected by national legislation throughout its range (Gasc et al. , 1997). Listed on Annex IV of the EU Habitats Directive. Listed on Annex III of the Bern Convention. Present in a number of protected areas. In Portugal it is present in Peneda-Gerês National Park where the population of Carris Lake has been severely impacted by disease. Further research into the impacts of disease on this species is needed. Re-introductions and/or translocations of this species have been made in the area of Madrid, Spain.","Jan Willem Arntzen, Robert Jehle, Jaime Bosch, Claude Miaud, Miguel Tejedo, Miguel Lizana, Iñigo Martínez-Solano, Alfredo Salvador, Mario García-París, Ernesto Recuero Gil, Paulo Sa-Sousa, Rafael Marquez"
ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PELOBATIDAE,Pelobates,fuscus,,Further systematic work is currently under way on this taxon. It seems possible that it might be a complex of more than one species.,,,LC,,LC,,"Listed as Least Concern in view of its wide distribution, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.EU27: Least Concern, however the species is currently in a serious decline and may soon quality for NT.Europe: LC, however the species is currently in a serious decline and may soon quality for NT.",Decreasing,"This is a lowland species found throughout much of the plains and hilly regions of Europe, including from eastern Netherlands, eastern Belgium and eastern France, east through Germany, Denmark, Sweden (northern limits) and Central Europe and Eastern Europe to western Siberia (Russia) and northwestern Kazakhstan. It ranges from sea level up to 675m asl. There is a very isolated population in Argenton-sur-Creuse in central France, and another isolated population (the endemic subspecies, Pelobates fuscus insubricus ) in the Po Valley of northern Italy.","Populations are reported to be declining or rare in some European countries (e.g.. Italy, Sweden, Denmark, Slovenia, Hungary). It is generally common in Poland. The species is common and widespread in the European part of the former Soviet Union. It is extinct in Switzerland.","It is mostly present in open areas, generally avoiding moist soils. It inhabits clear spaces in coniferous, deciduous and mixed forests (and their edges), groves, steppes, fields, meadows, sand dunes, heath land, gravel pits, parks and gardens. Spawning sites are mostly permanent, small still waterbodies including ditches, ponds and lakes. It may occur in modified habitats such as rice fields (in Italy). Nocturnal and habitat specific.","The species seems to be may be sensitive to water quality and soil structure. Pollution of wetlands by industry, domestic sewage and agriculture (including eutrophication), drainage of breeding pools and introduction of predatory fishes and crayfish are major threats to the species. The species is also threatened by loss of terrestrial habitats (such as meadows) by factors such as intensive agriculture (e.g., over-stocking of cattle) and mortality on roads (and off-road driving). The species is collected in small numbers for the pet trade. Pelobates fuscus insubricus is a highly threatened subspecies. There are now 12 populations and in recent years it has declined strongly. In some areas it is threatened by the introduced crayfish. chytrid may be a problem (and may be now) in the near future. There is an Action Plan for this species in the Bern Convention.","It is protected by national legislation in most European range states. Listed on Appendix II of the Bern Convention. It is listed on Annex IV and Pelobates fuscus insubricus is listed on Annex II of the EU Natural Habitats Directive as a priority species. The species is recorded in a number of national and sub-national Red Data Books and Lists. It is present in many protected areas. In parts of this species' range, mitigation measures to reduce road kill have been established. A conservation programme is in place for the isolated population in central France. Populations benefit from pond creation and respond well to habitat restoration. In Sweden 99% of the population was lost between 1959-1989, however the species is now recovering due to reintroduction and population augmentation.","Aram Agasyan, Aziz Avisi, Boris Tuniyev, Jelka Crnobrnja Isailovic, Petro Lymberakis, Claes Andrén, Dan Cogalniceanu, John Wilkinson, Natalia Ananjeva, Nazan Üzüm, Nikolai Orlov, Richard Podloucky, Sako Tuniyev, Uğur Kaya"
ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pelophylax,shqipericus,,"Although Schneider and Haxhiu (1994) had difficulty distinguishing the voice of Pelophylaxa shqipericus from that of P. lessonae , morphology, allozymes, mtDNA sequences, and crossing experiments all indicate that P. shqipericus is very distinct from P. lessonae . Its relationships with other western Palearctic water frogs are less clear (T. Uzzell pers. comm.). This species does not make hybridogenetic hybrids (Guerrini et al. 1997).",Yes,,EN,B1ab(iii),NE,(does not occur in EU),"Listed as Endangered because its Extent of Occurrence is less than 5,000 km2, its distribution is severely fragmented, and there is continuing decline in the extent and quality of its habitat.",Decreasing,This lowland species is restricted to western Albania and southern Montenegro at elevations below 500m asl.,There is no information on the population status of this species.,"It has been reported from heavily vegetated aquatic habitats including ditches, swamps, marshes, the edges of slow-flowing rivers and the shoreline of Lake Skadar. Breeding, and larval development, takes place in these wetland habitats. It is not known if the species can successfully adapt to habitat modification.",The major threat is drainage of wetland habitats and aquatic pollution of many waterways caused by agrochemical and industrial (including mining) contaminants. In the northern parts of its range (e.g. Lake Skadar) it is significantly threatened by over collection for commercial purposes. An additional threat is the accidental introduction of commercially transported non-native water frogs.,"It is listed on Appendix III of the Berne Convention. 'Green frogs', including R. shqiperica , are not protected by law in Yugoslavia (Kalezic and Dzukic 2001; Ljubisavljevic, Dzukic and Kalezic 2003). The species is present in the Lake Skadar protected area, on the border of Montenegro and Albania.","Thomas Uzzell, Jelka Crnobrnja-Isailovic"
ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,arborea,," Hyla arborea is the central member of the Hyla arborea complex, which includes several species of European and Asiatic tree frogs.",,,LC,,LC,,"Listed as Least Concern in view of its wide distribution, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.Turkey: LC",Decreasing,"This is a widespread Palearctic species occurring from Iberia (where there are scattered populations within its range) and France, eastwards to western Russia and the Caucasian region, and southwards to the Balkans and Turkey (except extreme eastern, southeastern parts). It is mostly absent from Scandinavia (except southern and eastern Denmark and extreme southern Sweden), and has been introduced to the UK (New Forest) but is now thought to be extinct there and is not mapped. This is a lowland species that has been recorded at a maximum altitude (in Europe) of 2,300m asl. (Bulgaria), although this requires reconfirmation.","While the species is common in suitable habitats in parts of its range, it is reported to be fragmented and in significant decline over much of its Western European distribution (e.g., Gasc et al. , 1997; Baker, 1997; Fog, 1995).","This species is generally associated with open, well-illuminated broad-leaved and mixed forests, bush and shrublands, meadows, gardens, vineyards, orchards, parks, lake shores and low riparian vegetation. Dark and dense forests are avoided. Populations can tolerate periods of dryness and can be encountered in dry habitats (Dan Cogălniceanu pers. comm., October 2008). Spawning and larval development takes place in stagnant waters such as lakes, ponds, swamps and reservoirs, and sometimes in ditches and puddles. The species has been reported from anthropogenic landscapes, including large cities (e.g., Kiev). It sometimes occurs in sympatry with Hyla meridionalis (and produces infertile hybrids).","The species is quite sensitive to changes in habitat, including loss and fragmentation of forests, bush groves and meadows (with the isolation of populations), and the drainage and pollution of wetlands (industrial and agricultural) and predatory fish species. These impacts on metapopulations have led to declines in parts of Europe, and possible local declines in Turkey. The species is collected for the pet trade, and in some parts of its range (western Europe) this might be leading to local population declines.","It is listed on Appendix II of the Berne Convention and is listed on Annex IV of the EU Natural Habitats Directive. The species is protected by national legislation in many countries, it is recorded on many national and sub-national Red Data books and lists and it is present in many protected areas. It has been reintroduced to Latvia (Gaua National Park, Riga District) in 1987-1992 from Belarus and from captive bred individuals raised at Riga Zoo. Further research into the distribution limits of this species in southern Turkey is needed. In parts of this species range, mitigation measures to reduce road kill have been established.In Sweden, a ""restocking program"" has successfully has increased the population from 2,000 (1980) to 50,000 (2008) in about 900 breeding ponds and the species has been repopulated to its historic range. The species benefits from pond creation programs in several areas of Central Europe. This is often a flagship species for numerous restoration programs.","Ugur Kaya, Aram Agasyan, Aziz Avisi, Boris Tuniyev, Jelka Crnobrnja Isailovic, Petro Lymberakis, Claes Andrén, Dan Cogalniceanu, John Wilkinson, Natalia Ananjeva, Nazan Üzüm, Nikolai Orlov, Richard Podloucky, Sako Tuniyev, Uğur Kaya"
ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,italicus,,,Yes,Yes,LC,,LC,,"Listed as Least Concern in view of its relatively wide distribution, tolerance of a broad range of habitats, presumed large population, and because it is unlikely to be declining fast enough to qualify for listing in a more threatened category.",Decreasing,"This species is found through most of central and southern Italy, with higher concentrations at lower altitudes. It has been recorded up to 2,000m asl.","This species is locally abundant. It is more common in southern areas, and it is somewhat rarer at the northern edge of its range in central Italy, especially around the Italian Apennines. Some local declines have been observed in Calabria, and Abruzzo Mountains.","This species is often associated with woodland and agricultural habitats. It breeds in a variety of temporary ponds, ditches, slow-moving streams and lakes. It is also found in modified habitats such as wells and water tanks.","The main threat to the species is localized drainage of wetlands. Pollution and eutrophication of aquatic habitats (especially breeding ponds), and the introduction of predatory fishes, may also be a problem. However, the species is not considered seriously threatened at present.","It is listed on Annex IV of the EU Habitats Directive, and on Appendix II of the Bern Convention. This species is present in several protected areas.","Jan Willem Arntzen, Franco Andreone, Claudia Corti, Roberto Sindaco, Antonio Romano"
ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Salamandra,lanzai,,,Yes,Yes,VU,D2,VU,D2,"Listed as Vulnerable because it is known from fewer than five locations, and it is considered to be plausible that the species could decline in response to development within its restricted range.",Stable,"This species occurs only in a very small area of the western Alps on the border of Italy and France. It is distributed in the valleys of Po, Pellice, and Germanasca in Italy, and in the Guil Valley in France. An isolated population was recently discovered in Chisone valley, Italy. It has also been reported to be (or have been) present on the Maritime Alps, in Cuneo Province. This finding is based upon a single specimen housed in Florence Museum, and with a label indicating its provenance as ""Antracque"", which is a mistake for Entracque, Valdieri (Cuneo), Italy. The species has not been found again at Entracque or nearby sites. Ribéron (2003) concluded that the species' distribution is decreasing, but this assertion is based solely on the Entracque specimen. The altitudinal range is from 1,200m (perhaps less) to around 2,600m asl; the altitude record of 2,800m asl and corresponding locality (Lago delle Forciolline), is most likely erroneous (Andreone and Sindaco 1999; Vences et al. 2003b; Andreone et al. 2004).",The small known populations of this species are considered to be stable. The Germanasca Valley (Torino Province) population was reduced during 2000 because of habitat changes caused by unusually high levels of precipitation.,"It is associated with rocky alpine meadows and scree slopes, often close to small streams, usually above the tree line. The known sites of this species at lower elevations may have mixed or coniferous forest. It gives birth to one to six fully metamorphosed young on land (Noellert and Noellert 1992), and is not associated with water. This species hides beneath rocks and stones when inactive and may be found in pastureland and other slightly modified habitats.","While there are no major threats to this species, some localized development for tourism might be disturbing the habitat, and many individuals are killed by cars.",It is listed on Annex IV of the EU Habitats Directive and on Appendix II of the Bern Convention under Salamandra atra . There is a need to maintain traditional forest and alpine management within the species' range. It is found in protected areas in both Italy and France.,"Roberto Sindaco, Antonio Romano, Franco Andreone, Claude Miaud, Marc Cheylan, Claudia Corti, Philippe Geniez"
ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Chioglossa,lusitanica,,"Two distinct subspecies are recognized, C. l. lusitanica and C. l. longipes (Arntzen et al . 2007).",Yes,Yes,VU,"B2ab(ii,iii,iv)",VU,"B2ab(ii,iii,iv)","Listed as Vulnerable because its Area of Occupancy is probably less than 2,000 km2, its distribution is severely fragmented, and there is continuing decline in its Area of Occupancy, in the extent and quality of its habitat, and in the number of locations in Portugal and Spain.",Decreasing,"This species is restricted to mountainous and hilly areas in north-western Spain (Galicia and Asturias) and northern and central Portugal with an annual precipitation of over 1,000mm. Its distribution is patchy because its required habitat is fragmented. It has been introduced to the Serra de Sintra, Portugal. It has an altitudinal distribution 100-1,000m asl (records above 1,000m asl require confirmation).","This is a localized species that can be abundant in suitable habitats (4-5 adults per metre of brook habitat). Eastern Spanish populations are found at lower population densities, and there have been reports of declines and extinctions of some populations in Galicia. In Portugal, populations are widespread and abundant (P. Arntzen pers. comm.) and not in any immediate danger, but they are considered to be vulnerable because of their specialized habitat requirements (Paulo 1997).","The species is associated with clear, well-oxygenated, small- to medium-sized slightly acidic streams (although in Portugal it has been found in water with pH 7-8), with dense surrounding vegetation in mountainous and hilly areas. The species has also been recorded from caves and abandoned flooded mines. It is associated with broad-leaved oak forest, and occurs in secondary vegetation, but not usually in commercial plantations. Animals have been recorded from eucalypt plantations, pine forests and even shrubland ( Taxus or Erica ) (Iñigo Martínez-Solano pers. comm. December, 2008). The females lay approximately 12-20 eggs in shallow stream water, often attaching the eggs to the bottom substrate. It is often associated with areas of traditional farming practices, and is particularly found in dry stonewalls. Some populations in north-western Spain have disappeared following replacement of broad-leaved forest with other habitats.","The major threats to the species are pollution of streams with agrochemicals, canalization, and water extraction from streams for agricultural purposes, and the loss of terrestrial habitats associated with the streams through conversion to forestry plantations ( Eucalyptus and Pinus plantations). In Portugal, habitat is at risk from fire.","It is listed on Appendix II of the Bern Convention, and is also listed on Annexes II and IV of the EU Habitats Directive. It is protected by national legislation in both Portugal and Spain. It occurs in several protected areas including Picos de Europa National Park, Spain, and Peneda-Gerêz National Park, Portugal.","Jan Willem Arntzen, Jaime Bosch, Mathieu Denoël, Miguel Tejedo, Paul Edgar, Miguel Lizana, Iñigo Martínez-Solano, Alfredo Salvador, Mario García-París, Ernesto Recuero Gil, Paulo Sa-Sousa, Rafael Marquez"
