Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Squalius,castellanus,"Previously this species was included within Squalius pyrenaicus (Günther, 1868), but it is now recognised as a separate species (Doadrio et al. 2007).",Yes,Yes,EN,"B1ab(iii,v)",EN,"B1ab(iii,v)","This species is known from small populations along the Gallo River (Tagus basin) and its main tributaries (Bullones and Arandilla rivers). It has a very restricted range (extent of occurrence less than 500 km²) and, based on the major threat of pollution from the nearby city Molina de Aragonis, it is known from only three locations. In the last ten years only one individual has been collected in the Gallo River.",Decreasing,"Squalius castellanus is known from only one small populations along the Gallo River (Tagus basin) and its main tributaries, both Bullones and Arandilla Rivers, Central Spain (Doadrio et al. 2007).",In the last ten years only one individual has been collected in the Gallo River.,The species occurs in rivers.,The main threat to the species is pollution from the city of Molina de Aragon.,There are no known conservation measures in place.,,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciobarbus,bocagei,,Yes,Yes,LC,,LC,,A widespread species with no known major widespread threats.,Unknown,"Atlantic slope of Spain and Portugal, from Lima to Sado drainages.",Abundant.,"Habitat: Middle and lower reaches of streams, with slow current. Biology: Males reproduce for the first time at three years (70 mm), females at 6-8 years (180-200 mm). Lives up to 11 years. Moves to areas of faster current for spawning, mainly in May-June. Feeds on detritus and benthic invertebrates.",No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gobio,lozanoi,,Yes,Yes,LC,,LC,,A widespread species with no known major widespread threats.,Unknown,Spain: Ebro and Bidasoa drainages; France: Adour drainage. Introduced to rest of Spain and Portugal.,Abundant.,"Habitat: Streams in foot hills with moderate current, with sand or gravel bottom. Biology: No data.",No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciobarbus,graellsii,,Yes,Yes,LC,,LC,,A widespread species with no known major widespread threats.,Unknown,"Spain: from Ebro to Ter drainages on Mediterranean slope and westward to Ason drainage on Atlantic slope. Introduced to Fiora, Ombrone and Albegna drainages (central Italy) around 1998.",Abundant.,"Habitat: Lower and middle reaches of rivers, with slow current. Prefers areas with vegetation and shore cover, migrates to upstream areas with faster current and gravel or stone bottom for spawning. Biology: Lives up to 16 years. Spawns for the first time at 4 years, 150-200 mm SL. Spawns in May-August. Generally feeds on algae and aquatic macro-invertebrates.",No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,taenia,,Yes,,LC,,LC,,A widespread species with no known major widespread threats. European Union 27 = LC. Same rationale as above.,Unknown,"Atlantic drainages from Seine northward, Baltic basin south of 61ºN, upper Volga drainages, northern Black Sea basin (except Danube). Ancient records from Adour, Garonne and Loire drainages (France) require confirmation.",Abundant.,"Habitat: From small lowland streams to large rivers. In channels, ditches, backwaters and lakes on sand bottom. Able to inhabit very degraded streams especially if siltation is a problem. In Baltic Sea at salinity up to 5   %. Biology: Females live up to five years, males up to three. Females spawn for the first time at 2-3 years, males at 1-2 years and more than 45 mm SL. Spawns in April-July, at temperatures above 18°C. Eggs are spawned in dense vegetation. Fractional spawner, producing 1-18 portions (under laboratory conditions). Larvae negatively phototactic, hiding under vegetation and in debris until beginning of exogenous feeding. Usually occurring together with hybridogenous, sperm-parasitic lineages, which have originated by hybridisation with C. elongatoides.",No major threats known.,Protected under the Natura 2000 directive of the EU.,,"Freyhof, J."
ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE,Eudontomyzon,stankokaramani,,Yes,,LC,,NA,,"The species is restricted to the Drin River (extent of occurrence of 25,000 km²) but has no known widespread threats.",Unknown,"Drin drainage including Lake Ohrid and Lake Skadar basins (Macedonia, Montenegro, Albania, Kosovo) .",No information.,"Habitat: Piedmont and montane zones in clear, well oxygenated brooks. Ammocoetes in detritus-rich sands or clay sediments. Biology: Non-predatory, freshwater resident. Probably similar to E. mariae. Metamorphoses in November-April in Drin drainage (but this requires confirmation).",No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,stephanidisi,,Yes,Yes,CR,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",CR,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)","This species has a highly restricted range being limited to a single spring (extent of occurrence (EOO) <100 km², and area of occupancy (AOO) <10 km²). It is assessed as Critically Endangered on account of this restricted range, that it has been extirpated from its original range in the Kefalovriso karstic spring and a reported decline in habitat quality and availability due to agricultural pollution and water extraction.",Unknown,It is extirpated from its original range in the Kefalovriso karstic spring in Velestino village within the former Lake Karla basin in central Greece. Recent survey of the springs and streams of the Pinios and the previous Lake Karla basins has found it in the Chasambali spring (Economidis and Bobori 2003).,No data.,It lives in springs.,"Water extraction, pollution, and drought.",None.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,nilssoni,,Yes,Yes,LC,,LC,,"A widespread species with no known major widespread threats. Known from lakes of western central Baltic basin, Sweden, southern Norway, Denmark, Poland. In Poland, restricted to a few lakes in lower Odra drainage.    European Union 27 = LC. Same rationale as above.",Unknown,"Lakes of western central Baltic basin, Sweden, southern Norway, Denmark, Poland. In Poland, restricted to a few lakes in lower Odra drainage.",No information available.,"Habitat: Lacustrine, pelagic. Biology: Spawns in November-March, along shores, at 5-10 m depth, on firm bottom, or in lower part of tributaries. Feeds on zooplankton.",No major threats known.,No information available.,It is harvested for human consumption.,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gobio,volgensis,"Gobio volgensis Vasil’eva, Mendel, Vasil’ev, Lusk & Luskova 2008 previously was included within Gobio gobio (Linnaeus, 1758), but is now recognised as a separate species (see Medel et al. 2008).",Yes,,LC,,NA,,Widespread species with no known major widespread threats. European Union 27 = The species is not found within the European Union.,Unknown,"According to the available molecular data, the species is restricted to the Volga River basin only (Mendel et al. 2008). Reports of its occurrence in neighbouring river systems needs further investigation.",No information available.,The species survives in rivers and streams.,Mo major threats are known.,No information available.,,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,rhodanensis,"The diagnostic four broad bars are present in populations of Dourbie (upper Tarn system, France), which is distinguished by the presence of red spots and dorsal, pelvic and anal with white anterior margin. This is possibly an introgression zone between S. rhodanensis and S. cf. cettii.",Yes,Yes,DD,,DD,,The species is a recently recognised species (previously included under S. trutta) known from the Rhone drainage. The population of true S. rhodanensis is unknown as several populations include a significant proportion of hybrids with S. trutta produced in aquaculture and stocked (for over 100 years). Work to determine the level of hybridisation is needed.,Unknown,"Rhône drainage, except Lake Geneva basin (France, Switzerland). Apparently eastward to Roia drainages (France, Italy), possibly further eastward in Ligurian Sea basin.",Fragmented and locally abundant.,"Habitat: Rivers and streams, in clear, cold, well oxygenated water, with slow to fast current. Biology: Resident ecotype only. Spawns for the first time at four years. Spawns in late December, at temperatures about 4°C, on gravel or coarse sand. Feeds on invertebrates, fish, amphibians.",Hybridisation with S. trutta.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gobio,skadarensis,,Yes,,EN,"B1ab(ii,iii)+2ab(ii,iii)",NA,,"The species is only known Zeta stream and the lower Moraca river of the Lake Skadar drainage (extent of occurrence of less than 500 km²). It is threatened by water abstraction and potentially by drought, however the zeta stream is fed by a karstic water basin, making it less likely to dry out. The species is found in two locations.",Unknown,"Only known from the Zeta stream and the lower Moraca river, part of the Lake Skadar basin (Montenegro, Albania).",Possibly naturally rare.,Habitat: Lake Skadar and lower parts of tributary streams. Biology: No data.,Water abstraction is a current threat to the species and drought is a potential threat (however the Zeta stream is fed by karstic water basin and therefore unlikely to totally dry out).,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Barbatula,barbatula,"Often erroneously called Nemacheilus barbatulus, Cobitis barbatula or Orthrias barbatula. Several species are apparently confused under the name B. barbatula. Recent molecular studies suggest that several species are lumped under this name and a taxonomic revision is needed to settle this problem.",Yes,,LC,,LC,,A widespread species with no known major widespread threats.European Union 27 = LC. Rationale same as above.,Unknown,"Europe north of Caucasus, Pyrénées and Alps, from Loire and Rhône drainages eastward; British Isles (except northern Scotland), southern Sweden and Finland (northward to about 66°N); Danube and Vardar drainages. Several similar species in Asia, as far as Japan (including B. toni, which earlier was considered conspecific).",Abundant.,"Habitat: Usually in flowing stretches of streams and medium-sized rivers with gravel to stone bottom, but also in a variety of other habitats, including sandy canals and lake shores. Spawns on gravel, sand or among aquatic vegetation. Larvae and small juveniles prefer sand bottom and slow current, shifting to gravel bottom and fast current when growing. Biology: Spawns for the first time usually at one year in central and southern Europe, 2-3 years in nutrient poor habitats and in northern Europe; most individuals spawn 1-2 seasons. Spawns in April-June at temperatures above 10°C, usually early morning. Open substrate, multiple spawner. Eggs are released in open water, often close to surface, drift and adhere to different substrates; they are often covered by sand or detritus. Individual females may spawn every day for a short period. Benthic larvae. Feeds on relative large benthic invertebrates (gammarids, chironomids, insect larvae). Tolerant to moderate organic pollution and stream canalisation, very sensitive to pollution by heavy metals.",No major threats known.,No information available.,,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,hellenica,,Yes,Yes,EN,"B1ab(iii,v)+2ab(iii,v)",EN,"B1ab(iii,v)+2ab(iii,v)","C. hellenica is found in only one river basin, the Louros, with an extent of occurrence (EOO) <1,000 km², an area of occupancy (AOO) <500 km² and is threatened by water pollution and extraction and the potential threat of hybridization with C. arachthosensis.",Unknown,Restricted to the Louros river basin in western Greece.,No data.,Riverine species preferring mud substrate.,"Water extraction, pollution and potential hybridization with C. arachthosensis living in the Arachthos River since canals, now link in the lowland the two river basins.",None.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,BALITORIDAE,Barbatula,sturanyi,,Yes,,LC,,NA,,"The species is restricted to springs on the shore of Lake Ohrid and upper Drin river, but there are no threats known. Drought is not thought to be a threat as the springs and Lake Ohrid itself is fed by water from Lake Prespa.",Unknown,"Lake Ohrid basin (Macedonia, Albania). Mainly in springs draining into the lake and the upper Drin river.",Unknown.,Habitat: Springs along lake shore. Biology: No data.,Drought is most likely not a threat as the springs and Lake Ohrid are fed by the water from Lake Prespa.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciobarbus,steindachneri,,Yes,Yes,VU,A2ce,VU,A2ce,"Based upon data of introduced species and loss of habitat in the Tagus and Guadiana river basins, it is estimated that B. steindachneri has declined by more than 30% in the past 10 years. (Carmona, J. pers comm).",Decreasing,Endemic to the Tagus and Guadiana River basins in Spain and Portugal.,Not very abundant.,"It is a large size barbel (<500mm). It prefers the middle and lower reaches, in deep and slow waters, with abundant submerged vegetation. It occurs also in reservoirs.","Water pollution and extraction, habitat destruction and introduction of exotic fish predators.",Listed in the Appendix III of the Bern Convention.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Squalius,albus,Often considered as a synonym of Squalius squalus.,Yes,Yes,LC,,LC,,"Still abundant in Lake Trasimeno, which is eutrophic and stocked with a wide variety of non-indigenous fish species.European Union 27 = LC. Rationale same as above.",Unknown,"This species is known from the Lake Trasimeno basin, Italy.",No information available.,"This is a lacustrine species, found in open water.","Introduction and invasion of alien species, especially alien Squalius, are a serious threat as stocking is de facto unregulated.",No information available.,No information available.,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gobio,ohridanus,,Yes,,VU,D2,NA,,"The species is only known from Lake Ohrid (360 km²) (Macedonia, Albania) where there is a potential threat of introduced species. Many species have already been introduced to Lake Ohrid.",Unknown,"Lake Ohrid (Macedonia, Albania). Imported in France and probably other countries, might be locally established.",No information.,"Habitat: Lacustrine, usually on sand to pebble bottom. Biology: Gregarious. Spawns in June-July.","There is a potential threat of introduced species, many have already been introduced into Lake Ohrid.",No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,macedonicus,Taxonomic status is unclear.,Yes,Yes,DD,,DD,,"The taxonomy needs to be confirmed using molecular data and there is no information on abundance, or population trends.",Unknown,Restricted to the upper Vardar river basin in the former Yugoslav Republic of Macedonia (FYROM).,Probably decreasing but there is no hard data.,No data,"Future habitat loss, water abstraction, and water pollution.",None.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,autumnalis,,,,LC,,NA,,"An important commercial species, and catches and abundance have reduced in recent years. However the species has a very widespread distribution and the overall population decline is not thought to be close to meeting 30% in the past three generations (30 years).    European Union 27 = The species is not found within the European Union.",Unknown,"All drainages (except Ob River and Lake Baikal basin in the Yenisey drainage) of Arctic Ocean in Eurasia from Mezen eastward; America from Cape Barrow to Coronation Bay. Introduced in many localities of former USSR, but not established.",Commonly reported in catch statistics from Canada (J. Freyhof pers comm). The population in Russia is in decline.,"Habitat: Migratory. Mostly larger lowland rivers. At sea, in salinity up to 22 ?. Northernmost distribution among whitefishes; in summer enters open waters of Kara Sea and reaches Novosibirsk Islands. Biology: Lives 10-12 years, rarely up to 20. Spends 6-8 years at sea before maturing and returning to rivers in June-July, to spawn in September-October of same year. A second run in autumn; those fishes remain a year in rivers before spawning. Moves far upstream, sometimes up to 1,500 km. Spawns in shallow tributaries with some current in well oxygenated water over gravel bottom. Individual females do not spawn every year; spawns only 2-3 times during entire life. After spawning, adults return directly to sea. Embryonic development lasts up to seven months. Alevins migrate downstream in May-June. At sea, feeds on larger crustaceans and small fish. No feeding during spawning run.","Overfishing, and pollution - mainly in Siberia.",No information.,,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,cettii,"Often appears in the literature as S. macrostigma, a species endemic to Algeria. Trouts retaining parr marks in adults are also present in southwestern France (southern Garonne tributaries and Adour drainages, Atlantic basin; Aude drainage, Mediterranean basin) and Iberian Peninsula (Ebro basin, Mediterranean basin). They have also been called S. macrostigma but apparently represent several distinct, unnamed and unstudied species.",Yes,Yes,NT,,NT,,"This species is found in Corsica, Sardinia, Sicily, and the Tyrrhenian basin of Italy from Magra drainage southward (streams in hilly areas; in lowland in karstic resurgences) where it is threatened by water abstraction, overfishing and stocking of non-native trouts (resulting in hybridisation and competition). It is suspected that in the past three generations (10 to 12 years) the population has declined by almost 30%, and it will continue to do so as water abstraction will most likely increase.",Decreasing,"Corsica, Sardinia, Sicily, Tyrrhenian basin of Italy from Magra drainage southward.",Declining.,"Habitat: Streams in hilly areas; in lowland in karstic resurgences. Clear waters around 10-20°C, usually with dense subaquatic vegetation. Biology: Resident ecotype only. Spawns in January-March, on gravel bottom, in shallow water. Feeds mainly on aquatic insects.","Water abstraction, overfishing and stocking of non-native trouts (hybridisation and competition).",There are local reserves set up specifically for the species in Italy.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE,Eudontomyzon,mariae,,Yes,,LC,,LC,,"A widespread species and abundant in Poland and Ukraine. However it is suspected to be undergoing a slow population decline with recent and on-going economic development, but not at a rate to qualify for a threatened or Near Threatened category.    European Union 27 = LC. Same rationale as above.",Unknown,"Tributaries of Baltic (Odra, Vistula, Neman drainages), northern Black (Danube to Kuban drainages) and Caspian Seas (River Sura, Volga drainage). In Danube, restricted to tributaries below Iron Gate; a single record from upper Morava system (Czechia).","Abundant in Poland and Ukraine, but suspected to be gradually declining overall.","Habitat: Lowland, piedmont and montane zones in clear, well oxygenated brooks. Ammocoetes in detritus-rich sands or clay sediments. Biology: Non-predatory, freshwater resident. Ammocoetes stage lasts 3.5-4.5 years. Feeds on detritus and micro-organisms, metamorphoses in September-December, overwinters and spawns in late April-early May, later at higher elevations, when temperatures reach 11-16°C. Spawning individuals cease their normal daylight avoidance reaction and reproduce on sunny days. Males dig a shallow nest in habitats with moderate current. Spawners form aggregations. Dies after spawning.",Locally threatened by damming in headwaters and pollution.,No information available.,,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gobio,brevicirris,,Yes,,LC,,NA,,A widespread species with no known major widespread threats.,Unknown,Russia and Ukraine: river Don.,Abundant.,Habitat: A wide variety of habitats in rivers and streams. Biology: No data.,No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
