Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Authority,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Assessment Date,Red List Assessors
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Luscinia,megarhynchos,"(Brehm, 1831)",,No,No,LC,,LC,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC)At both European and EU27 scales this species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations).For these reasons the species is evaluated as Least Concern within both Europe and the EU27.",Increasing,,"The European population is estimated at 10,700,000-20,300,000 pairs, which equates to 21,500,000-40,500,000 mature individuals. The population in the EU27 is estimated at 8,860,000-16,100,000 pairs, which equates to 17,700,000-32,300,000 mature individuals. For details of national estimates, see attached PDF.","This species occupies two main habitat types in Europe: lowland open woodland with thickets and dense patches of vegetation of coppice stands, nettles and brambles, bordering waterbodies; and the edges and glades of broadleaf woodland, undergrowth-rich pinewoods and dry maquis, garrigue and shrubbery on sand and chalk (i.e. with no surface water). It is also found in various mixtures of the two, such as cultivated land with mature hedgerows and untended bush-rich suburban gardens and parks with leaf litter. It breeds from late April to mid July. The nest is an occasionally domed bulky cup of dead leaves and grass, lined with fine grasses, feathers and hair. It is sited on or very close to the ground (most are below 0.5 m) in the base of a thicket or in low herbage. Clutches are four to five eggs. It feeds principally on invertebrates but takes berries and seeds in the late summer and autumn (Collar and Christie 2013). The species is migratory, wintering in the Afrotropics (Snow and Perrins 1998).","Declines in the west of its range have been driven since the 1950s by modern agricultural development and an increasing tendency for 'tidying' of gardens and woodland. Nesting habitat along streams and rivers is being lost in Spain (Collar and Christie 2013). The species is also sensitive to climatic variations (Hagemeijer and Blair 1997). In the U.K., it is thought that habitat modification as a result of grazing by deer may be a threat to this species (Newson et al. 2011).","Conservation Actions UnderwayCMS Appendix II. Bern Convention Appendix II. There are currently no known conservation measures for this species.Conservation Actions ProposedIn the UK, deer management plans, including the integrated exclusion and culling of deer, should be coordinated on a large scale and target areas of importance for the species. Further research on the relationship between deer abundance and habitat quality should also be undertaken (Newson et al. 2011). The species would also likely benefit from the maintenance of low-intensity farming practices and areas of woodland and thickets.",,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Luscinia,calliope,"(Pallas, 1776)",,No,No,LC,,NE,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Not Applicable (NA)Although this species may have a restricted range, it is not believed to approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend is not known, but the population is not believed to be decreasing sufficiently rapidly to approach the thresholds under the population trend criterion (30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern in Europe.The bird is considered vagrant in the EU27 and is assessed as Not Applicable (NA) for this region.",Unknown,,"The European population is estimated at 1,000-1,200 pairs, which equates to 2,000-2,400 mature individuals. The species does not occur in the EU27. For details of national estimates, see attached PDF.","During the breeding season this species is found in lowland taiga and subalpine shrubbery, clearings in forests by meadows and rivers, windfall gaps, regenerating burns with tall grass and bushes, birch coppices, clumps and stands of willow and aspen in bogs, patches of montane dwarf pine, krummholz above tree-line, overgrown forest edges and tangled thickets near mountain streams. It favours areas with fallen trees, dense bushes and stands of bird cherry (Prunus padus) and dog rose (Rosa canina), usually near fir (Abies) and spruce (Picea) stands and riverine meadows. In Russia it breeds from May to July and possibly August. The nest is a loose cup or dome made of fine grasses and roots, usually lightly lined with hair and plant down, placed on the ground in the shelter of a bush or dense tuft of herbage. Clutches are four to six eggs. It is insectivorous, taking flies and their larvae, ants, wasps and beetles and also some plant material. The species is migratory, wintering in south-east Asia (Collar 2005).",The size of the European population could render it susceptible to the risks affecting small populations; however it is adjacent to a much larger non-European population (Birdlife International 2004).,Conservation Actions UnderwayCMS Appendix II. There are currently no known conservation measures for this species.Conservation Actions ProposedNo conservation measures are currently needed for this species.,,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Luscinia,svecica,"(Linnaeus, 1758)",,No,No,LC,,LC,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC)In Europe this species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be stable, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern in Europe.Within the EU27 this species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be stable, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern in the EU27.",Stable,,"The European population is estimated at 4,460,000-7,760,000 pairs, which equates to 8,930,000-15,500,000 mature individuals. The population in the EU27 is estimated at 220,000-461,000 pairs, which equates to 440,000-922,000 mature individuals. For details of national estimates, see attached PDF.","For breeding, this species appears to require copious low dense vegetation with patches of open ground. It breeds in ecotone habitats between forest and plain or open areas at tree-line, including wooded tundra, mountain steppe, subalpine scrub, marshland with low woody cover, clumps of willow (Salix), alder (Alnus) and birch (Betula) on floodplains, riverbank thickets, reedy and shrub-dominated lakeshores, bushy sites near water. The breeding season is from late April to July in central Europe, from late May in Scandinavia and early April to June in Armenia. The nest is a deep cup of leaves, small twigs, dry grass, rootlets, plant down and moss, which is occasionally lined with animal hair. It is placed among grass and scrub on wet ground and is commonly associated with topographic features such as a hummock, gulley, lip of a bank, or tussock. Clutches are four to seven eggs. The diet is principally invertebrates, particularly insects but it does take some seeds and fruit in the autumn (Collar 2005). The species is mainly migratory, with west Palearctic populations wintering in patches across the Mediterranean Basin and the northern Afrotropics and eastern populations in the Indian subcontinent (Snow and Perris 1998).","In Europe, this species experiences pronounced but largely unexplained population fluctuations (Hagemeijer and Blair 1997, Collar 2005). Some negative trends appear to be explained by natural succession in marshland, drainage and management practices such as reed-cutting, seedling removal and cattle grazing (Hagemeijer and Blair 1997), but recovery has taken place without the reversal of these circumstances. In Spain, during the 1990s it may have suffered from degradation of habitat through grazing and in Austria, significant losses have occurred during the 19th century due to drainage and it now faces threats there due to stabilization of lake levels, successional loss of reed-belt, and occupation of secondary habitats on arable land (where nest predation elevated) (Collar 2005).","Conservation Actions UnderwayCMS Appendix II. EU Birds Directive Annex I. There are currently no known conservation measures for this species.Conservation Actions ProposedIn Bavaria, growing numbers may collapse unless succession is contained through habitat management (Collar 2005). This species would benefit from further research on the causes of population fluctuations.",,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Tarsiger,cyanurus,"(Pallas, 1773)",,No,No,LC,,LC,D1,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC°°)In Europe this species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern in Europe.The species extends into the EU27 only in small numbers in Finland and Sweden. The population size within the EU27 meets the threshold for Vulnerable, but given the increasing population within the region and the large, increasing neighbouring population there is significant potential for rescue from outside the region and the final category is downlisted by two categories to Least Concern (LC°°) in the EU27.",Increasing,,"The European population is estimated at 20,200-56,500 pairs, which equates to 40,300-113,000 mature individuals. The population in the EU27 is estimated at 150-6,500 pairs, which equates to 300-13,000 mature individuals. For details of national estimates, see attached PDF.","This species breeds in Siberian taiga forest, with a preference for old-growth mossy moist spruce (Picea) tracts with fallen trees and sparse undergrowth, often on hilly slopes, but also pine (Pinus) and mixed forests with birch (Betula) and rhododendron. In Russia, breeding occurs from May to August and it lays three to seven eggs. The nest is a cup of grass, moss, ferns, twigs and roots, which is lined with hair, feathers, fine grass and sometimes pine needles. It is set in the hollow of a tree, among tree roots, under a rotten log or in a hole in a bank or steep slope. The diet is not well studied but is thought to be mostly invertebrates, especially insects as well as fruits and seeds when it is not breeding. In Europe the species is a long-distance migrant (Collar and de Juana 2013).",There are not thought to be any current significant threats to this species.,Conservation Actions UnderwayCMS Appendix II. Bern Convention Appendix II. There are currently no known conservation measures for this species.Conservation Actions ProposedNo conservation measures are currently needed for this species.,,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Irania,gutturalis,"(Guérin-Méneville, 1843)",,No,No,LC,,NE,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Not Applicable (NA)This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be stable, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern in Europe.The bird is considered vagrant in the EU27 and is assessed as Not Applicable (NA) for this region. In the EU27 region, the bird occurs as a vagrant on Lesvos, Greece, where it may breed irregularly.",Stable,,"The European population is estimated at 406,000-917,000 pairs, which equates to 811,000-1,830,000 mature individuals. The species does not occur in the EU27. For details of national estimates, see attached PDF.","During the breeding season this species occupies semi-desert, mountain steppe, stony arid hillsides with scrub patches, scrubby valleys, ravines with mountain streams, narrow stony gullies, subalpine vegetation including juniper (Juniperus), Zygophyllum, bushes and tall weed. It is usually found at 1,000–2,200 m. In the Caucasus, breeding occurs from May to June. The nest is a flat cup of twigs and cereal stalks, lined with feathers and/or hair and set low down (average 0.5 m up) in a tree cavity, bush or on a stump or log. Clutches are four to six eggs (Collar 2005). The diet is mainly insects in the breeding season and fruit is also taken in the autumn. The species is migratory, wintering in a rather restricted area of east Africa (Snow and Perrins 1998).",There are not thought to be any current significant threats to this species.,Conservation Actions UnderwayCMS Appendix II. Bern Convention Appendix II. There are currently no known conservation measures for this species.Conservation Actions ProposedNo conservation measures are currently needed for this species.,,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Erythropygia,galactotes,"(Temminck, 1820)",,No,No,LC,,LC,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC)At both European and EU27 scales this species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations).For these reasons the species is evaluated as Least Concern within both Europe and the EU27.",Decreasing,,"The European population is estimated at 230,000-623,000 pairs, which equates to 460,000-1,250,000 mature individuals. The population in the EU27 is estimated at 204,000-541,000 pairs, which equates to 407,000-1,080,000 mature individuals. For details of national estimates, see attached PDF.","In Europe the species breeds mainly in artificial habitats such as olive and almond groves, vineyards, young pine (Pinus) plantations, citrus plantations, parks and orchards. On migration and in winter it is found in similar habitats, often around human settlements. The species breeds in Europe from mid-May to June and pairs in Spain are commonly double-brooded.The nest is a loose flat cup of dry grass stems, rootlets, twigs, bark and leaves, often incorporating shed snakeskin and lined with fine fibres, hair and feathers. It is built in dense vegetation, often spiny, in a reed clump, small tree (commonlyOlea europaea or Pinus halepensis in SE Spain), shrub or grapevine or in a crevice in a building. When nesting on rubbish tips it shows a preference for human artefacts (e.g. oil drum, breeze blocks) over bushes. Clutches are three to six eggs (mean in SE Spain 3.6). It forages mainly on the ground, feeding on insects, spiders centipedes, millipedes and earthworms as well as fruit, berries and seeds (Collar 2005). The subspecies found in Europe are migratory, occupying their breeding grounds between April and September and wintering in central, eastern and sub-Saharan Africa (Hagemeijer and Blair 1997).",The population is modest in Armenia and semi-desert habitats there are under threat of agricultural and urban development (Collar 2005).,Conservation Actions UnderwayBern Convention Appendix II. There are no known current conservation measures for this species.Conservation Actions ProposedThe conservation of suitable habitat for this species should be developed. Research into the species's ecology and monitoring programmes should be developed. Threat assessments in other European countries should be undertaken to help develop conservation measures.,,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Phoenicurus,ochruros,"(Gmelin, 1774)",,No,No,LC,,LC,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC)At both European and EU27 scales this species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations).For these reasons the species is evaluated as Least Concern within both Europe and the EU27.",Increasing,,"The European population is estimated at 5,760,000-10,000,000 pairs, which equates to 11,500,000-20,000,000 mature individuals. The population in the EU27 is estimated at 4,600,000-7,460,000 pairs, which equates to 9,200,000-14,900,000 mature individuals. For details of national estimates, see attached PDF.","This species is found in sparsely vegetated rocky areas, including stony slopes with xerophytic vegetation, crags and gullies in high river valleys and rocky mountain tops up to snow-line as well as villages, towns and cities. In Carpathians, it is mainly found on mountain slopes covered with juniper (Juniperus), scree and boulders. The breeding season runs from mid-April to mid-July in western Europe but can be up to two weeks later in eastern Europe.The nest is a loose cup of grass, moss, hair, wool and feathers, which is set in a crevice of a wall or rock, or in an earth bank, pile of stones or on the ground. Clutches are four to six eggs. The diet consists of invertebrates and berries. The species is resident, partially migrant, a vertical migrant and fully migrant (Collar 2005) in different parts of its range and the main wintering area for west Palearctic breeders is the Mediterranean basin (Snow and Perrins 1998).","It is thought large scale redevelopment and regeneration of city centre sites is causing the loss of suitable breeding habitat for the species. In addition nest sites are vulnerable to accidental removal or disturbance as they also nest in railway-sidings, lorry parks and similar locations (Wildlife Trust 2013).",Conservation Actions UnderwayCMS Appendix II. Bern Convention Appendix II. The species is a 'Species of Conservation Concern' in the U.K. Biodiversity Action Plan and subject to several local species action plans.Conservation Actions ProposedConservation measures should aim to maintain existing breeding populations and to establish population trends and its conservation status. Public awareness of the species should also be raised (Wildlife 2015).,,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,deserti,"(Temminck, 1825)",,No,No,NT,D1,NE,,"European regional assessment: Near Threatened (NT°)EU27 regional assessment: Not Applicable (NA)This species extends into Europe only in very small numbers in Azerbaijan and Turkey-in-Asia. The population size within the region meets the threshold for classification as Vulnerable under the small population criterion, with an unknown population trend but no evidence of a decline. The species could therefore be listed as Vulnerable but given the large, apparently stable neighbouring population there is significant potential for rescue from outside the region and the final category is downlisted one category to Near Threatened (NT°).The bird is considered vagrant in the EU27 and is assessed as Not Applicable (NA) for this region.",Unknown,"Its European range accounts for a small proportion of its global breeding range. It is known to breed in Azerbaijan and Turkey and most likely in Armenia as well (Snow and Perrins 1998, Collar 2005). Also it is thought to have bred in Georgia in the past (Snow and Perrins 1998).","The European population is estimated at 110-1,100 pairs, which equates to 220-2,200 mature individuals. The species does not occur in the EU27. For details of national estimates, see attached PDF.","This species occupies dry steppes, dry sparsely bushed riverbeds, wadis, ruins and stony and gravel flatlands. The time of breeding is not recorded but in Israel this species breeds from early April to mid-July. The nest is a rather bulky construction, made of grass and root fibres and lined with finer grass, wool, hair or feathers. It is set in a hole in a roadside or riverbank, rock face, wall, bridge or other building, under a stone, bush or pile of stones, amid exposed roots or down old rodent burrow. Clutches are three to six eggs. The diet is principally invertebrates but will also occasionally take seeds (Collar 2005). The species is migratory, although some populations are only partially migratory (Snow and Perrins 1998).",The size of the European population could render it susceptible to the risks affecting small populations; however it is adjacent to a much larger non-European population (Birdlife International 2004).,Conservation Actions UnderwayCMS Appendix II. There are currently no known conservation measures for this species.Conservation Actions ProposedNo conservation measures are thought to be needed for this species.,,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Oenanthe,isabellina,"(Temminck, 1829)",,No,No,LC,,LC,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC)In Europe this species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be stable, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern in Europe.Within the EU27 this species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern in the EU27.",Stable,,"The European population is estimated at 2,060,000-6,230,000 pairs, which equates to 4,130,000-12,500,000 mature individuals. The population in the EU27 is estimated at 7,100-25,200 pairs, which equates to 14,100-50,400 mature individuals. For details of national estimates, see attached PDF.","This species is found in arid, open, sparsely vegetated country, including dry plains, mountain and lowland steppes, semi-desert, wadis and desert margins, commonly where burrowing rodents, such as gerbil (Rhombomys opimus), occur. In Armenia, it is found in rolling semi-desert with Tamarix, Artemisia, Euphorbia, Alhagi, Atraphaxis and Gypsophila, and in usually on south-facing mountain steppe with Astragalus. Breeding occurs from March to June in Armenia and from March to July in southern Russia. The nest is a shallow, bulky cup of dried grass, roots and hair, lined with hair, wool and feathers. It is set deep in a rodent burrow or burrow of a similar mammal and less often in and old bee-eater (Meropidae) hole or occasionally in a natural hole or crevice. Clutches are four to seven eggs. The diet is mainly invertebrates, particularly insects such as beetles and ants and vegetable matter. The species is migratory (Collar 2005).","The species is linked to some extent to populations of burrow-nesting rodents, which supply nest-holes. As a result, declines in these species, such as falls in gerbil numbers due to ploughing, may impact this species (Collar 2005).",Conservation Actions UnderwayCMS Appendix II. Bern Convention Appendix II. There are currently no known conservation measures for this species.Conservation Actions ProposedNo conservation measures are thought to be needed for this species.,,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,roseus,"(Linnaeus, 1758)",,No,No,LC,,LC,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC)In Europe this species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be fluctuating, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern in Europe.Within the EU27, although this species may have a restricted range, it is not believed to approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend is not known, but the population is not believed to be decreasing sufficiently rapidly to approach the thresholds under the population trend criterion (30% decline over ten years or three generations). For these reasons the species is evaluated as Least Concern in the EU27.",Stable,,"The European population is estimated at 61,300-230,000 pairs, which equates to 123,000-459,000 mature individuals. The population in the EU27 is estimated at 260-32,300 pairs, which equates to 520-64,600 mature individuals. For details of national estimates, see attached PDF.","During the breeding season this species is found on open steppes where orthopterans (locusts and other grasshoppers) are abundant. Colonies are normally found near water, often in valleys but after breeding it moves to more wooded areas. The breeding season is short, running from May to July and is closely tied to the availability of food. It is monogamous and breeds in large colonies often from hundreds to several thousand nests. Both sexes build the nest, which is made from grasses and twigs, lined with finer grasses and feathers and the cup may include aromatic plants such as wormwood (Artemisia), giant fennel (Ferula) and the poaceous grass (Aeluropus). It is sited in a hole, most frequently between stones on scree slope and sometimes in a crack in a rock or cliff, among stones on a railway embankment or quarry, in a hole or crevice in a building. Clutches are from three to six eggs. It feeds on insects during the breeding season, mostly locusts and other grasshoppers but more fruit is taken after breeding, and in winter it consumes insects, fruit, seeds and nectar. The species is migratory and also undertakes nomadic post-breeding dispersal (Craig et al. 2013).",The species may be threatened by habitat modification (Birdlife International 2015).,"Conservation Actions UnderwayBern Convention Appendix II. There are currently no known conservation measures for this species.Conservation Actions ProposedAs the population status is not currently known due to uncertainties over the impacts of habitat modification on population sizes (Birdlife International 2015), the species would benefit from increased monitoring efforts and research.",,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,vulgaris,"Linnaeus, 1758",,No,No,LC,,LC,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC)At both European and EU27 scales this species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations).For these reasons the species is evaluated as Least Concern within both Europe and the EU27.",Decreasing,,"The European population is estimated at 28,800,000-52,400,000 pairs, which equates to 57,700,000-105,000,000 mature individuals. The population in the EU27 is estimated at 18,300,000-33,500,000 pairs, which equates to 36,600,000-67,000,000 mature individuals. For details of national estimates, see attached PDF.","During the breeding season this species occupies open country, including modified habitats, with access to suitable nesting and roosting sites. It requires cavity nest-sites, typically in woodland or on man-made structures, close to open areas of short grassland for foraging. At other times it exploits a wide range of habitats, including moorland, saltmarshes, seashore and tidal flats, stubble fields, orchards, refuse dumps and sewage-treatment works. It roosts in reedbeds, scrub and trees, as well as bridges and buildings and even in town centres. Breeding occurs mostly between March and July. The nest is a bulky structure of dry grass, conifer needles, twigs, string and other materials and the cup is lined with softer materials such as grass, feathers, moss, wool, hair and paper, fresh green leaves and flowers. It is typically built in a hole in a tree, cliff, building or other structure and nestboxes are also readily used. Clutches are normally four to six eggs (Craig and Feare 2009). It omnivorous, taking animal and plant material all year round but during the spring animal food predominates and is fed almost exclusively to nestlings (Snow and Perrins 1998). In the northern and eastern populations are migratory where as southern and western populations as well as those in urban areas tend to be resident (Craig and Feare 2009).","The species is thought to be declining in some areas owing to the intensification and specialization of agriculture and consequent changes in rural habitats (Craig and Feare 2009), such as decreases in fallow and grassland and increases in autumn-sown arable crops (Hagemeijer and Blair 1997). Declines have coincided with a reduction in cattle farming. In some European countries it was formerly a regular food source and was also kept as a cagebird (Craig and Feare 2009).","Conservation Actions UnderwayEU Birds Directive Annex II. In parts of its natural Eurasian range, this species is encouraged through provision of nestboxes, as claimed to reduce some insect pests (Craig and Feare 2009).Conservation Actions ProposedThe promotion and expansion of low-intensity agriculture would benefit this species.",,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Sturnus,unicolor,"Temminck, 1820",,No,No,LC,,LC,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC)At both European and EU27 scales this species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations).For these reasons the species is evaluated as Least Concern within both Europe and the EU27.",Increasing,,"The European population is estimated at 23,900,000-30,600,000 pairs, which equates to 47,800,000-61,300,000 mature individuals. The entire population is found in the EU27. For details of national estimates, see attached PDF.","This species is found in open woodland with expanses of short grass, often in association with grazing mammals as well as in farmland, parks, gardens and cities. Breeding occurs from April to mid-July and it is a colonial nester. Both sexes build the nest, mainly from dry grass and it is lined with grass, roots, leaves and feathers. Often yellow flowers are included in the structure, as well as fresh green leaves. It is placed in a natural hole or an old woodpecker hole, or in the disused burrow of European Bee-eater (Merops apiaster) or Collared Sand Martin (Riparia riparia) and artificial structures and nestboxes are widely used. Clutches are four to five eggs in Spain. It is omnivorous; it takes mainly animal matter in the spring and summer and fruit and seeds in the autumn and winter. The species is mostly sedentary (Craig et al. 2014).","Interbreeding between this species and Sturnus vulgaris has been observed in areas where it is sympatric (Hagemeijer and Blair 1997), although this is not known to be a serious threat.",Conservation Actions UnderwayBern Convention Appendix II. There are currently no known conservation measures for this species.Conservation Actions ProposedNo conservation measures are currently needed for this species.,,
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SITTIDAE,Sitta,europaea,"Linnaeus, 1758",,No,No,LC,,LC,,"European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC)At both European and EU27 scales this species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence 10% in ten years or three generations, or with a specified population structure). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (30% decline over ten years or three generations).For these reasons the species is evaluated as Least Concern within both Europe and the EU27.",Increasing,,"The European population is estimated at 10,700,000-21,400,000 pairs, which equates to 21,400,000-42,800,000 mature individuals. The population in the EU27 is estimated at 6,010,000-11,300,000 pairs, which equates to 12,000,000-22,600,000 mature individuals. For details of national estimates, see attached PDF.","This species inhabits mature forest with large old trees and a well-developed canopy providing extensive foraging areas, as well as nesting cavities. In much of Europe it prefers deciduous and mixed forest, especially oak (Quercus), but is also found in riverine woodland, parkland, old orchards, cemeteries, and sometimes large gardens and locally occupies in old spruce (Picea) and pine (Pinus) forests, especially in the mountains. Egg-laying occurs mainly from late-April to May but varies with latitude and altitude. The nest is a foundation of wood chips surmounted by bark flakes and rarely incorporating dry leaves, lichen, conifer ­needles and the like. It is sited in the hole in a tree, which is either natural or, more often an abandoned woodpecker hole. On occasion it will use a nestbox or a wall cavity, hole in a rock face or building or crevice between tree roots. Clutches are typically five to nine eggs. It feeds on insects but in the autumn and winter it takes seeds, nuts and sometimes flower buds and sap. It will readily visit birdtables in the winter. The species is generally sedentary, but juveniles may disperse over short distances in late summer and autumn; occasionally these movements become irruptive (Harrap 2008).","The main threat to this species is forest destruction and fragmentation, which has lead to local declines and extinctions throughout its range. It is generally rare or absent from small forest fragments and the species does not inhabit areas without mature trees (Hagemeijer and Blair 1997, Harrap 2008).","Conservation Actions UnderwayBern convention Appendix II. There are currently no known conservation measures for this species.Conservation Actions ProposedLocally, this species would benefit from protection of its forest habitat and management should ensure that large, mature trees remain.",,
